Afrihkká	África
Málle:·	Plantilla:,
Kategoriija:Ruvsušattut	Categoría:Rosaceae
Kategoriija:Geavaheaddji hi	Categoría:Wikipedia:Wikipedistas con conocimientos de hindi
Málle:G-hr	Plantilla:Lang-hr
Kategoriija:Presideanttat	Categoría:Presidentes
Kategoriija:Várit	Categoría:Montañas
Kategoriija:1900-lohku	Categoría:Siglo XX
Málle:IPA	Plantilla:AFI
Kategoriija:Politihkkárat	Categoría:Políticos
Kategoriija:Beaivvášgotti planehtat	Categoría:Planetas del Sistema Solar
Kategoriija:Amerihkká	Categoría:América
Kategoriija:Láibbit	Categoría:Pan
Kategoriija:Riegádeamit 1879	Categoría:Nacidos en 1879
Kategoriija:Riegádeamit 1955	Categoría:Nacidos en 1955
Kategoriija:Gáranasmuorjjit	Categoría:Arctostaphylos
Kategoriija:Riegádeamit 1823	Categoría:Nacidos en 1823
Kategoriija:Riegádeamit 1963	Categoría:Nacidos en 1963
Kategoriija:Amerihkálaš neavttárat	Categoría:Actores de cine de Estados Unidos
Kategoriija:Jápmimat 1884	Categoría:Fallecidos en 1884
Kategoriija:Jápmimat 1875	Categoría:Fallecidos en 1875
Kategoriija:Riegádeamit 1868	Categoría:Nacidos en 1868
Kategoriija:Riegádeamit 1812	Categoría:Nacidos en 1812
Kategoriija:Riegádeamit 1817	Categoría:Nacidos en 1817
Kategoriija:Riegádeamit 1837	Categoría:Nacidos en 1837
Kategoriija:Nobel fysihkkabálkkasumi vuoitit	Categoría:Premio Nobel de Física
Kategoriija:Jápmimat 1863	Categoría:Fallecidos en 1863
Kategoriija:Riegádeamit 1829	Categoría:Nacidos en 1829
Kategoriija:Riegádeamit 1998	Categoría:Nacidos en 1998
Kategoriija:Jápmimat 1802	Categoría:Fallecidos en 1802
Kategoriija:Jápmimat 1801	Categoría:Fallecidos en 1801
Kategoriija:Jápmimat 1718	Categoría:Fallecidos en 1718
Kategoriija:Riegádeamit 1834	Categoría:Nacidos en 1834
Kategoriija:Jápmimat 1729	Categoría:Fallecidos en 1729
Kategoriija:Jápmimat 1720	Categoría:Fallecidos en 1720
Kategoriija:Jápmimat 1764	Categoría:Fallecidos en 1764
Málle:Wikifiseren	Plantilla:Wikificar
Kategoriija:1800-lohku	Categoría:Siglo XIX
Kategoriija:Girječállit	Categoría:Escritores
Kategoriija:Universitehtat	Categoría:Universidades
Kategoriija:Stáhtajođiheaddjit	Categoría:Jefes de Estado
Kategoriija:1931	Categoría:1931
Kategoriija:1958	Categoría:1958
Kategoriija:1956	Categoría:1956
Kategoriija:1944	Categoría:1944
Málle:Mininalta	Plantilla:Infraesbozo
Kategoriija:Ođđajagimánnu	Categoría:Enero
Kategoriija:1916	Categoría:1916
Kategoriija:1939	Categoría:1939
Málle:G-fa	Plantilla:Lang-fa
Kategoriija:1909	Categoría:1909
Málle:Ethnologue	Plantilla:Ethnologue
Kategoriija:Riegádeamit 1704	Categoría:Nacidos en 1704
Kategoriija:Riegádeamit 2003	Categoría:Nacidos en 2003
Málle:Kategoriijat váilot	Plantilla:Categorízame
Málle:G-de	Plantilla:Lang-de
Málle:G-el	Plantilla:Lang-el
Málle:G-my	Plantilla:Lang-my
Málle:Babel4	Plantilla:Babel4
Kategoriija:Fitnodagat	Categoría:Empresas
Luis Guillermo Solís	Luis Guillermo Solís
Kategoriija:Duiskka eatnandiehtu	Categoría:Geografía de Alemania
Málle:Amerihká ovttastuvvan stáhtaid oassestáhtaid kárta	Plantilla:Estados de Estados Unidos de América
Kategoriija:Málesteapmi	Categoría:Cocina
Málle:Stivre deike	Plantilla:Redirige aquí
Kategoriija:Idnešattut	Categoría:Lycopodiophyta
Málle:Vuostálastan	Plantilla:En contra
Kategoriija:Uruguay departemeanttat	Categoría:Departamentos de Uruguay
Kategoriija:Jápmán gielat	Categoría:Lenguas muertas
Kategoriija:Geavaheaddji ja-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
Málle:G-ru	Plantilla:Lang-ru
Kategoriija:Riegádeamit 1903	Categoría:Nacidos en 1903
Kategoriija:Riegádeamit 1925	Categoría:Nacidos en 1925
Kategoriija:Riegádeamit 1936	Categoría:Nacidos en 1936
Kategoriija:Riegádeamit 1916	Categoría:Nacidos en 1916
Kategoriija:Riegádeamit 1910	Categoría:Nacidos en 1910
Kategoriija:Riegádeamit 1939	Categoría:Nacidos en 1939
Málle:Polytonalaš	Plantilla:Polytonic
Kategoriija:Industriijat	Categoría:Industrias
Kategoriija:Ruošša federašuvdna	Categoría:Gobierno de Rusia
Kategoriija:1962	Categoría:1962
Kategoriija:Aserbaižanalaččat	Categoría:Azerbaiyanos
Kategoriija:Gaska-nuorti	Categoría:Oriente Medio
Kategoriija:Aviissat	Categoría:Periódicos
Kategoriija:Riegádeamit 1938	Categoría:Nacidos en 1938
Málle:G-en	Plantilla:Lang-en
Kategoriija:Oassestáhtat	Categoría:Estados federados
Kategoriija:1663	Categoría:1663
Kategoriija:Jápmimat 1663	Categoría:Fallecidos en 1663
Kategoriija:Bassebeaivvit	Categoría:Celebraciones del día
Málle:No	Plantilla:Nor
Kategoriija:Arkitektuvra	Categoría:Arquitectura
Kategoriija:Geavaheaddji gsw-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán suizo
Málle:G-fr	Plantilla:Lang-fr
Kategoriija:Buovččat	Categoría:Podicipediformes
Kategoriija:Jápmimat 1627	Categoría:Fallecidos en 1627
Kategoriija:1953	Categoría:1953
Kategoriija:Andorra gávpogat	Categoría:Localidades de Andorra
Málle:Wikigiella	Plantilla:InterWiki
Kategoriija:Norgga gielddat	Categoría:Municipios de Noruega
Kategoriija:Davvi-Vuolleeatnamiid gielddat	Categoría:Municipios de la provincia de Holanda Septentrional
Kategoriija:Geainnut	Categoría:Calles
Málle:Gielladikšun	Plantilla:Copyedit
Málle:Neutralitehta	Plantilla:No neutralidad
Kategoriija:Riegádeamit 1608	Categoría:Nacidos en 1608
Kategoriija:Irlándda gávpogat	Categoría:Localidades de Irlanda
Kategoriija:Polygonat	Categoría:Polígonos
Kategoriija:Uruguay gávpogat	Categoría:Localidades de Uruguay
Kategoriija:Kalaallit Nunaat	Categoría:Groenlandia
Kategoriija:Riegádeamit 1717	Categoría:Nacidos en 1717
Kategoriija:Riegádeamit 1705	Categoría:Nacidos en 1705
Kategoriija:Jápmimat 1622	Categoría:Fallecidos en 1622
Kategoriija:Makedonia dásseváldi	Categoría:República de Macedonia
Kategoriija:Geavaheaddji pdc	Categoría:Wikipedia:Wikipedistas con conocimientos de Deitsch
Kategoriija:Geavaheaddji be	Categoría:Wikipedia:Wikipedistas con conocimientos de bielorruso
Kategoriija:Geavaheaddji ce	Categoría:Wikipedia:Wikipedistas con conocimientos de checheno
Kategoriija:Geavaheaddji hr	Categoría:Wikipedia:Wikipedistas con conocimientos de croata
Kategoriija:Geavaheaddji sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
Kategoriija:Geavaheaddji sl	Categoría:Wikipedia:Wikipedistas con conocimientos de esloveno
Kategoriija:Geavaheaddji eo	Categoría:Wikipedia:Wikipedistas con conocimientos de esperanto
Kategoriija:Geavaheaddji et	Categoría:Wikipedia:Wikipedistas con conocimientos de estonio
Kategoriija:Geavaheaddji fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
Kategoriija:Geavaheaddji cy	Categoría:Wikipedia:Wikipedistas con conocimientos de galés
Kategoriija:Geavaheaddji id	Categoría:Wikipedia:Wikipedistas con conocimientos de indonesio
Kategoriija:Geavaheaddji ia	Categoría:Wikipedia:Wikipedistas con conocimientos de interlingua
Kategoriija:Geavaheaddji ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
Kategoriija:Geavaheaddji la	Categoría:Wikipedia:Wikipedistas con conocimientos de latín
Kategoriija:Geavaheaddji li	Categoría:Wikipedia:Wikipedistas con conocimientos de limburgués
Kategoriija:Geavaheaddji mk	Categoría:Wikipedia:Wikipedistas con conocimientos de macedonio
Kategoriija:Geavaheaddji nn	Categoría:Wikipedia:Wikipedistas con conocimientos de nynorsk noruego
Kategoriija:Geavaheaddji oc	Categoría:Wikipedia:Wikipedistas con conocimientos de occitano
Kategoriija:Geavaheaddji pt	Categoría:Wikipedia:Wikipedistas con conocimientos de portugués
Kategoriija:Geavaheaddji ro	Categoría:Wikipedia:Wikipedistas con conocimientos de rumano
Kategoriija:Geavaheaddji sg	Categoría:Wikipedia:Wikipedistas con conocimientos de sango
Kategoriija:Geavaheaddji sv	Categoría:Wikipedia:Wikipedistas con conocimientos de sueco
Kategoriija:Geavaheaddji et-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de estonio
Kategoriija:Geavaheaddji fr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de francés
Kategoriija:Geavaheaddji it-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de italiano
Kategoriija:Geavaheaddji no-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de noruego
Kategoriija:Geavaheaddji pdc-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Deitsch
Kategoriija:Geavaheaddji cs-1	Categoría:Wikipedia:Wikipedistas con nivel básico de checo
Kategoriija:Geavaheaddji da-1	Categoría:Wikipedia:Wikipedistas con nivel básico de danés
Kategoriija:Geavaheaddji sl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esloveno
Kategoriija:Geavaheaddji et-1	Categoría:Wikipedia:Wikipedistas con nivel básico de estonio
Kategoriija:Geavaheaddji fi-1	Categoría:Wikipedia:Wikipedistas con nivel básico de finés
Kategoriija:Geavaheaddji cy-1	Categoría:Wikipedia:Wikipedistas con nivel básico de galés
Kategoriija:Geavaheaddji hi-1	Categoría:Wikipedia:Wikipedistas con nivel básico de hindi
Kategoriija:Geavaheaddji li-1	Categoría:Wikipedia:Wikipedistas con nivel básico de limburgués
Kategoriija:Geavaheaddji mk-1	Categoría:Wikipedia:Wikipedistas con nivel básico de macedonio
Kategoriija:Geavaheaddji nl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de neerlandés
Kategoriija:Geavaheaddji oc-1	Categoría:Wikipedia:Wikipedistas con nivel básico de occitano
Kategoriija:Geavaheaddji pl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de polaco
Kategoriija:Geavaheaddji ro-1	Categoría:Wikipedia:Wikipedistas con nivel básico de rumano
Kategoriija:Geavaheaddji sg-1	Categoría:Wikipedia:Wikipedistas con nivel básico de sango
Kategoriija:Geavaheaddji ar-1	Categoría:Wikipedia:Wikipedistas con nivel básico de árabe
Kategoriija:Geavaheaddji it-4	Categoría:Wikipedia:Wikipedistas con nivel experto de italiano
Kategoriija:Geavaheaddji be-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de bielorruso
Kategoriija:Geavaheaddji ce-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de checheno
Kategoriija:Geavaheaddji da-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de danés
Kategoriija:Geavaheaddji sk-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de eslovaco
Kategoriija:Geavaheaddji et-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de estonio
Kategoriija:Geavaheaddji fr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de francés
Kategoriija:Geavaheaddji hu-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de húngaro
Kategoriija:Geavaheaddji ia-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de interlingua
Kategoriija:Geavaheaddji it-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de italiano
Kategoriija:Geavaheaddji kk-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de kazajo
Kategoriija:Geavaheaddji la-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de latín
Kategoriija:Geavaheaddji nl-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de neerlandés
Kategoriija:Geavaheaddji sv-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de sueco
Kategoriija:Geavaheaddji cs-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de checo
Kategoriija:Geavaheaddji fr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de francés
Kategoriija:Geavaheaddji is-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de islandés
Kategoriija:Geavaheaddji it-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de italiano
Kategoriija:Geavaheaddji nl-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de neerlandés
Kategoriija:Geavaheaddji no-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de noruego
Kategoriija:Geavaheaddji nn-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de nynorsk noruego
Kategoriija:Geavaheaddji ru-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ruso
Kategoriija:Suohttasat	Categoría:Entretenimiento
Kategoriija:Riegádeamit 2007	Categoría:Nacidos en 2007
Kategoriija:Riegádeamit 2010	Categoría:Nacidos en 2010
Kategoriija:Geavaheaddji af	Categoría:Wikipedia:Wikipedistas con conocimientos de afrikaans
Kategoriija:Geavaheaddji af-1	Categoría:Wikipedia:Wikipedistas con nivel básico de afrikáans
Kategoriija:Geavaheaddji als	Categoría:Wikipedia:Wikipedistas con conocimientos de Alemannisch
Kategoriija:Geavaheaddji als-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Alemannisch
Kategoriija:Geavaheaddji ar	Categoría:Wikipedia:Wikipedistas con conocimientos de árabe
Kategoriija:Geavaheaddji cs	Categoría:Wikipedia:Wikipedistas con conocimientos de checo
Kategoriija:Historihkkárat	Categoría:Historiadores
Kategoriija:Geavaheaddji da	Categoría:Wikipedia:Wikipedistas con conocimientos de danés
Kategoriija:Jaskesáhpi	Categoría:Océano Pacífico
Kategoriija:Geavaheaddji de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
Kategoriija:Geavaheaddji de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
Kategoriija:Geavaheaddji de-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de alemán
Kategoriija:Geavaheaddji de-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de alemán
Kategoriija:Geavaheaddji el	Categoría:Wikipedia:Wikipedistas con conocimientos de griego antiguo
Kategoriija:Geavaheaddji en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
Kategoriija:Geavaheaddji en-5	Categoría:Wikipedia:Wikipedistas con nivel profesional de inglés
Kategoriija:Geavaheaddji en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
Kategoriija:Geavaheaddji eo-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esperanto
Kategoriija:Geavaheaddji es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
Kategoriija:Geavaheaddji es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
Kategoriija:Geavaheaddji es-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de español
Kategoriija:Geavaheaddji es-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de español
Kategoriija:Geavaheaddji es-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de español
Kategoriija:Geavaheaddji gsw	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán suizo
Kategoriija:Geavaheaddji hu	Categoría:Wikipedia:Wikipedistas con conocimientos de húngaro
Kategoriija:Iranalaččat	Categoría:Iraníes
Kategoriija:Jápmimat 1600	Categoría:Fallecidos en 1600
Kategoriija:Jápmimat 1904	Categoría:Fallecidos en 1904
Málle:G-lv	Plantilla:Lang-lv
Kategoriija:Čuoigan-MM 2013	Categoría:Campeonato Mundial de Esquí Nórdico de 2013
Kategoriija:Geavaheaddji pl-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de polaco
Kategoriija:Geavaheaddji pt-1	Categoría:Wikipedia:Wikipedistas con nivel básico de portugués
Kategoriija:Davviamerihkálaččat	Categoría:Norteamericanos
Kategoriija:Riegádeamit 1793	Categoría:Nacidos en 1793
Kategoriija:Jápmimat 1852	Categoría:Fallecidos en 1852
Kategoriija:Jápmimat 1880	Categoría:Fallecidos en 1880
Kategoriija:1812	Categoría:1812
Kategoriija:1793	Categoría:1793
Kategoriija:Geometriija	Categoría:Geometría
Kategoriija:Jápmimat 1942	Categoría:Fallecidos en 1942
Kategoriija:Durkka eanangottit	Categoría:Provincias de Turquía
Kategoriija:Dáiddárat	Categoría:Artistas
Kategoriija:Geavaheaddji it	Categoría:Wikipedia:Wikipedistas con conocimientos de italiano
Kategoriija:Geavaheaddji it-1	Categoría:Wikipedia:Wikipedistas con nivel básico de italiano
Kategoriija:Geavaheaddji ja-1	Categoría:Wikipedia:Wikipedistas con nivel básico de japonés
Kategoriija:Ruoŧa prinsat	Categoría:Príncipes de Suecia
Kategoriija:Geavaheaddji kk	Categoría:Wikipedia:Wikipedistas con conocimientos de kazajo
Kategoriija:Geavaheaddji ko	Categoría:Wikipedia:Wikipedistas con conocimientos de coreano
Kategoriija:Amerihká ovttastuvvan stáhtaid oassestáhtat	Categoría:Estados de Estados Unidos
Kategoriija:Helsset	Categoría:Helsinki
Kategoriija:Chilelaš politihkkárat	Categoría:Políticos de Chile
Kategoriija:1505	Categoría:1505
Kategoriija:Geavaheaddji la-1	Categoría:Wikipedia:Wikipedistas con nivel básico de latín
Kategoriija:Slovenia presideantat	Categoría:Presidentes de Eslovenia
Kategoriija:Austrália eatnandiehtu	Categoría:Geografía de Australia
Málle:Valuhta	Plantilla:Ficha de moneda
Kategoriija:1556	Categoría:1556
Kategoriija:1585	Categoría:1585
Kategoriija:1596	Categoría:1596
Kategoriija:1521	Categoría:1521
Kategoriija:Greikka gávpogat	Categoría:Localidades de Grecia
Kategoriija:1564	Categoría:1564
Kategoriija:1553	Categoría:1553
Kategoriija:1576	Categoría:1576
Kategoriija:1592	Categoría:1592
Kategoriija:1536	Categoría:1536
Kategoriija:1560	Categoría:1560
Kategoriija:Tonagielat	Categoría:Lenguas tonales
Kategoriija:Sosiálfilosofiija	Categoría:Filosofía social
Kategoriija:Jápmimat 1922	Categoría:Fallecidos en 1922
Kategoriija:Skábmamánnu	Categoría:Noviembre
Kategoriija:Jápmimat 1777	Categoría:Fallecidos en 1777
Kategoriija:Jápmimat 1793	Categoría:Fallecidos en 1793
Kategoriija:Jápmimat 1794	Categoría:Fallecidos en 1794
Kategoriija:Jápmimat 1703	Categoría:Fallecidos en 1703
Kategoriija:Jápmimat 1822	Categoría:Fallecidos en 1822
Kategoriija:1549	Categoría:1549
Kategoriija:1718	Categoría:1718
Kategoriija:Jápmimat 1931	Categoría:Fallecidos en 1931
Kategoriija:Jápmimat 1827	Categoría:Fallecidos en 1827
Kategoriija:Geavaheaddji ru-1	Categoría:Wikipedia:Wikipedistas con nivel básico de ruso
Kategoriija:Polskalaš dáiddárat	Categoría:Artistas de Polonia
Kategoriija:Jápmimat 1798	Categoría:Fallecidos en 1798
Kategoriija:Jápmimat 1829	Categoría:Fallecidos en 1829
Kategoriija:Jápmimat 1826	Categoría:Fallecidos en 1826
Kategoriija:Jápmimat 1799	Categoría:Fallecidos en 1799
Kategoriija:Jápmimat 1778	Categoría:Fallecidos en 1778
Kategoriija:Ruohtasšattut	Categoría:Raíces y tubérculos comestibles
Kategoriija:1687	Categoría:1687
Kategoriija:1614	Categoría:1614
Kategoriija:1612	Categoría:1612
Kategoriija:1653	Categoría:1653
Kategoriija:1672	Categoría:1672
Kategoriija:1673	Categoría:1673
Kategoriija:Jápmimat 1612	Categoría:Fallecidos en 1612
Kategoriija:Jápmimat 1680	Categoría:Fallecidos en 1680
Kategoriija:Jápmimat 1691	Categoría:Fallecidos en 1691
Kategoriija:1691	Categoría:1691
Kategoriija:Jápmimat 1655	Categoría:Fallecidos en 1655
Kategoriija:Jápmimat 1659	Categoría:Fallecidos en 1659
Kategoriija:Jápmimat 1616	Categoría:Fallecidos en 1616
Kategoriija:Jápmimat 1614	Categoría:Fallecidos en 1614
Kategoriija:Jápmimat 1661	Categoría:Fallecidos en 1661
Kategoriija:Jápmimat 1686	Categoría:Fallecidos en 1686
Kategoriija:1661	Categoría:1661
Kategoriija:Jápmimat 1653	Categoría:Fallecidos en 1653
Kategoriija:1655	Categoría:1655
Kategoriija:1680	Categoría:1680
Kategoriija:1684	Categoría:1684
Kategoriija:Diktačállit	Categoría:Poetas
Kategoriija:Njukčamánnu	Categoría:Marzo
Kategoriija:Polskalaččat	Categoría:Polacos
Kategoriija:Čakčamánnu	Categoría:Septiembre
Kategoriija:Ovttastuvvan Našuvnnaid váldočállit	Categoría:Secretaría general de Naciones Unidas
Kategoriija:Golggotmánnu	Categoría:Octubre
Kategoriija:Jápmimat 1994	Categoría:Fallecidos en 1994
Kategoriija:Riegádeamit 1906	Categoría:Nacidos en 1906
Kategoriija:Geografiija guovlluid mielde	Categoría:Geografía por país
Kategoriija:Slovakia gávpogat	Categoría:Ciudades y pueblos en Eslovaquia
Kategoriija:Mearat	Categoría:Mares
Kategoriija:Kiinná eatnandiehtu	Categoría:Geografía de China
Málle:Greikkalaš alfabehta	Plantilla:Letras griegas
Kategoriija:Juovlamánnu	Categoría:Diciembre
Kategoriija:Borgemánnu	Categoría:Agosto
Kategoriija:Miessemánnu	Categoría:Mayo
Kategoriija:Suoma gávpogat	Categoría:Localidades de Finlandia
Kategoriija:Eartašattut	Categoría:Fabaceae
Kategoriija:Mikronesia	Categoría:Estados Federados de Micronesia
Kategoriija:Syndromat	Categoría:Síndromes
Kategoriija:Luossaguolit	Categoría:Salmonidae
Kategoriija:Cuoŋománnu	Categoría:Abril
Kategoriija:Astu	Categoría:Ocio
Málle:IPA2	Plantilla:AFI2
Kategoriija:Jápmimat 2009	Categoría:Fallecidos en 2009
Kategoriija:Gielddat	Categoría:Municipios
Kategoriija:Eanamuorjjit	Categoría:Fragaria
Málle:G-it	Plantilla:Lang-it
Kategoriija:Englánddalaš girječállit	Categoría:Escritores de Inglaterra
Málle:Dutkan	Plantilla:Fuente primaria
Kategoriija:Industriija	Categoría:Industria
Kategoriija:Čáhci	Categoría:Agua
Málle:G-ne	Plantilla:Lang-ne
Kategoriija:Jápmimat 1679	Categoría:Fallecidos en 1679
Kategoriija:Jápmimat 1768	Categoría:Fallecidos en 1768
Kategoriija:Jápmimat 1682	Categoría:Fallecidos en 1682
Kategoriija:Riegádeamit 1604	Categoría:Nacidos en 1604
Kategoriija:1604	Categoría:1604
Kategoriija:Englánddalaš musihkkárat	Categoría:Músicos de Inglaterra
Kategoriija:Girkut	Categoría:Iglesias
Kategoriija:Jugus	Categoría:Bebidas
Kategoriija:Jápmimat 1652	Categoría:Fallecidos en 1652
Kategoriija:Jápmimat 1657	Categoría:Fallecidos en 1657
Kategoriija:Jápmimat 2005	Categoría:Fallecidos en 2005
Kategoriija:Riegádeamit 1983	Categoría:Nacidos en 1983
Kategoriija:Riegádeamit 1617	Categoría:Nacidos en 1617
Kategoriija:Šveicca kantonat	Categoría:Cantones de Suiza
Kategoriija:Jápmimat 1991	Categoría:Fallecidos en 1991
Kategoriija:Jápmimat 1992	Categoría:Fallecidos en 1992
Kategoriija:Riegádeamit 1992	Categoría:Nacidos en 1992
Kategoriija:Jápmimat 1907	Categoría:Fallecidos en 1907
Kategoriija:Riegádeamit 1970	Categoría:Nacidos en 1970
Kategoriija:Jápmimat 1980	Categoría:Fallecidos en 1980
Kategoriija:Jápmimat 2008	Categoría:Fallecidos en 2008
Kategoriija:Jápmimat 1986	Categoría:Fallecidos en 1986
Kategoriija:Jápmimat 1966	Categoría:Fallecidos en 1966
Kategoriija:Jápmimat 1946	Categoría:Fallecidos en 1946
Kategoriija:Jápmimat 1938	Categoría:Fallecidos en 1938
Kategoriija:Riegádeamit 1984	Categoría:Nacidos en 1984
Kategoriija:Jápmimat 1962	Categoría:Fallecidos en 1962
Kategoriija:Jápmimat 1959	Categoría:Fallecidos en 1959
Kategoriija:Jápmimat 1943	Categoría:Fallecidos en 1943
Kategoriija:Riegádeamit 1990	Categoría:Nacidos en 1990
Kategoriija:Jápmimat 1934	Categoría:Fallecidos en 1934
Kategoriija:Jápmimat 1949	Categoría:Fallecidos en 1949
Kategoriija:Riegádeamit 1974	Categoría:Nacidos en 1974
Kategoriija:Jápmimat 1947	Categoría:Fallecidos en 1947
Kategoriija:Jápmimat 1911	Categoría:Fallecidos en 1911
Kategoriija:Jápmimat 1903	Categoría:Fallecidos en 1903
Kategoriija:Jápmimat 2007	Categoría:Fallecidos en 2007
Kategoriija:Riegádeamit 1965	Categoría:Nacidos en 1965
Kategoriija:Riegádeamit 1940	Categoría:Nacidos en 1940
Kategoriija:Riegádeamit 1898	Categoría:Nacidos en 1898
Kategoriija:Riegádeamit 1863	Categoría:Nacidos en 1863
Kategoriija:Riegádeamit 1867	Categoría:Nacidos en 1867
Kategoriija:Riegádeamit 1871	Categoría:Nacidos en 1871
Kategoriija:Riegádeamit 1862	Categoría:Nacidos en 1862
Kategoriija:Riegádeamit 1977	Categoría:Nacidos en 1977
Kategoriija:1845	Categoría:1845
Kategoriija:Riegádeamit 1899	Categoría:Nacidos en 1899
Kategoriija:1844	Categoría:1844
Kategoriija:Riegádeamit 1931	Categoría:Nacidos en 1931
Kategoriija:Riegádeamit 1915	Categoría:Nacidos en 1915
Kategoriija:Riegádeamit 1929	Categoría:Nacidos en 1929
Kategoriija:Nellehat	Categoría:Dianthus
Kategoriija:Sieđggat	Categoría:Salix
Kategoriija:Sieđgašattut	Categoría:Salicaceae
Kategoriija:Riegádeamit 1954	Categoría:Nacidos en 1954
Kategoriija:Bálkkašumit	Categoría:Premios
Kategoriija:Servodatdiehtagat	Categoría:Ciencias sociales
Kategoriija:Vilges-Ruošša	Categoría:Bielorrusia
Kategoriija:Riegádeamit 1960	Categoría:Nacidos en 1960
Kategoriija:Norgga skuvlejupmi	Categoría:Educación en Noruega
Kategoriija:Norgga gielat	Categoría:Lenguas de Noruega
Kategoriija:Jápmimat 1830	Categoría:Fallecidos en 1830
Kategoriija:Jápmimat 1993	Categoría:Fallecidos en 1993
Kategoriija:Afrihká riikkat	Categoría:Países de África
Kategoriija:Jápmimat 1998	Categoría:Fallecidos en 1998
Kategoriija:Riegádeamit 1951	Categoría:Nacidos en 1951
Málle:Zh	Plantilla:Zh icon
Kategoriija:Jápmimat 1881	Categoría:Fallecidos en 1881
Kategoriija:Jápmimat 1882	Categoría:Fallecidos en 1882
Kategoriija:Jápmimat 1883	Categoría:Fallecidos en 1883
Kategoriija:1503	Categoría:1503
Kategoriija:1529	Categoría:1529
Kategoriija:Riegádeamit 1400	Categoría:Nacidos en 1400
Kategoriija:1528	Categoría:1528
Kategoriija:1523	Categoría:1523
Kategoriija:1516	Categoría:1516
Kategoriija:1530	Categoría:1530
Kategoriija:1522	Categoría:1522
Kategoriija:1525	Categoría:1525
Kategoriija:1531	Categoría:1531
Kategoriija:1527	Categoría:1527
Kategoriija:1513	Categoría:1513
Kategoriija:1508	Categoría:1508
Kategoriija:1504	Categoría:1504
Kategoriija:1509	Categoría:1509
Kategoriija:1506	Categoría:1506
Kategoriija:1519	Categoría:1519
Kategoriija:Riegádeamit 1430	Categoría:Nacidos en 1430
Kategoriija:1510	Categoría:1510
Kategoriija:1512	Categoría:1512
Kategoriija:1524	Categoría:1524
Kategoriija:Riegádeamit 1452	Categoría:Nacidos en 1452
Kategoriija:Sitrusšaddosat	Categoría:Citrus
Kategoriija:Riegádeamit 1471	Categoría:Nacidos en 1471
Kategoriija:Jápmimat 1479	Categoría:Fallecidos en 1479
Kategoriija:Geavaheaddji ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
Kategoriija:Geavaheaddji ru-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de ruso
