非洲	África
啓	Qǐ
論證	Argumento
拱廊	Arcada
履歷	Currículum vítae
豹斑海豹	Hydrurga leptonyx
前19世紀	Siglo XIX a. C.
𪙛𠸉	Tartamudez
相圖	Diagrama de fase
前17世紀	Siglo XVII a. C.
餬	Gacha
耳筒	Auriculares
卡累利阿－芬蘭蘇維埃社會主義共和國	República Socialista Soviética Carelo-Finesa
反胃	Náusea
加時	Prórroga (deporte)
大衛卡列甸	David Carradine
新聞紙	Papel prensa
襟裳町	Erimo
史岱哲哥夫	Hristo Stoichkov
洛陽	Luoyang
燒杯	Vaso de precipitados
達摩	Bodhidharma
洪加達	Hurgada
中華人民共和國國徽	Emblema nacional de la República Popular China
尿片	Pañal
風癩	Urticaria
生態旅遊	Turismo ecológico
吧	Bar
史德拉海牛	Hydrodamalis gigas
豐臣秀吉	Toyotomi Hideyoshi
神秘園	Secret Garden
假名 (日文)	Kana
氧化劑	Oxidante
RuneScape	RuneScape
Citizendium	Citizendium
牧童笛	Flauta dulce
期權	Opción financiera
可汗	Gran Kan
甴曱屎	Peca
賽馬	Turf (hípica)
貨櫃	Contenedor
藏族	Etnia tibetana
酪氨酸	Tirosina
竹節蟲目	Phasmatodea
石塘	Cantera
盒	Caja
珊翠絲	Arantxa Sánchez Vicario
檳城	Penang
濱崎步	Ayumi Hamasaki
白鱀豚	Lipotes vexillifer
肥佬 (原子彈)	Fat Man
阿貝爾獎	Premio Abel
孖寶賽車系列	Mario Kart
瑪麗·羅便臣夫人	Mary Robinson
Cancer	Cáncer (desambiguación)
1400年代	Años 1400
嘌呤	Purina
布力般	Blackburn
H&M	H&M
蚊型國家	Micronación
140年代	Años 140
前140年代	Años 140 a. C.
柏文	Apartamento
米高揚－古利域治設計局	Mikoyán
1410年代	Años 1410
希比	Aliaksandr Hleb
迪達	Dida
西番雅書	Libro de Sofonías
波希米亞人 (歌劇)	La bohème
堅尼	Roy Keane
Si	Si
Game Boy Advance	Game Boy Advance
莎樂美腸	Salami
拉巴尼	Burhanuddin Rabbani
火爐	Hogar (fuego)
簽名	Firma
復活	Resurrección
打韆鞦	Columpio
茂伊島	Maui
泰國國際航空	Thai Airways
大日本帝國	Imperio del Japón
連字	Ligadura (tipografía)
私隱	Privacidad
迪科爾	Jermain Defoe
雞油菇	Cantharellus cibarius
變形俠醫	Hulk
超級英雄	Superhéroe
維珍尼亞理工大學校園槍擊案	Masacre de Virginia Tech
北九州市	Kitakyūshū (Fukuoka)
藤球	Sepak takraw
匈奴	Xiongnu
義工	Voluntariado
先賢祠	Panteón de París
結腸癌	Cáncer colorrectal
教師節	Día del maestro
狐狸與獵狗2	The Fox and the Hound 2
孟子	Mencio
禮貌	Etiqueta (código)
Murphy's law	Ley de Murphy
1430年代	Años 1430
吉打	Kedah
長毛犀	Coelodonta antiquitatis
霹靂州	Perak
橋牌	Bridge (juego)
B. B. King	B. B. King
埃里伯斯火山	Monte Erebus
奧斯頓·湛巴麗誤	Austen Chamberlain
桑治	Alex Song
細胞遷移	Migración celular
Cairns	Cairns
格仔自動機	Autómata celular
奈良時代	Período Nara
人身攻擊謬誤	Argumento ad hominem
紐卡素 (搞清楚)	Newcastle (desambiguación)
大海雀	Pinguinus impennis
麥卡錫	Joseph McCarthy
室樂	Música de cámara
艾賽尼人	Esenios
飲筒	Pajilla
蘇加	Davor Šuker
大牙	Diente molar
奮銳黨人	Zelote
軍官	Oficial (fuerzas armadas)
頸鏈	Collar
杜鵑花	Rhododendron
波姬小絲	Brooke Shields
彩券	Lotería
多媒體短訊	Servicio de mensajería multimedia
前18世紀	Siglo XVIII a. C.
角蛋白	Queratina
珍妮花羅倫絲	Jennifer Lawrence
圓耳象	Loxodonta cyclotis
增城	Zengcheng
佩爾特	Arvo Pärt
貸款	Empréstito
礦物質	Oligoelemento
范德華力	Fuerzas de Van der Waals
桂林	Guilin
登嘉樓	Terengganu
雪蘭莪州	Selangor
大衛·高帕菲 (小說)	David Copperfield (novela)
海口	Haikou
懷斯	John Arne Riise
最終幻想系列	Final Fantasy
1460年代	Años 1460
愛麗斯夢遊仙境 (1951年電影)	Alicia en el país de las maravillas (película de 1951)
扯線公仔	Títeres
水雷	Mina marina
紀理歷	Nick Clegg
飛滋	Afta
色層	Cromosfera
𡃁	Juventud
湯士威路	Townsville
科索沃戰爭	Guerra de Kosovo
祖曲卡	Joe Cocker
惡作劇	Bulo
港區 (東京都)	Minato (Tokio)
鮑魚	Haliotis
艾佛遜	Allen Iverson
格雷 (單位)	Gray (unidad)
啤令	Rodamiento
1470年代	Años 1470
SR-71	Lockheed SR-71
下龍灣	Bahía de Ha-Long
小魚仙	La sirenita (película de 1989)
海拔	Altitud
鹼粉	Carbonato de sodio
歐洲東部時間	Hora de Europa Oriental
馬耳他騎士團	Orden de Malta
電離	Ionización
中央極限定理	Teorema del límite central
道	Tao
稀土	Tierras raras
滙豐控股	HSBC
Ruby on Rails	Ruby on Rails
1480年代	Años 1480
催淚彈	Gas lacrimógeno
梅花鹿	Cervus nippon
辛亥革命	Revolución de Xinhai
白鶴	Grus leucogeranus
特徵向量	Vector propio y valor propio
礬	Alumbre
Bourbaki	Nicolas Bourbaki
芝士火鍋	Fondue
世界新聞報	News of the World (periódico)
歌詩達協和號	Costa Concordia
世界文維基百科	Wikipedia en esperanto
狙擊步槍	Fusil de francotirador
Γ函數	Función gamma
私家車	Sedán
前550年代	Años 550 a. C.
計算尺	Regla de cálculo
滅火筒	Extintor
美國隊長	Capitán América
PC	PC
吸血蝠屬	Desmodontinae
1490年代	Años 1490
魚生	Sashimi
古爾頓	Gustavo Kuerten
沖涼房	Cuarto de baño
高錳酸鉀	Permanganato de potasio
切爾諾梅爾金	Víktor Chernomyrdin
草本植物	Hierba
冰河世紀2	Ice Age: The Meltdown
亞洲四小龍	Cuatro tigres asiáticos
米高莊遜 (美國人)	Michael Johnson (atleta)
船塢	Astillero naval
Maximiliano Rodríguez	Maximiliano Rodríguez
星架坡元	Dólar de Singapur
輪盤	Ruleta
熱力學第零定律	Principio cero de la termodinámica
頸巾	Bufanda
砵酒	Oporto (vino)
史密夫決戰史密妻	Sr. y Sra. Smith
菲臘皮六世	Felipe VI de España
里斯本地震	Terremoto de Lisboa de 1755
法羅克朗	Corona feroesa
大元帥	Generalísimo
老人家	Tercera edad
類韻	Rima asonante
公噸	Tonelada
中村俊輔	Shunsuke Nakamura
巴夫斯	Fabien Barthez
捷克文維基百科	Wikipedia en checo
第一次鴉片戰爭	Primera Guerra del Opio
華縣地震	Terremoto de Shaanxi de 1556
聲調	Lengua tonal
彭亨	Pahang
絕食	Huelga de hambre
鐘樓駝俠	Nuestra Señora de París
金屬鍵	Enlace metálico
象棋	Ajedrez chino
米爾格倫電擊實驗	Experimento de Milgram
費拿	David Ferrer
路易威登	Louis Vuitton
必勝客	Pizza Hut
馬士弼城	Masbate
帕洛瑪天文台	Observatorio Palomar
工商管理碩士	Maestría en Administración de Negocios
前25世紀	Siglo XXV a. C.
奧米加三	Ácido graso omega 3
紅色高棉	Jemeres rojos
史杜素	Samantha Stosur
豬肉	Carne de cerdo
挪威文維基百科	Wikipedia en noruego
誹謗	Difamación
大讚辭	Al·lahu-àkbar
葡萄糖逆生	Gluconeogénesis
花樽	Jarrón
輪椅	Silla de ruedas
新元古代	Neoproterozoico
第1周期元素	Elementos del periodo 1
東方快車	Expreso de Oriente
Sīc	Sic
遊戲王	Yu-Gi-Oh!
150年代	Años 150
Stairway to Heaven	Stairway to Heaven
前150年代	Años 150 a. C.
長鼻猴	Nasalis larvatus
分解反應	Descomposición química
尹潽善	Yun Bo-seon
南京大屠殺	Masacre de Nankín
知識管理	Gestión del conocimiento
古絲妮蘇娃	Svetlana Kuznetsova
伊頓公學	Colegio Eton
越盾	Đồng vietnamita
愛蔑阿干	Oimiakón
尹致昊	Yun Chi-ho
光伏	Energía solar fotovoltaica
未來戰士3：殲滅者TX	Terminator 3: la rebelión de las máquinas
查戈斯群島	Archipiélago de Chagos
霞	Neblina
荳漿	Leche de soja
喀秋莎火箭炮	Katiusha
亞洲金貓	Catopuma temminckii
桂多達賴左	Guido de Arezzo
1520年代	Años 1520
貴陽	Guiyang
乳齒象	Mammut
皮米	Picómetro
通訊社	Agencia de información
無名指	Dedo anular
我諗嘢，所以我喺度	Cogito ergo sum
我有個夢	Yo tengo un sueño
墨水筆	Pluma estilográfica
手巾	Pañuelo
高卡車	Karting
明信片	Tarjeta postal
2010年世界博覽會	Exposición Universal de Shanghái de 2010
穴獅	Panthera leo spelaea
1530年代	Años 1530
吳廷琰	Ngô Đình Diệm
夢工廠	DreamWorks
斯洛伐克文維基百科	Wikipedia en eslovaco
肌紅蛋白	Mioglobina
桑加	Jo-Wilfried Tsonga
印度支那虎	Panthera tigris corbetti
胡禮菲臘斯	Shaun Wright-Phillips
冬甩	Dónut
希比亞	Sami Hyypiä
MSN	MSN
奸賊	Diagrama de Gantt
街機	Arcade
伊保爾	Emmanuel Eboué
諾基亞	Nokia (ciudad)
麪	Fideo
整體主義	Holismo
海鮮	Marisco
托斯卡	Tosca (ópera)
拿殊	Steve Nash
Ca	CA
戈特哈爾德基底隧道	Túnel de base de San Gotardo
蘇凱設計局	Sukhoi
絲襪	Medias
亞洲冠軍盃	Liga de Campeones de la AFC
傷	Traumatismo
元素符號表	Anexo:Elementos químicos por símbolo
柏加	Tony Parker
銼	Lima (herramienta)
俄羅斯軍事	Fuerzas Armadas de Rusia
而家	Presente (tiempo)
尾龍骨	Coxis
睏覺衫	Pijama
跳降落傘	Paracaidismo
扇	Abanico
自行	Movimiento propio
綿羊仔	Scooter (motocicleta)
1550年代	Años 1550
靈	Ser espiritual
平安時代	Período Heian
天曚光	Orto
手塚治虫	Osamu Tezuka
PS	PS
普世聖公宗	Comunión anglicana
HAARP	High Frequency Active Auroral Research Program
美國短吻鱷	Alligator mississippiensis
基里地馬地島	Kiritimati
啄羊鸚鵡	Nestor notabilis
火咀	Bujía
莫亞	Carlos Moyá
寒帶氣候	Clima polar
鵝蛋形	Óvalo
拿破崙 (搞清楚)	Napoleón (desambiguación)
雜環化合物	Compuesto heterocíclico
擁躉	Fan
超對稱	Supersimetría
龍眼	Dimocarpus longan
客貨車	Furgoneta
樹幹	Tronco (botánica)
A Night at the Opera	A Night at the Opera
1560年代	Años 1560
紅蔥頭	Allium ascalonicum
恐怖統治	El Terror
水楊酸	Ácido salicílico
中場	Centrocampista
格林斯潘	Alan Greenspan
澀谷區	Shibuya (Tokio)
東尼史葛	Tony Scott
1570年代	Años 1570
復活節起義	Alzamiento de Pascua
前1570年代	Años 1570 a. C.
煙燻	Ahumado
古元古代	Paleoproterozoico
偈油	Aceite de motor
太陽光	Luz solar
電子殼	Capa electrónica
筆刨	Sacapuntas
吊牀	Hamaca
睏覺房	Dormitorio
窒息	Asfixia
觀音	Avalokiteshvara
畫筆	Pincel
伽利略導航系統	Sistema de navegación Galileo
梭魚	Sphyraena
地核	Núcleo de la Tierra
假音	Falsete
電抗	Reactancia
編輯	Edición (proceso)
解析	Analizador sintáctico
寬頻	Banda ancha
主題樂園	Parque de atracciones
鳴禽	Passeri
大紅斑	Gran Mancha Roja
備份	Copia de seguridad
班達拉納克夫人	Sirimavo Bandaranaike
極力子	Embrague
乾冰	Hielo seco
皺鰓鯊	Chlamydoselachus anguineus
新曼谷國際機場	Aeropuerto Internacional Suvarnabhumi
雜技	Malabarismo
揚子鱷	Alligator sinensis
人工	Salario
邵陽	Shaoyang
屏東縣	Condado de Pingtung
前160年代	Años 160 a. C.
骷髏會	Skull & Bones
蒲苔	Po Toi
南佛堂	Tung Lung Chau
1620年代	Años 1620
囤積病	Síndrome de acaparador compulsivo
Boy	Boy
前1170年代	Años 1170 a. C.
阿加萊加群島	Islas Agalega
溫哥華白浪足球會	Vancouver Whitecaps
虎甲蟲	Cicindelinae
1630年代	Años 1630
杞子	Lycium barbarum
四人幫	Banda de los Cuatro
單式反光相機	Cámara réflex
1640年代	Años 1640
1650年代	Años 1650
顯微鏡	Microscopio
1660年代	Años 1660
加拿大最高法院	Corte Suprema de Canadá
1670年代	Años 1670
𩩍骨	Costilla
雙城子	Ussuriisk
1690年代	Años 1690
翟志剛	Zhai Zhigang
張愛玲	Eileen Chang
張德江	Zhang Dejiang
張高麗	Zhang Gaoli
張飛	Zhang Fei
張衡	Zhang Heng
張遼	Zhang Liao
張怡寧	Zhang Yining
張作霖	Zhang Zuolin
張家界	Zhangjiajie
張掖	Zhangye
趙 (周)	Estado Zhao
昭通	Zhaotong
中國共產黨中央政治局常務委員會	Comité Permanente del Buró Político del Comité Central del Partido Comunista de China
鄭 (周)	Estado Zheng
鄭成功	Koxinga
鄭賽賽	Zheng Saisai
鄭潔	Zheng Jie
鄭智	Zheng Zhi
DC	DC
中國尊	Zhongguo Zun
中沙	Islas Zhongsha
中衛市	Zhongwei
月餅	Pastel de luna
聯合車站 (洛杉磯)	Union Station (Los Ángeles)
周衛慧	Zhou Wei Hui
周永康 (中國)	Zhou Yongkang
周瑜	Zhou Yu
周口	Zhoukou
前170年代	Años 170 a. C.
朱小丹	Zhu Xiaodan
1710年代	Años 1710
諸葛亮	Zhuge Liang
珠海國際賽車場	Circuito Internacional de Zhuhai
駐馬店	Zhumadian
株洲	Zhuzhou
淄博	Zibo
慶良間群島	Islas Kerama
之字 (形)	Zigzag
1720年代	Años 1720
底衫	Ropa interior
熱帶雨林	Selva tropical
南沙 (廣州)	Nansha
阿拉貢王國	Reino de Aragón
綠海龜	Chelonia mydas
阿富汗尼	Afgani afgano
1760年代	Años 1760
痕	Picor (prurito)
比利時國徽	Escudo de Bélgica
壯學	Estudios zhuang
維他命C	Vitamina C
未俾國際普遍承認嘅國家一覽	Estado con reconocimiento limitado
加泰羅尼亞文維基百科	Wikipedia en catalán
烏克蘭文維基百科	Wikipedia en ucraniano
阿拉伯文維基百科	Wikipedia en árabe
飛鉈	Honda (arma)
匹排	Popeye
打金麻	Tacoma (Washington)
慢性阻塞性肺病	Enfermedad pulmonar obstructiva crónica
小泰山	El libro de la selva (película de 1967)
羅馬尼亞文維基百科	Wikipedia en rumano
1790年代	Años 1790
希伯來文維基百科	Wikipedia en hebreo
日里諾夫斯基	Vladímir Zhirinovski
松山	Matsuyama
老撾基普	Kip laosiano
愛沙尼亞文維基百科	Wikipedia en estonio
中國人民解放軍	Ejército Popular de Liberación
期望值	Esperanza matemática
越南文維基百科	Wikipedia en vietnamita
簡單英文維基百科	Wikipedia en inglés simple
神武天皇	Emperador Jinmu
波子	Canica
負數	Número negativo
中醫	Medicina china tradicional
納瓦拉王國	Reino de Navarra
巴斯人	Parsi
手柄	Mango (instrumento)
民主黨 (日本)	Partido Democrático (Japón)
分米	Decímetro
世界史	Historia universal
鴛鴦 (雀)	Aix galericulata
塞爾維亞文維基百科	Wikipedia en serbio
自由貿易	Librecambismo
越南國徽	Emblema nacional de Vietnam
前180年代	Años 180 a. C.
180年代	Años 180
派對	Fiesta
前24世紀	Siglo XXIV a. C.
畢昇	Bi Sheng
旭川市	Asahikawa
書局	Librería
中華人民共和國憲法	Constitución de la República Popular China
篋	Maleta
華南虎	Panthera tigris amoyensis
世嘉Saturn	Sega Saturn
快富	Fife
沙夫幼特節	Shavuot
耶穌變面	Transfiguración de Jesús
提格蘭二世	Tigranes II el Grande
聰明笨伯	Los Picapiedra
松節水	Trementina
哈馬黑拉島	Halmahera
文藝復興音樂	Música del Renacimiento
次經	Deuterocanónicos
艾碧姬比絲蓮	Abigail Breslin
珠江	Río de las Perlas
愛德華威滕	Edward Witten
希利威廉絲	Hayley Williams
紫菜	Nori
偽君子	Hipocresía
片種	Género cinematográfico
鈪	Pulsera
夏菲米克的時代	Milk (película)
真臘	Imperio jemer
三皇五帝	Tres augustos y cinco emperadores
查維·馬天尼斯	Javi Martínez
伯南克	Ben Bernanke
不丹魯姆	Ngultrum butanés
雙唇鼻音	Nasal bilabial
白翅棲鴨	Asarcornis scutulata
狙擊手	Francotirador
本田圭佑	Keisuke Honda
崔琦	Daniel Chee Tsui
愛爾蘭各省	Provincias de Irlanda
洗腎	Diálisis
史超活·丹寧	Stewart Downing
前23世紀	Siglo XXIII a. C.
BA	Ba
米德拉什	Midrash
前22世紀	Siglo XXII a. C.
神勇敢死隊	The Rescuers Down Under
創傷後心理壓力緊張症候群	Trastorno por estrés postraumático
高積雲	Altocúmulus
立陶宛文維基百科	Wikipedia en lituano
唐人街	Barrio chino
英聯邦王國	Monarquía en la Mancomunidad de Naciones
琦溫斯莉	Kate Winslet
心臟驟停	Parada cardiorrespiratoria
水晶宮	The Crystal Palace
婆羅摩笈多	Brahmagupta
京士頓 (加拿大安大略省)	Kingston (Ontario)
咆哮山莊	Cumbres Borrascosas (novela)
關係 (數學)	Relación matemática
德伏札克鍵盤	Teclado Dvorak
商務中心	Centro de negocios
丁字褲	Tanga
軛	Yugo
晏覺	Siesta
姆茨赫塔-姆季阿涅季州	Mtsjeta-Mtianeti
富國機場	Aeropuerto de Phú Quốc
紅茶	Té negro
墓碑	Lápida
克羅地亞文維基百科	Wikipedia en croata
玳瑁	Eretmochelys imbricata
阿拉加茨山	Aragats
龐加萊猜想	Hipótesis de Poincaré
麥絲堅娜	Anastasia Mýskina
任天堂3DS	Nintendo 3DS
爆肺	Neumotórax
武館	Dōjō
基米	Kemi
小藍企鵝	Eudyptula minor
沒藥	Mirra
占斯惠斯勒	James McNeill Whistler
炸魚薯條	Fish and chips
Game Boy Color	Game Boy Color
屙屎	Defecación
戰國時代 (日本)	Período Sengoku
字幕	Subtítulo
自然對數	Logaritmo natural
瞬間轉移	Teletransporte
太空舞	Moonwalk (baile)
基士文	Mateja Kežman
拉夫達	Patrick Rafter
曹操	Cao Cao
華達拉馬	Carlos Valderrama
芒果 (搞清楚)	Mango
鼆	Oscuridad
雙節棍	Nunchaku
刨	Garlopa
法蘭絲麥杜雯	Frances McDormand
Doug Savant	Doug Savant
火山湖	Lago de cráter
氣功	Chi kung
基維爾	Harry Kewell
蓋爾式足球	Fútbol gaélico
禧福	Hereford
長凳	Banco (mueble)
新華通訊社	Xinhua
法明尼	Mathieu Flamini
雞 (發聲器)	Silbato
斬頭	Decapitación
量角器	Transportador
聖傑氏島	Isla de San Cristóbal (San Cristóbal y Nieves)
比奧科島	Bioko
世界音樂	World music
無限集合	Conjunto infinito
國民陣線 (法國)	Frente Nacional (Francia)
吉巴氏綜合症	Síndrome de Guillain-Barré
魚勾	Anzuelo
亞馬遜河豚	Inia geoffrensis
發明家	Inventor
前21世紀	Siglo XXI a. C.
油站	Estación de servicio
車牌	Autorización para la conducción de vehículos
東洋	Oriente
戊醣	Pentosa
江戶幕府	Shogunato Tokugawa
撥桑分佈	Distribución de Poisson
GB	GB
Be	Be
小步舞曲	Minueto
鼻鼾	Ronquido
日子	Fecha
大陸	Continental (tierra)
麗江	Lijiang
齊齊哈爾	Qiqihar
黎曼猜想	Hipótesis de Riemann
飛翔	Vuelo
190年代	Años 190
前190年代	Años 190 a. C.
𤶸	Cicatriz
前26世紀	Siglo XXVI a. C.
世界人權日	Día de los Derechos Humanos
汶萊元	Dólar de Brunéi
魚泡	Vejiga natatoria
高良薑	Curcuma zedoaria
紅河	Río Rojo (Asia)
俄文維基百科	Wikipedia en ruso
肌肉萎縮性脊髓側索硬化症	Esclerosis lateral amiotrófica
轉速錶	Tacómetro
雪碧	Sprite (refresco)
車頓咸	Cheltenham
資陽	Ziyang
春武里府	Provincia de Chon Buri
課程	Currículo (educación)
波旁復辟	Restauración borbónica en Francia
美式鬆餅	Muffin
應用藝術	Artes aplicadas
巴斯克文維基百科	Wikipedia en euskera
PL教團	Institución Religiosa Perfecta Libertad
Magic: The Gathering	Magic: el encuentro
三級會議	Estados Generales de Francia
茅招	Hacer trampas
史路比	Snoopy
雲高爾	Louis van Gaal
內含子	Intrón
慳電膽	Lámpara fluorescente compacta
巧茶	Catha edulis
武夷山	Monte Wuyi
譯音字	Transcripción (lingüística)
嘧啶	Pirimidina
500	Quinientos
烏蘇里江	Río Ussuri
經濟泡沫	Burbuja económica
Square Enix	Square Enix
他媽哥池	Tamagotchi
伯爵茶	Earl Grey
Thomas Tallis	Thomas Tallis
西門子	Siemens
尼維斯島	Isla Nieves
欲骨查	Bones
包裝	Embalaje
時代年度風雲人物	Persona del año
論壇	Forum (desambiguación)
牛角包	Cruasán
美洲鱷	Crocodylus acutus
巴西龜	Trachemys scripta elegans
一氧化氮	Óxido de nitrógeno (II)
王絨鴨	Somateria spectabilis
亞歷山大四世 (馬其頓)	Alejandro IV de Macedonia
貞操	Castidad
冬至	Solsticio de invierno
中國中央電視台	Televisión Central de China
亞馬遜州	Amazonas
風月俏佳人	Pretty Woman
黑豹	Pantera negra
領事	Cónsul (servicio exterior)
孟山都	Monsanto
平水尺	Nivel (instrumento)
杜蘭朵	Turandot
唂咕豆	Grano de cacao
進軍歌	Tien Quan Ca
奧查	André Ooijer
金黃	Oro (color)
沙比阿朗素	Xabi Alonso
意大利飯	Risotto
S區元素	Elementos del bloque s
賽義夫卡達菲	Saif al Islam Gadafi
傀儡政府	Gobierno títere
社會主義勞動英雄	Héroe del Trabajo Socialista
Barbarossa	Barbarroja
百吉包	Baguette
詩歌智慧書	Ketuvim
快感	Placer
金性洙	Kim Seong-Soo
天皇 (日本)	Emperador de Japón
聖誕花	Euphorbia pulcherrima
暹羅鱷	Crocodylus siamensis
火燭車	Vehículo de bomberos
前28世紀	Siglo XXVIII a. C.
肉酸	Asco
鑊	Wok
麥酒	Ale
折射定律	Ley de Snell
威式拼音	Wade-Giles
喉嘴	Válvula
一九八四	1984 (novela)
開封	Kaifeng
前27世紀	Siglo XXVII a. C.
新台幣	Nuevo dólar taiwanés
阿爾巴尼亞文維基百科	Wikipedia en albanés
盜版黨	Partido Pirata (Suecia)
開特	Katal
羅德里格斯島	Rodrigues (Mauricio)
作客入波優惠	Regla del gol de visitante
鳥結糖	Nougat
府中市 (東京都)	Fuchū (Tokio)
八王子市	Hachiōji (Tokio)
貝爾法斯特協議	Acuerdo de Viernes Santo
般尼	Burnley
沙嗲串	Satay
豎琴海豹	Pagophilus groenlandicus
十二小時制	Sistema horario de 12 horas
Alexandre Dumas	Alexandre Dumas (desambiguación)
古氏樹袋鼠	Dendrolagus goodfellowi
復活節禮拜一	Lunes de Pascua
凱旋門 (平壤)	Arco de Triunfo de Pionyang
撒母耳記下	II Samuel
歷代志下	II Crónicas
列王紀下	II Reyes
異形	Xenomorfo
舵	Timón (dispositivo)
第二裝甲師 (法國)	2.ª División Blindada (Francia)
苗族	Miao
松花江	Río Songhua
袁世凱	Yuan Shikai
媒體播放器	Reproductor de medios
打井	Tres en línea
世界童軍組織	Organización Mundial del Movimiento Scout
PT	PT
蝙蝠科	Vespertilionidae
北海 (廣西)	Beihai
袋鼠島	Isla Canguro
Arsenal	Arsenal
李素妍	Yi So-yeon
煙臺	Yantai
路易吉	Luigi (Nintendo)
引渡	Extradición
中元古代	Mesoproterozoico
艾斯高巴	Andrés Escobar
町田市	Machida (Tokio)
普林西比島	Isla de Príncipe
棕鬣狗	Hyaena brunnea
武藏野市	Musashino (Tokio)
調布市	Chōfu (Tokio)
厄利孔20毫米機炮	Oerlikon 20 mm
中國神話	Mitología china
飛鳥時代	Período Asuka
皮雅絲	Mary Pierce
普通長耳蝠	Plecotus auritus
巴黎二十區	XX Distrito de París
朴主永	Park Chu-Young
閹人歌手	Castrato
東方站	Base Vostok
車剌潘治	Cherrapunji
亞歷山度·迪亞文迪	Alessandro Diamanti
Gene targeting	Gene targeting
劉翔	Liu Xiang
語態	Voz gramatical
韓亞航空	Asiana Airlines
銀川	Yinchuan
基本代數	Álgebra elemental
石鼓洲	Shek Kwu Chau
比得包	Pita (pan)
李國豪	Brandon Lee
歸納法	Inducción
萬山 (廣東)	Archipiélago de Wanshan
前30世紀	Siglo XXX a. C.
200年代	Años 200
G3自動步槍	Heckler & Koch G3
Simpson Desert	Desierto de Simpson
打比 (搞清楚)	Derby (desambiguación)
亞蘭島	Arran
2012	2012 (desambiguación)
十二平均律鋼琴曲集	El clave bien temperado
鑑別	Autenticación
美聲學派	Bel canto
西班牙大鑊飯	Paella
日本放送協會	NHK
十二進制	Sistema duodecimal
美國國際集團	American International Group
安東諾夫設計局	Antónov
卵生動物	Oviparidad
麻油	Aceite de sésamo
葛蘭素史克	GlaxoSmithKline
控球後衛	Base (baloncesto)
北部灣	Golfo de Tonkín
昭島市	Akishima (Tokio)
美杜莎之筏	La balsa de la Medusa
中央區 (東京都)	Chūō (Tokio)
文京區	Bunkyō (Tokio)
鬧鐘	Reloj despertador
茶 (草木)	Camellia
西布朗	West Bromwich
回力球	Pelota vasca
Stephen Colbert	Stephen Colbert
前20年代	Años 20 a. C.
亞蘭群島	Islas Aran
雷曼兄弟	Lehman Brothers
家庭電器	Electrodoméstico
松仁	Piñón
毛厘士勞啤	Rupia de Mauricio
游水衫	Traje de baño
森林反恐隊	Open Season
666	Seiscientos sesenta y seis
扒	Filete (carne roja)
熊狸	Arctictis binturong
Percy Jackson & the Olympians	Percy Jackson y los dioses del Olimpo
達寧頓	Darlington
三藩市灣區	Área de la Bahía de San Francisco
多摩市	Tama (Tokio)
小平市	Kodaira (Tokio)
大使館	Misión diplomática
黑美洲鷲	Coragyps atratus
艾朗藍斯	Aaron Ramsey
舖	Tienda
食嘢	Alimentación
足立區	Adachi (Tokio)
玻璃市	Perlis
啤啤熊	Osito de peluche
前210年代	Años 210 a. C.
210年代	Años 210
丙酮酸	Ácido pirúvico
睡眠窒息症	Síndrome de apnea-hipopnea durante el sueño
Google街景服務	Google Street View
Beatboxing	Beatboxing
柴魚	Pescado seco
莎樂嘅網 (2006年電影)	Charlotte's Web (película de 2006)
合趾猿	Symphalangus syndactylus
森美蘭	Negeri Sembilan
蟯蟲	Enterobius
七月革命	Revolución de 1830
千代田區	Chiyoda (Tokio)
江戶川區	Edogawa (Tokio)
馬房	Caballeriza
金奎植	Kim Kyu-Sik
煙灰缸	Cenicero (recipiente)
巴米揚	Bamiyán
施文	David Seaman
納閔	Labuan
象鳥	Aepyornithidae
曉士	Mark Hughes
軌距	Ancho de vía
蓋茲堡演講	Discurso de Gettysburg
德州話事啤	Texas hold 'em
安迪威廉斯	Andy Williams
M4卡賓槍	Carabina M4
220年代	Años 220
前220年代	Años 220 a. C.
2010年智利礦坑意外	Derrumbe de la mina San José
米芝蓮指南	Guía Michelin
褐山蝠	Nyctalus noctula
規範場論	Teoría de campo de gauge
中銀大廈	Torre Banco de China
密鋪平面	Teselado
遠藤保仁	Yasuhito Endō
青礬	Sulfato de hierro (II)
阪神地震	Gran terremoto de Hanshin-Awaji
大棕蝠	Eptesicus serotinus
地震一覽	Anexo:Terremotos de mayor magnitud
電話冧巴	Número de teléfono
大和號	Acorazado Yamato (1941)
正交	Ortogonalidad (matemáticas)
薄血藥	Anticoagulante
江東區 (東京都)	Kōtō (Tokio)
插蘇	Enchufe
富豪汽車	Volvo Car Corporation
丹尼臣	Denílson Pereira Neves
瑪麗亞·卡錢斯卡	Maria Kaczyńska
芝士蛋糕	Pastel de queso
斯蒂芬蓋特利	Stephen Gately
切爾諾貝爾核電廠	Central nuclear de Chernóbil
蟲	Bug (desambiguación)
Kevin Federline	Kevin Federline
阿拉丁	Aladdín
生意人	Comerciante
聲帶	Cuerdas vocales
龍	Dragón chino
火水燈	Lámpara de queroseno
南沙群島	Islas Spratly
熱島效應	Isla de calor
金九	Kim Koo
湘潭	Xiangtan
同盟國	Alliance (desambiguación)
230年代	Años 230
泰山 (中國嘅山)	Monte Tai
芹苴	Cần Thơ
九江市	Jiujiang
澳洲工黨	Partido Laborista Australiano
百貨公司	Grandes almacenes
椰油	Aceite de coco
