Afrika	África
1822	1822
1735	1735
1657	1657
1823	1823
1736	1736
1658	1658
1737	1737
1824	1824
1659	1659
1738	1738
1825	1825
Korf-egor	Objeto astronómico
1660	1660
1739	1739
Dijon	Dijon
1826	1826
1661	1661
1740	1740
1827	1827
Kālidāsa	Kalidasa
XVIIIvet kantved	Siglo XVIII
XVIIvet kantved	Siglo XVII
XVIvet kantved	Siglo XVI
XVvet kantved	Siglo XV
Lugano	Lugano
Katalaneg	Idioma catalán
Wismar	Wismar
XIVvet kantved	Siglo XIV
Rummad:Stered	Categoría:Estrellas
Girona	Gerona
Yar-vor	Zeus faber
XIIIvet kantved	Siglo XIII
Bouda	Buda (concepto)
XIIvet kantved	Siglo XII
XIvet kantved	Siglo XI
Dizoueegezh	Ateísmo
Li Bai	Li Bai
Levraoueg	Biblioteca
Dachau	Dachau
Danvezelouriezh	Materialismo
Niels Bohr	Niels Bohr
Meilh ruz karreg	Mullus surmuletus
Enez-Euz	Isla de Yeu
Ekologiezh	Ecología
Futbol Club Barcelona	Fútbol Club Barcelona
Unaniezh Afrika	Unión Africana
Politikerezh	Política
Bank-bed	Banco Mundial
Trevadennouriezh	Colonialismo
Mirouriezh	Conservadurismo
Meilh ruz	Mullus barbatus
Kevre ar Stadoù Arab	Liga Árabe
Demokratelezh	Democracia
Foueoniezh	Micología
Naguib Mahfouz	Naguib Mahfuz
Luskad Etrebroadel ar Groaz Ruz hag ar C'hreskloar Ruz	Cruz Roja
Tierniezh Qin	Dinastía Qin
Aozadur Feur-emglev Norzh-Atlantel	OTAN
Marie Curie	Marie Curie
Gouarnamant	Gobierno
Priz Nobel	Premio Nobel
Qin Shi Huang	Qin Shi Huang
Proviñs Girona	Provincia de Gerona
Simone de Beauvoir	Simone de Beauvoir
Ovidius	Ovidio
Marcel Proust	Marcel Proust
Aleksandr Sergeyevitch Pouchkin	Aleksandr Pushkin
Reter-Kreiz	Oriente Medio
Paleontologiezh	Paleontología
Paleoantropologiezh	Paleoantropología
Elesbed Iañ (Bro-Saoz)	Isabel I de Inglaterra
Patologiezh	Patología
Tierniezh Han	Dinastía Han
Janed Ark	Juana de Arco
Rosa Luxemburg	Rosa Luxemburgo
Sofokles	Sófocles
Rabindranath Tagore	Rabindranath Tagore
Kened	Belleza
Lyev Tolstoy	León Tolstói
Mark Twain	Mark Twain
Unkorneg	Unicornio
Alan Turing	Alan Turing
Gwregelouriezh	Feminismo
Ideologiezh	Ideología
Impalaerouriezh	Imperialismo
Marksouriezh	Marxismo
Unpenniezh	Monarquía
Republik	República
Sokialouriezh	Socialismo
Stad	Estado
Strollad politikel	Partido político
Sponterezh	Terrorismo
Badminton	Bádminton
Johannes Brahms	Johannes Brahms
Kilimanjaro	Kilimanjaro
Antonín Dvořák	Antonín Dvořák
Georg Friedrich Händel	Georg Friedrich Händel
Gustav Mahler	Gustav Mahler
Pok	Beso
Naziegezh	Nazismo
Giacomo Puccini	Giacomo Puccini
Franz Schubert	Franz Schubert
Igor Stravinskiy	Ígor Stravinski
Pyotr Ilyitch Tchaikovskiy	Piotr Ilich Chaikovski
Giuseppe Verdi	Giuseppe Verdi
Trede Reich	Alemania nazi
Strollad Broadel Sokialour al Labourerien Alaman	Partido Nacionalsocialista Obrero Alemán
Jakez Karter	Jacques Cartier
Kristol Goulm	Cristóbal Colón
James Cook	James Cook
Yuzevien	Pueblo judío
Hernán Cortés	Hernán Cortés
Youriy Gagarin	Yuri Gagarin
Vasco da Gama	Vasco da Gama
Ibn Battuta	Ibn Battuta
Bergen-Belsen	Bergen-Belsen
Zheng He	Zheng He
Kouraleg Vras	Gran barrera de coral
Lennoù Meur Amerika	Grandes Lagos (América del Norte)
Indus	Río Indo
Joseph Haydn	Joseph Haydn
Kanol Panamá	Canal de Panamá
Robert Schumann	Robert Schumann
Tierniezh Jin (265 - 420)	Dinastía Jin (265-420)
Meurvor ar Su	Océano Antártico
Stêr Velen	Río Amarillo
Skouarn	Oído
Fri	Nariz
Lagad	Ojo
Kigenn	Músculo
Kanaouenn	Canción
Dañvad	Ovis orientalis aries
Federico Fellini	Federico Fellini
Rinkin	Selachimorpha
Alfred Hitchcock	Alfred Hitchcock
Camelus	Camelus
Bronneged	Mammalia
Primated	Primates
Merien	Formicidae
Gwenan	Anthophila
Meziant	Software
Tierniezh Sui	Dinastía Sui
Nederlandeg	Idioma neerlandés
The Walt Disney Company	The Walt Disney Company
Margaret Thatcher	Margaret Thatcher
Trenkenn dezoksiribonukleek	Ácido desoxirribonucleico
Spesad	Especie
Richard Stallman	Richard Stallman
Tierniezh Song	Dinastía Song
Arieg	Idioma arí
Maria ar Yuzevez	María la Judía
Irène Joliot-Curie	Irène Joliot-Curie
Sevastopol	Sebastopol
Kaol-bleuñv	Brassica oleracea var. botrytis
Ingmar Bergman	Ingmar Bergman
Fobos (loarenn)	Fobos (satélite)
Deimos (loarenn)	Deimos (satélite)
Pussy Riot	Pussy Riot
Treiñ ha troidigezh	Traducción
Anatidae	Anatidae
Aerouant	Dragón
Mamm	Madre
Erc'h	Nieve
Lombok	Lombok
Tad	Padre
Bugel	Niño
1828	1828
1829	1829
1741	1741
1662	1662
1742	1742
1830	1830
1663	1663
1831	1831
1743	1743
1664	1664
1665	1665
1744	1744
1832	1832
1666	1666
1745	1745
1833	1833
1667	1667
1746	1746
Treuzdougerezh	Transporte
1834	1834
Debian GNU/Linux	Debian
1668	1668
1747	1747
1835	1835
1748	1748
1836	1836
1669	1669
Leonhard Euler	Leonhard Euler
1670	1670
1749	1749
1837	1837
Gnou	Connochaetes
1671	1671
1750	1750
1838	1838
1672	1672
1751	1751
1839	1839
1673	1673
1752	1752
1840	1840
1674	1674
1753	1753
1841	1841
1754	1754
1675	1675
1842	1842
1755	1755
1676	1676
1843	1843
1677	1677
1756	1756
1844	1844
1678	1678
1757	1757
1845	1845
1679	1679
1758	1758
1846	1846
1680	1680
1759	1759
1847	1847
1681	1681
1760	1760
1848	1848
1682	1682
1761	1761
1849	1849
1683	1683
1762	1762
1850	1850
1684	1684
1763	1763
1851	1851
1764	1764
1685	1685
1852	1852
1686	1686
1765	1765
1853	1853
1687	1687
1766	1766
1854	1854
1688	1688
1767	1767
1855	1855
1689	1689
1768	1768
1856	1856
1690	1690
1769	1769
1857	1857
1691	1691
1770	1770
1858	1858
1692	1692
1771	1771
1859	1859
1693	1693
1772	1772
1860	1860
1773	1773
1861	1861
1694	1694
Marz	Marca (territorio)
1695	1695
1774	1774
1862	1862
1696	1696
1775	1775
1863	1863
1697	1697
1776	1776
1864	1864
1698	1698
1865	1865
1777	1777
1699	1699
Jean-Marc Ayrault	Jean-Marc Ayrault
1866	1866
1778	1778
1779	1779
1867	1867
1780	1780
1868	1868
1781	1781
1869	1869
Napoleon III	Napoleón III Bonaparte
Napoleon II	Napoleón II Bonaparte
August Strindberg	August Strindberg
Giuseppe Buonaparte	José I Bonaparte
Munut	Minuto
Grazia Deledda	Grazia Deledda
Luigi Buonaparte	Luis Bonaparte
Oblast Emren Yuzev	Óblast Autónomo Hebreo
Loeiz XVI (Bro-C'hall)	Luis XVI de Francia
Rusianeg	Idioma ruso
Loeiz XV (Bro-C'hall)	Luis XV de Francia
1782	1782
1870	1870
Loeiz XIV (Bro-C'hall)	Luis XIV de Francia
1783	1783
1871	1871
Vladimir Poutin	Vladímir Putin
Gwir (lezenn)	Derecho
Rock 'n' roll	Rock and roll
Loeiz XVIII (Bro-C'hall)	Luis XVIII de Francia
Giuseppe Arcimboldo	Giuseppe Arcimboldo
1784	1784
1872	1872
Bonreizh	Constitución
1785	1785
1873	1873
Charlez X (Bro-C'hall)	Carlos X de Francia
1786	1786
1874	1874
1787	1787
1875	1875
1788	1788
1876	1876
Kevredigezh Broadoù Gevred Azia	Asociación de Naciones del Sudeste Asiático
Bacchiacca	Bacchiacca
Loeiz-Fulup Iañ	Luis Felipe I de Francia
1789	1789
1877	1877
1790	1790
1878	1878
Kenglad ar Stadoù Dizalc'h	Comunidad de Estados Independientes
1879	1879
1791	1791
Kenglad ar Broadoù	Mancomunidad de Naciones
Sac'halin	Isla de Sajalín
Aozadur ar Broioù a Ezporzh Petrol	Organización de Países Exportadores de Petróleo
Oblast Sac'halin	Óblast de Sajalín
Lez-varn Etrebroadel	Corte Internacional de Justicia
Bara	Pan
Agnolo Bronzino	Bronzino
Font Moneizel Etrebroadel	Fondo Monetario Internacional
1792	1792
1880	1880
1793	1793
1881	1881
UNESCO	Unesco
1794	1794
1882	1882
Disklêriadur Hollvedel Gwirioù Mab-den	Declaración Universal de los Derechos Humanos
Giotto di Bondone	Giotto
1795	1795
1883	1883
Aozadur Bedel ar Yec'hed	Organización Mundial de la Salud
1796	1796
1884	1884
1797	1797
1885	1885
1886	1886
1798	1798
Annibale Carracci	Annibale Carracci
Aozadur Bedel ar C'henwerzh	Organización Mundial del Comercio
1887	1887
1799	1799
1888	1888
1889	1889
1890	1890
Boris Vian	Boris Vian
Krimea	Crimea
1891	1891
Swahileg	Idioma suajili
1892	1892
1893	1893
Alfred Jarry	Alfred Jarry
Skol-veur Tokyo	Universidad de Tokio
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Yezhoù sinaek	Idioma chino
1899	1899
Privezioù	Inodoro
Natur	Naturaleza
Kellig	Célula
Priz Bras kirri Aostralia	Gran Premio de Australia
Gwad	Sangre
Toloza	Toulouse
Skeledenn	Esqueleto
Skevent	Pulmones
C'hoari video	Videojuego
Ardivink-genel	Aparato genital
Casablanca	Casablanca
Roumaneg	Idioma rumano
Bulgareg	Idioma búlgaro
Pedagogiezh	Pedagogía
Glav	Lluvia
Malagasieg	Idioma malgache
Frank Herbert	Frank Herbert
Hin	Clima
El Niño	El Niño (patrón climático)
Tommadur ar blanedenn	Calentamiento global
Kren-douar	Terremoto
Tektonik ar plakennoù	Tectónica de placas
Zen	Zen
Priz Bras kirri Kanada	Gran Premio de Canadá
Otarienn an hanternoz	Callorhinus ursinus
Saozneg skoueriek	Pronunciación recibida
Logodenn (stlenneg)	Ratón (informática)
Mor Laptev	Mar de Láptev
Cockney	Cockney
Sergei Eisenstein	Serguéi Eisenstein
Akira Kurosawa	Akira Kurosawa
Franklin Delano Roosevelt	Franklin D. Roosevelt
Skiantoù an douar	Ciencias de la Tierra
Avisenna	Avicena
Derby Museum and Art Gallery	Derby Museum and Art Gallery
Winston Churchill	Winston Churchill
Eosten Hippo	Agustín de Hipona
Nelson Mandela	Nelson Mandela
Martin Luther King, Jr.	Martin Luther King
Indianapolis 500	500 Millas de Indianápolis
GIMP	GIMP
Inkscape	Inkscape
Klochedigoù	Comillas
Enzim	Enzima
Xvet kantved	Siglo X
Protein	Proteína
Loeiz XI (Bro-C'hall)	Luis XI de Francia
Romed	Pueblo gitano
Dour-beuz	Inundación
Tsunami	Tsunami
Menez-tan	Volcán
Arte	Arte (canal de televisión)
Koumoul	Nube
Koñsolennoù c'hoarioù video	Videoconsola
IXvet kantved	Siglo IX
Trigonometriezh	Trigonometría
VIIIvet kantved	Siglo VIII
Mentoniezh	Geometría
VIIvet kantved	Siglo VII
VIvet kantved	Siglo VI
Yezhadur	Gramática
Nintendo	Nintendo
Avel	Viento
Vvet kantved	Siglo V
Geriaoueg	Léxico
Telougoueg	Idioma télugu
IVe kantved	Siglo IV
IIIe kantved	Siglo III
Eil kantved	Siglo II
Atmosferenn (planedennoù)	Atmósfera
Iañ kantved	Siglo I
Jorjieg	Idioma georgiano
Armerzh	Economía
Kevala	Capital (economía)
Moneiz	Divisa
Yen	Yen
Greanterezh	Industria
Tell	Impuesto
Yezhoniezh	Lingüística
Ger (yezhoniezh)	Palabra
Fonem	Fonema
Silabenn	Sílaba
Doare-skrivañ	Sistema de escritura
Lizherenneg arabek	Alfabeto árabe
Sinalun	Sinograma
Lizherenneg kirillek	Alfabeto cirílico
Lizherenneg c'hresianek	Alfabeto griego
Hangeul	Hangul
Lizherenneg latin	Alfabeto latino
Rummad:Bulgaria	Categoría:Bulgaria
Lennegezh	Literatura
Stolpen	Stolpen
Rummad:Frañs	Categoría:Francia
Arz ar brezel	El arte de la guerra
Rummad:Sonerezh	Categoría:Música
Ar mil nozvezh hag unan	Las mil y una noches
Rummad:Lennegezh	Categoría:Literatura
Romant	Novela
Rummad:Barzhoniezh	Categoría:Poesía
Rummad:Istor Bro-C'hall	Categoría:Historia de Francia
Genji Monogatari	Genji Monogatari
Meurgan Gilgamech	Poema de Gilgamesh
Manga (bannoù-treset)	Manga
Ilias	Ilíada
Mahābhārata	Majabhárata
Shahnameh	Shahnameh
Scribus	Scribus
David Guetta	David Guetta
Psittacidae	Psittacidae
Louarn rous	Vulpes vulpes
Harry Potter	Harry Potter
Trompilh (sonerezh)	Trompeta
Jazz	Jazz
Binioù	Gaita
@@@u0026Weird Al@@@u0026 Yankovic	@@@u0026Weird Al@@@u0026 Yankovic
Biolin	Violín
Valladolid	Valladolid
Violoñsell	Violonchelo
Oboell	Oboe
Loeiz X (Bro-C'hall)	Luis X de Francia
Ostrava	Ostrava
Dramm	Droga
Pedofiliezh	Pedofilia
Emlakadur revel	Anexo:Posturas sexuales
Emflourañ	Masturbación
Revrfouzherezh	Sexo anal
Fellasion	Felación
Kunilingus	Cunnilingus
Yann Iañ (Bro-C'hall)	Juan I de Francia
Aleksandr Veur	Alejandro Magno
Kustentin Iañ (impalaer roman)	Constantino I (emperador)
Mell-dorn	Balonmano
Aernijerezh	Aeronáutica
Kirus II	Ciro II el Grande
Kevredigezh	Sociedad
Fulup V (Bro-C'hall)	Felipe V de Francia
Desaverezh	Educación
Tiegezh	Familia
Hugo Chávez	Hugo Chávez
Gwaz	Varón
Otto von Bismarck	Otto von Bismarck
Priedelezh	Matrimonio
Cima da Conegliano	Cima da Conegliano
Kastiz ar marv	Pena de muerte
Antonio da Correggio	Antonio Allegri da Correggio
Gwirioù Mab-Den	Derechos humanos
Giorgione	Giorgione
Gouennelouriezh	Racismo
Timur	Tamerlán
Sklaverezh	Esclavitud
Brezel diabarzh	Guerra civil
Umar	Umar ibn al-Jattab
Reggio di Calabria	Regio de Calabria
Lu	Militar
Suleiman ar Meurdezus	Süleyman Kanuni
Pêr Iañ (Rusia)	Pedro I de Rusia
Klerenn	Esternón
Kafe	Café
Chug-frouezh	Zumo
Laezh	Leche
Menez	Montaña
Il Sodoma	Giovanni Antonio Bazzi
Lorenzo di Credi	Lorenzo di Credi
Stlennvon	Base de datos
Dezerzh	Desierto
C'hoarioù Olimpek hañv 2008	Juegos Olímpicos de Pekín 2008
Sun Yat-sen	Sun Yat-sen
C'hoarioù olimpek hañv 2012	Juegos Olímpicos de Londres 2012
Saladin	Saladino
Bernkastel-Wittlich	Distrito de Bernkastel-Wittlich
Aśoka	Aśoka
Jalaluddin Muhammad Akbar	Akbar
Simón Bolívar	Simón Bolívar
La Spezia	La Spezia
Andrew Johnson	Andrew Johnson
C'hoarioù olimpek hañv 2016	Juegos Olímpicos de Río de Janeiro 2016
Westfalen	Westfalia
Kwame Nkrumah	Kwame Nkrumah
Yideg	Yidis
Lanciano	Lanciano
Hong Kong	Hong Kong
Miami	Miami
Karachi	Karachi
Brezel Korea	Guerra de Corea
Bugul (steredeg)	Boötes
Lagos	Lagos
Dragon (steredeg)	Draco (constelación)
Brezel diabarzh Stadoù-Unanet Amerika	Guerra de Secesión
Rio de Janeiro	Río de Janeiro
Pesked (steredeg)	Piscis (constelación)
Impalaeriezh Breizh-Veur	Imperio británico
Brezel Yen	Guerra Fría
Seoul	Seúl
Shanghai	Shanghái
Dispac'h Sevenadurel	Revolución Cultural
Bilbo	Bilbao
Enkadenn Veur	Gran Depresión
Walt Disney	Walt Disney
Adsav Meiji	Restauración Meiji
Sevilla	Sevilla
Dispac'h Rusia 1917	Revolución rusa
Tierniezh Qing	Dinastía Qing
Feur-emglev Versailhez	Tratado de Versalles (1919)
Meißen	Meißen
Arc'himedes	Arquímedes
Brezel Vietnam	Guerra de Vietnam
Thomas Edison	Thomas Alva Edison
Vigo	Vigo
Euklides	Euclides
Albaneg	Idioma albanés
Michael Faraday	Michael Faraday
Euskareg	Euskera
Enrico Fermi	Enrico Fermi
Colin Maclaurin	Colin Maclaurin
A Coruña	La Coruña
Deportivo de La Coruña	Real Club Deportivo de La Coruña
Fibonacci	Leonardo de Pisa
Aragoneg	Idioma aragonés
Henry Ford	Henry Ford
Joseph Fourier	Jean-Baptiste Joseph Fourier
Galen	Galeno
Armenieg	Idioma armenio
Elzaseg	Alsaciano
Ukraineg	Idioma ucraniano
Transmission Control Protocol	Transmission Control Protocol
Bit	Bit
Granada (Spagn)	Granada
HTML	HTML
València	Valencia
Unicode	Unicode
Palma (Mallorca)	Palma de Mallorca
Mallorca	Mallorca
Jirafenn (steredeg)	Camelopardalis
Aouredenn (steredeg)	Dorado (constelación)
Balum (steredeg)	Cetus
Gwerc'hez (steredeg)	Virgo (constelación)
Den-Marc'h (steredeg)	Centaurus
Valença	Valence (Drôme)
Krank (steredeg)	Cáncer (constelación)
Málaga	Málaga
Leon (steredeg)	Leo (constelación)
Orion (steredeg)	Orión (constelación)
Pegasos (steredeg)	Pegaso (constelación)
Krug (steredeg)	Escorpio (constelación)
Saezhataer (steredeg)	Sagitario (constelación)
Satyajit Ray	Satyajit Ray
Steven Spielberg	Steven Spielberg
Kengor Europa	Comisión Europea
Kuzul Europat	Consejo Europeo
Parlamant Europa	Parlamento Europeo
Kuzul Unaniezh Europa	Consejo de la Unión Europea
Naeretaer (steredeg)	Ofiuco
Kuzul Europa	Consejo de Europa
Naer (steredeg)	Serpens
Forn (steredeg)	Fornax
Karr-kamm Bras	Osa Mayor
Alarc'h (steredeg)	Cygnus (constelación)
Gevelled (steredeg)	Géminis (constelación)
Steredeg	Constelación
Johannes Gutenberg	Johannes Gutenberg
James Prescott Joule	James Prescott Joule
Johannes Kepler	Johannes Kepler
Guadalajara	Guadalajara
Max Planck	Max Planck
Guadalajara (Mec'hiko)	Guadalajara (México)
Svedeg	Idioma sueco
Daneg	Idioma danés
Nikola Tesla	Nikola Tesla
Muhammad ibn Mūsā al-Khwārizmī	Al-Juarismi
James Watt	James Watt
Norvegeg	Idioma noruego
Chanakya	Chanakia
Gottfried Leibniz	Gottfried Leibniz
Noam Chomsky	Noam Chomsky
Luksembourgeg	Idioma luxemburgués
Tchekeg	Idioma checo
Slovakeg	Idioma eslovaco
Karl Marx	Karl Marx
Sloveneg	Idioma esloveno
Hungareg	Idioma húngaro
Voltaire	Voltaire
Estoneg	Idioma estonio
Moizez	Moisés
Latveg	Idioma letón
Gouiziegezh	Conocimiento
Lituaneg	Idioma lituano
Hindouegezh	Hinduismo
Belaruseg	Idioma bielorruso
José Mujica	José Mujica
James Clerk Maxwell	James Clerk Maxwell
Tabaré Vázquez	Tabaré Vázquez
Priz Bras kirri Monaco	Gran Premio de Mónaco
Bronn	Mama
Dmitriy Mendeleyev	Dmitri Mendeléyev
Atom	Átomo
Ernest Rutherford	Ernest Rutherford
Gouloù	Luz
Gresianeg	Idioma griego
Erwin Schrödinger	Erwin Schrödinger
Mitologiezh	Mitología
Reizhiad korvoiñ	Sistema operativo
Taj Mahal	Taj Mahal
Iwerzhoneg	Idioma irlandés
Yezh programmiñ	Lenguaje de programación
Mank (evn)	Spheniscidae
Anvonerezh elektronek	Correo electrónico
Undoueegezh	Monoteísmo
Josip Broz Tito	Josip Broz Tito
Liesdoueegezh	Politeísmo
Ene	Alma
Malteg	Idioma maltés
Perseg	Idioma persa
Anchal Kosi	Zona de Kosi
Relijion	Religión
Koreaneg	Idioma coreano
Abraham	Abraham
Levr ar C'heneliezh	Génesis
Kantoneg	Cantonés estándar
Empire State Building	Edificio Empire State
Ermaeziadeg	Éxodo
René Descartes	René Descartes
Sinaeg (mandarineg)	Chino mandarín
Vietnameg	Idioma vietnamita
Paol Tars	Pablo de Tarso
Delwenn ar Frankiz	Estatua de la Libertad
C.S. Lewis	C. S. Lewis
Kmereg	Idioma camboyano
United States Army	Ejército de los Estados Unidos
Sigmund Freud	Sigmund Freud
Birmaneg	Idioma birmano
Rummad:Steredegoù	Categoría:Constelaciones
Jainegezh	Jainismo
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Malayeg	Idioma malayo
Indonezeg	Idioma indonesio
Mongoleg	Idioma mongol
Bakou	Bakú
Aros (steredeg)	Puppis
Kazakeg	Idioma kazajo
Aoter (steredeg)	Ara (constelación)
Kirgizeg	Idioma kirguís
Andromeda (steredeg)	Andrómeda (constelación)
Glad bedel	Patrimonio de la Humanidad
Tadjikeg	Idioma tayiko
Ouzbekeg	Idioma uzbeko
Turkmeneg	Idioma turcomano
Yuzevegezh	Judaísmo
Thimphu	Timbu
Bandar Seri Begawan	Bandar Seri Begawan
Kib (steredeg)	Crater (constelación)
Blev Berenis	Coma Berenices
Kizeller (steredeg)	Sculptor
Hebraeg	Idioma hebreo
Taol (steredeg)	Mensa (constelación)
Azereg (yezh)	Idioma azerí
Ibn Khaldun	Ibn Jaldún
Makedoneg	Idioma macedonio
Serbeg	Idioma serbio
Serbeg-ha-kroateg	Idioma serbocroata
Delfin (steredeg)	Delphinus (constelación)
Bosnieg	Idioma bosnio
Ki Bihan (steredeg)	Canis Minor
Galizeg	Idioma gallego
Kembraeg	Idioma galés
Dili	Dili
Immanuel Kant	Immanuel Kant
Gouezeleg Skos	Gaélico escocés
Sikhegezh	Sijismo
John Maynard Keynes	John Maynard Keynes
Jacopo Tintoretto	Tintoretto
Vientiane	Vientián
Guy de Maupassant	Guy de Maupassant
Kumuniezh flandrezek Belgia	Comunidad Flamenca de Bélgica
Lao Zi	Lao-Tsé
Malé	Malé
Yoga	Yoga
John Locke	John Locke
Friedrich Nietzsche	Friedrich Nietzsche
Bichkek	Biskek
Jean-Paul Sartre	Jean-Paul Sartre
Douchanbe	Dusambé
Google (lusker enklask)	Buscador de Google
Avu	Hígado
Felc'h	Bazo
Sima Qian	Sima Qian
Lounezh	Riñón
Adam Smith	Adam Smith
C'hwezigell (korfadurezh)	Vejiga urinaria
Divgell	Testículo
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Zhu Xi	Zhu Xi
Sistem nervennel	Sistema nervioso
Den-bleiz	Hombre lobo
Bredoniezh	Psicología
Meurvor	Océano
Tommaso d'Aquino	Tomás de Aquino
Victoria (Rouantelezh-Unanet)	Victoria del Reino Unido
Paolo Veronese	Paolo Veronese
Siddhartha Gautama	Buda Gautama
Koadeier gleb	Selva
Daelerezh	Dialéctica
Mohammed	Mahoma
Epistemologiezh	Epistemología
Sciuridae	Sciuridae
Gwiñver-nij	Pteromyini
Shahrukh Khan	Shahrukh Khan
Tony Blair	Tony Blair
Al-Ghazali	Al-Ghazali
Martin Luther	Martín Lutero
John Major	John Major
Amitabh Bachchan	Amitabh Bachchan
Burgos	Burgos
Konfusianegezh	Confucianismo
Gerald Ford	Gerald Ford
Honda	Honda
Islam chiit	Chiismo
Richard Nixon	Richard Nixon
Iliz katolik roman	Iglesia católica
Trimurti	Trimurti
Kof	Abdomen
Daoegezh	Taoísmo
Zoroastregezh	Zoroastrismo
Soufiegezh	Sufismo
Mel-livenn	Médula espinal
Banglaeg	Idioma bengalí
Teod	Lengua (anatomía)
Ilgreiz	Páncreas
Demokrated Frankizour (R.U.)	Liberal Demócratas (Reino Unido)
Strollad Mirour (R.U.)	Partido Conservador (Reino Unido)
Strollad al Labour (R.U.)	Partido Laborista (Reino Unido)
Vigell	Ovario
Gouzoug	Cuello
Genoù (korf)	Boca
Garloc'henn	Laringe
Bouzelloù	Intestino
Lyndon B. Johnson	Lyndon B. Johnson
Mell (korf)	Articulación (anatomía)
Gwagrenn	Glándula
Inizi Maloù	Islas Malvinas
Kelc'hspeurenn	Diafragma (anatomía)
A (lizherenn)	A
C'hoarioù Olimpek goañv 1992	Juegos Olímpicos de Albertville 1992
Strollad Glas Bro-Saoz ha Kembre	Partido Verde de Inglaterra y Gales
Michael Schumacher	Michael Schumacher
C'hoarioù Olimpek goañv 2006	Juegos Olímpicos de Turín 2006
Lewis Hamilton	Lewis Hamilton
Manav	Isla de Man
C'hoarioù Olimpek goañv 2014	Juegos Olímpicos de Sochi 2014
Enez Wight	Isla de Wight
Elesbed II	Isabel II del Reino Unido
Tierniezh Tang	Dinastía Tang
Diana Spencer	Diana de Gales
Eszett	ß
John F. Kennedy	John F. Kennedy
B (lizherenn)	B
Sper	Semen
Sonerezh klasel	Música clásica
Nouméa	Numea
Sinfonienn	Sinfonía
G	G
U (lizherenn)	U
Z	Z
Blues	Blues
Flamenco	Flamenco
F (lizherenn)	F
J (lizherenn)	J
Sonerezh elektronek	Música electrónica
Lizherenneg	Alfabeto
Lizherenn	Letra
Reggae	Reggae
Baarle-Nassau	Baarle-Nassau
T	T
C (lizherenn)	C
Eindhoven	Eindhoven
R	R
D (lizherenn)	D
Alpha (lizherenn)	Α
Omega (lizherenn)	Ω
I (lizherenn)	I
Aalsmeer	Aalsmeer
Amstelveen	Amstelveen
Beemster	Beemster
Bergen (Noord-Holland)	Bergen (Países Bajos)
Mu (lizherenn)	Μ
Tierniezh Ming	Dinastía Ming
E (lizherenn)	E
Bussum	Bussum
Den Helder	Den Helder
Diemen	Diemen
H (lizherenn)	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Edam-Volendam	Edam-Volendam
Enkhuizen	Enkhuizen
Haarlem	Haarlem
K (lizherenn)	K
Haarlemmermeer	Haarlemmermeer
Harenkarspel	Harenkarspel
Heemskerk	Heemskerk
L	L
Heiloo	Heiloo
M (lizherenn)	M
Hilversum	Hilversum
N (lizherenn)	N
Hoorn (Noord-Holland)	Hoorn
O (lizherenn)	O
P (lizherenn)	P
Medemblik	Medemblik
Muiden	Muiden
Naarden	Naarden
Q	Q
Oostzaan	Oostzaan
Purmerend	Purmerend
Schagen	Schagen
Ronald Reagan	Ronald Reagan
V (lizherenn)	V
W (lizherenn)	W
Texel	Texel
X (lizherenn)	X
Waterland (kumun)	Waterland (Países Bajos)
Y (lizherenn)	Y
Weesp	Weesp
Zaanstad	Zaanstad
Zandvoort	Zandvoort
Zijpe	Zijpe
Å	Å (letra)
Æ (lizherenn)	Æ
Phi (lizherenn)	Φ
Wanli	Emperador Wanli
Borsele	Borsele
Noord-Beveland	Noord-Beveland
Schouwen-Duiveland	Schouwen-Duiveland
Sluis	Esclusa (Países Bajos)
Terneuzen	Terneuzen
Tholen	Tholen (Zelanda)
Veere	Veere
Vlissingen	Flesinga
Rafael Nadal	Rafael Nadal
Caius Suetonius Tranquilus	Suetonio
Klingoneg	Idioma klingon
Zouloueg	Idioma zulú
Frankfurter Allgemeine Zeitung	Frankfurter Allgemeine Zeitung
Achiwieg	Idioma zuñi
Araneg	Aranés
Zazakeg	Zazaki
Zaparoeg	Idioma záparo
Pythagoras	Pitágoras
Iruñea	Pamplona
Kolize	Coliseo
Manuel Valls	Manuel Valls (político)
Partenon	Partenón
Paourentez	Pobreza
Zaragoza	Zaragoza
Donostia	San Sebastián
John McCain	John McCain
Almería	Almería
Leon Bihan (steredeg)	Leo Minor
Kurunenn an Norzh	Corona Borealis
Pesk ar Su (steredeg)	Piscis Austrinus
Kurunenn ar Su	Corona Australis
Aerouant (steredeg)	Hydrus
Tric'horn ar Su	Triangulum Australe
Koulm (steredeg)	Columba (constelación)
Unkorneg (steredeg)	Monoceros
Glazard (steredeg)	Lacerta
Eridan (steredeg)	Constelación de Eridanus
Kelienenn (steredeg)	Musca
Pesk-nij (steredeg)	Volans
Ebeul (steredeg)	Equuleus
Feniks (steredeg)	Fénix (constelación)
Liñs (steredeg)	Lince (constelación)
Gad (steredeg)	Lepus (constelación)
Harkul (steredeg)	Hércules (constelación)
Indian (steredeg)	Indus (constelación)
