Aprika	África
Tōgō, Aichi	Tōgō (Aichi)
Cavareno	Cavareno
Cavedago	Cavedago
Misaki Ito	Misaki Itō
Cavalese	Cavalese
Sulat ni Pablo	Epístolas paulinas
Diquark	Diquark
Ming Dao	Ming Dow
Eduardo Capetillo	Eduardo Capetillo
Cavedine	Cavedine
Tim Cook	Tim Cook
Buto (anatomiya)	Hueso
Madeleine Béjart	Madeleine Béjart
Somaly Mam	Somaly Mam
Charlotte Rae	Charlotte Rae
Loni Anderson	Loni Anderson
Keiko Yamada	Keiko Komuro
Olivia d'Abo	Olivia d'Abo
Hikari Mitsushima	Hikari Mitsushima
Edith Márquez	Edith Márquez
Sally Kellerman	Sally Kellerman
Vivien Merchant	Vivien Merchant
Eva Le Gallienne	Eva Le Gallienne
Lalawigan ng Bordj Bou Arréridj	Provincia de Bordj Bou Arréridj
Betsy Blair	Betsy Blair
Cavizzana	Cavizzana
Carrie Snodgress	Carrie Snodgress
Susan Tyrrell	Susan Tyrrell
Anna Jarvis	Ana María Jarvis (hija)
Peggy Wood	Peggy Wood
Elizabeth Hartman	Elizabeth Hartman
Naomi Shindō	Naomi Shindō
Kate Nelligan	Kate Nelligan
Una Merkel	Una Merkel
Shiri Maimon	Shiri Maimon
Khayu	Jaau
Megumi Hayashibara	Megumi Hayashibara
Namie Amuro	Namie Amuro
Lupe Ontiveros	Lupe Ontiveros
Ai Kawashima	Ai Kawashima
Partschins	Parcines
Tomoko Kawase	Tomoko Kawase
Mandy Patinkin	Mandy Patinkin
Cembra	Cembra
Santa Marcela	Marcela (santa)
Lalawigan ng Tébessa	Provincia de Tébessa
Odawara, Kanagawa	Odawara
U.N. Squadron	U.N. Squadron
Siculiana	Siculiana
Yumi Matsutoya	Yumi Arai
Centa San Nicolò	Centa San Nicolò
Aalborg Boldspilklub	Aalborg Boldspilklub
Andes, Antioquia	Andes (Antioquia)
Cimego	Cimego
Alisarin	Alizarina
Cimone	Cimone
Hiperseksuwalidad	Hipersexualidad
Magpet, Cotabato	Magpet
Mankala	Mancala
Isparta Province	Provincia de Isparta
Miyuu Sawai	Miyū Sawai
Cinte Tesino	Cinte Tesino
Thesh	Tyesh
Cis (TN)	Cis (Italia)
Civezzano	Civezzano
Cles	Cles
Daiano	Daiano
Wendy Schaal	Wendy Schaal
Neferirkare Kakai	Neferirkara
Hsekiu	Seka
Wazner	Uadynar
Shepseskare Isi	Shepseskara
Userkaf	Userkaf
Tiu (paraon)	Tiu
Leigh-Allyn Baker	Leigh-Allyn Baker
Kagawaran ng Vichada	Vichada
Sextus Martinianus	Martiniano
Cloz	Cloz
2796 Kron	(2796) Kron
Newport Beach, California	Newport Beach
Comano Terme	Comano Terme
Dhahran	Dhahran
Commezzadura	Commezzadura
Plesiosauria	Plesiosauria
Nyuserre Ini	Nyuserra
Merenre Nemtyemsaf I	Merenra I
Ikalimang Dinastiya ng Ehipto	Dinastía V de Egipto
Djedkare Isesi	Dyedkara Isesi
Menkauhor Kaiu	Menkauhor
Pepi I Meryre	Meryra Pepy
Lalawigan ng Mae Hong Son	Provincia de Mae Hong Son
Neferefre	Neferefra
Teti	Teti
Shizuka Ito	Shizuka Itō
Nigel Hawthorne	Nigel Hawthorne
Beast (bandang Timog Koreano)	Beast (banda surcoreana)
Tachikawa, Tokyo	Tachikawa (Tokio)
Aisai, Aichi	Aisai (Aichi)
Vostok 6	Vostok 6
Sinaunang Malapit na Silangan	Antiguo Oriente Próximo
Distrito ng Astara	Astara (raión)
Pont-d'Ain	Pont-d'Ain
Condino	Condino
Bae Doona	Bae Doona
2036 Sheragul	(2036) Sheragul
Tambakol	Thunnus albacares
Imamismo	Imamíes
Coredo	Coredo
Barbara Harris	Barbara Harris (actriz)
SHINee	SHINee
Talaan ng mga Pangulo ng Pilipinas	Anexo:Presidentes de Filipinas
Greg Kinnear	Greg Kinnear
Don Rickles	Don Rickles
Sinolohiya	Sinología
Croviana	Croviana
Ikaanim na Dinastiya ng Ehipto	Dinastía VI de Egipto
Newry	Newry (Irlanda del Norte)
Distrito ng Lankaran	Lənkəran (raión)
Cunevo	Cunevo
Michigan State University	Universidad Estatal de Míchigan
Masumi Ito	Masumi Itō
Daone	Daone
Mekh	Mejet
Darè	Darè
Hamura, Tokyo	Hamura (Tokio)
Al-Muharraq	Al Muharraq
Vampire Knight	Vampire Knight
Denno	Denno
Vanessa Minnillo	Vanessa Minnillo
Dimaro	Dimaro
Mika Nakashima	Mika Nakashima
Victor Garber	Victor Garber
Ruby Lin	Ruby Lin
Kelly Chen	Kelly Chen
Casey Affleck	Casey Affleck
Peaches Geldof	Peaches Geldof
Anjō, Aichi	Anjō (Aichi)
Ichinomiya, Aichi	Ichinomiya (Aichi)
Baqubah	Baquba
Talaan ng mga haring Sumeryo	Lista Real Sumeria
Don (TN)	Don (Italia)
Lethbridge, Alberta	Lethbridge
Hirakata, Osaka	Hirakata
Dorsino	Dorsino
Dortan	Dortan
Drena	Drena
Talisay	Terminalia catappa
Ronee Blakley	Ronee Blakley
Lompnieu	Lompnieu
Surjoux	Surjoux
Nurieux-Volognat	Nurieux-Volognat
Ornex	Ornex
Montréal-la-Cluse	Montréal-la-Cluse
Funabashi, Chiba	Funabashi
Villes	Villes
Terry Crews	Terry Crews
Daryl Sabara	Daryl Sabara
Verne Troyer	Verne Troyer
Astyages	Astiages
Panseksuwalidad	Pansexualidad
Emperador Itoku	Emperador Itoku
Glenn County, California	Condado de Glenn
Colusa County, California	Condado de Colusa
Calaveras County, California	Condado de Calaveras
Ipoh	Ipoh
James Mill	James Mill
Anyong lupa	Accidente geográfico
Abbotsford, British Columbia	Abbotsford
Lalawigan ng Nakhon Ratchasima	Provincia de Nakhon Ratchasima
Nell Carter	Nell Carter
Luz María Aguilar	Luz María Aguilar
Green algae	Alga verde
Diane Varsi	Diane Varsi
Catherine Bach	Catherine Bach
Alice Pearce	Alice Pearce
Yoko Shimada	Yōko Shimada
Jean Stapleton	Jean Stapleton
Yuko Mizutani	Yūko Mizutani
Akiko Wakabayashi	Akiko Wakabayashi
Pambansang awit ng Mongolia	Himno nacional de Mongolia
Terry Moore	Terry Moore
Judith Hoag	Judith Hoag
Janet Suzman	Janet Suzman
Megumi Nakajima	Megumi Nakajima
Vivian Vance	Vivian Vance
Martha Hyer	Martha Hyer
Marion Lorne	Marion Lorne
Melinda Dillon	Melinda Dillon
Melissa Manchester	Melissa Manchester
Mildred Dunnock	Mildred Dunnock
Kina Grannis	Kina Grannis
Miliyah Kato	Miliyah Kato
Lochieu	Lochieu
Fresno County, California	Condado de Fresno
Kusyiro, Hokkaido	Kushiro (Hokkaidō)
Ekwasyong parsiyal diperensiyal	Ecuación en derivadas parciales
Aksesoring litid	Nervio accesorio
Ranma ½	Ranma ½
Don Cheadle	Don Cheadle
Kondado ng Tripoli	Condado de Trípoli
Xerxes II ng Persia	Jerjes II
Audrey Meadows	Audrey Meadows
Santa Martina	Martina
Monggolyanong bulati ng kamatayan	Aka Allghoi Khorhoi
Marsmalow	Malvavisco
Scincidae	Scincidae
Alexandrina Maria da Costa	Alexandrina Maria da Costa
Mazdak	Mazdak
Hitomi Yaida	Hitomi Yaida
Uhm Jung Hwa	Uhm Jung-hwa
Le Petit-Abergement	Le Petit-Abergement
Martignat	Martignat
Chézery-Forens	Chézery-Forens
Crocodylus mindorensis	Crocodylus mindorensis
Mozi	Mozi
Alerhiya sa ilong	Rinitis alérgica
Public good	Bien público
Ektoderm	Ectodermo
Beygel	Bagel
Marcus Garvey	Marcus Garvey
Ang Multo ng Opera	El fantasma de la ópera
Inanna	Inanna
Ilyushin Il-96	Ilyushin Il-96
Glynis Johns	Glynis Johns
Juvénal Habyarimana	Juvénal Habyarimana
Çankırı Province	Provincia de Çankırı
Adenoma	Adenoma
Kagawaran ng La Guajira	La Guajira
Kangkong	Ipomoea aquatica
Monasteryo ng mga Heronimos	Monasterio de los Jerónimos de Belém
Mephistopheles	Mefistófeles
Kagawaran ng Guaviare	Guaviare
Alfonso IV ng Portugal	Alfonso IV de Portugal
Kitty Wells	Kitty Wells
Ciara Bravo	Ciara Bravo
Cheryl Hines	Cheryl Hines
Chronos	Crono (primigenio)
Kari Wahlgren	Kari Wahlgren
Ryan O'Neal	Ryan O'Neal
Kristen Schaal	Kristen Schaal
Rosie O'Donnell	Rosie O'Donnell
Estelle Harris	Estelle Harris
Danielle Harris	Danielle Harris
Joan Cusack	Joan Cusack
Çorum Province	Provincia de Çorum
Bonnie Hunt	Bonnie Hunt
Nia Long	Nia Long
Sistemang pang-ekonomiya	Sistema económico
Tampico	Tampico
Pandaigdigang Araw ng Kabataan	Jornada Mundial de la Juventud
Keke Palmer	Keke Palmer
R. Kelly	R. Kelly
Diskograpiya	Discografía
Cab Calloway	Cab Calloway
Chris Cooper	Chris Cooper
Sarina Suzuki	MUNEHIRO
Rod Steiger	Rod Steiger
Paul Robeson	Paul Robeson
Herennius Etruscus	Herenio Etrusco
Luge	Luge
Échallon	Échallon
San Alfonso	Alfonso María de Ligorio
Paliparang Pandaigdig ng Vnukovo	Aeropuerto Internacional de Moscú-Vnúkovo
Implasyon (kosmolohiya)	Inflación cósmica
Candidiasis	Candidiasis
Nabopolassar	Nabopolasar
Joan Hackett	Joan Hackett
Ankylosauria	Ankylosauria
Bacolod-Kalawi, Lanao del Sur	Bacólod Grande
Balabagan, Lanao del Sur	Balabagán
Balindong, Lanao del Sur	Uato
Mga ekwasyong field ni Einstein	Ecuaciones del campo de Einstein
Rolyon	Hrolf Ganger
Lalawigan ng Uttaradit	Provincia de Uttaradit
Narita, Chiba	Narita (Chiba)
Lalawigan ng Kamphaeng Phet	Provincia de Kamphaeng Phet
Ganassi, Lanao del Sur	Ganassi
Tsukuba, Ibaraki	Tsukuba (Ibaraki)
Kapai, Lanao del Sur	Kapai
Beppu, Ōita	Beppu (Ōita)
Pulo ng Yeonpyeong	Yeonpyeong
Antasido	Antiácido
Niagara Falls, Ontario	Niagara Falls (Ontario)
Wao, Lanao del Sur	Wao
Bacolod, Lanao del Norte	Bacólod (Lánao del Norte)
Baloi, Lanao del Norte	Baloí
Baroy, Lanao del Norte	Baroy
Kapatagan, Lanao del Norte	Kapatagan
Kauswagan, Lanao del Norte	Kauswagan
Kolambugan, Lanao del Norte	Kolambugan
Lala, Lanao del Norte	Lala (Lánao del Norte)
Linamon, Lanao del Norte	Linamon
Magsaysay, Lanao del Norte	Bago-Ingud
Maigo, Lanao del Norte	Maigo
Matungao, Lanao del Norte	Matungao
Munai, Lanao del Norte	Munai
Nunungan, Lanao del Norte	Nunungan
Pantao Ragat, Lanao del Norte	Pantao Ragat
Pantar, Lanao del Norte	Pantar (Lánao del Norte)
Poona Piagapo, Lanao del Norte	Poona Piagapo
Édouard Herriot	Édouard Herriot
Salvador, Lanao del Norte	Salvador (Lánao del Norte)
Sapad, Lanao del Norte	Sapad
Iwaki, Fukushima	Iwaki (Fukushima)
Sultan Naga Dimaporo, Lanao del Norte	Sultán Naga Dimaporo
Tagoloan, Lanao del Norte	Tagoloán (Lánao del Norte)
Tangcal, Lanao del Norte	Tañgcal
Tubod, Lanao del Norte	Tubod (Lánao del Norte)
Antiseptiko	Antiséptico
Kuru (sakit)	Kuru (enfermedad)
Jasseron	Jasseron
Reyssouze	Reyssouze
Aubenton	Aubenton
Marboz	Marboz
Bellicourt	Bellicourt
Mionnay	Mionnay
Saint-Paul-de-Varax	Saint-Paul-de-Varax
Beaurevoir	Beaurevoir
8 Mile Soundtrack	Music from and Inspired by the Motion Picture 8 Mile
Leganes, Iloilo	Leganés (Filipinas)
Punong Ministro ng Hapon	Primer ministro de Japón
Kalamnang rectus abdominis	Músculo recto mayor del abdomen
Matafelon-Granges	Matafelon-Granges
Oton, Iloilo	Oton
Lalleyriat	Lalleyriat
Groissiat	Groissiat
Saint-Germain-de-Joux	Saint-Germain-de-Joux
Condamine, Ain	Condamine (Ain)
Pavia, Iloilo	Pavía (Filipinas)
Vieu-d'Izenave	Vieu-d'Izenave
Les Neyrolles	Les Neyrolles
Pototan, Iloilo	Pototan
O Clone	El clon
Vesancy	Vesancy
Lancrans	Lancrans
Saint-Martin-du-Frêne	Saint-Martin-du-Frêne
Confort	Confort (Ain)
Lantenay, Ain	Lantenay (Ain)
Santa Barbara, Iloilo	Santa Bárbara (Iloílo)
Corcelles, Ain	Corcelles (Ain)
Géovreisset	Géovreisset
Béard-Géovreissiat	Géovreissiat
Hipotensyon	Hipotensión
Lihis	Pendiente (matemáticas)
Kritisismong tekstuwal	Ecdótica
Atis	Annona squamosa
Dorothy Garrod	Dorothy Garrod
Digimon Xros Wars	Digimon Xros Wars
Distrito ng Agstafa	Ağstafa (raión)
Lalawigan ng Tak	Provincia de Tak
Lalawigan ng Phitsanulok	Provincia de Phitsanulok
Distrito ng Agdash	Ağdaş (raión)
Sonthonnax-la-Montagne	Sonthonnax-la-Montagne
Chevillard, Ain	Chevillard
Ségny	Ségny
Panglagalag sa Buwan	Lunar Roving Vehicle
Sutrieu	Sutrieu
Ruffieu	Ruffieu
Talissieu	Talissieu
Randy Crawford	Randy Crawford
Vieu	Vieu
Tokusatsu	Tokusatsu
Mermaid Melody Pichi Pichi Pitch	Mermaid Melody: Pichi Pichi Pitch
Saint Seiya	Saint Seiya
Eleonora Duse	Eleonora Duse
Mary MacKillop	Mary MacKillop
Kwon Yuri	Kwon Yuri
Jim Varney	Jim Varney
Töv Province	Töv (aymag)
Bayankhongor Province	Bayanhongor (aymag)
Joe Mantegna	Joe Mantegna
H. Jon Benjamin	H. Jon Benjamin
Paltos	Ampolla (piel)
Ambroise Paré	Ambroise Paré
Eklipse ng araw ng Hulyo 22, 2009	Eclipse solar del 22 de julio de 2009
Batman & Robin (film)	Batman y Robin
Hukbong Imperyal ng Hapon	Ejército Imperial Japonés
Lenka	Lenka
Toaru Majutsu no Index	To Aru Majutsu no Index
Naval, Biliran	Naval (Bilirán)
Pseudogene	Pseudogén
Acquaviva Collecroce	Acquaviva Collecroce
Paulino Alcántara	Paulino Alcántara
Baranello	Baranello
Bojano	Bojano
Bonefro	Bonefro
Busso	Busso
Campochiaro	Campochiaro
Campodipietra	Campodipietra
Campolieto	Campolieto
Campomarino	Campomarino
9GAG	9GAG
Casacalenda	Casacalenda
Casalciprano	Casalciprano
Castelbottaccio	Castelbottaccio
Castellino del Biferno	Castellino del Biferno
Castelmauro	Castelmauro
Castropignano	Castropignano
Cercemaggiore	Cercemaggiore
Cercepiccola	Cercepiccola
Civitacampomarano	Civitacampomarano
Colle d'Anchise	Colle d'Anchise
Colletorto	Colletorto
Duronia	Duronia
Diriyah	Diriyah
Ferrazzano	Ferrazzano
Fossalto	Fossalto
Gambatesa	Gambatesa
Gildone	Gildone
Guardialfiera	Guardialfiera
Guardiaregia	Guardiaregia
2000 Herschel	(2000) Herschel
Guglionesi	Guglionesi
Jelsi	Jelsi
Larino	Larino
Limosano	Limosano
Macchia Valfortore	Macchia Valfortore
Mafalda, Molise	Mafalda (Italia)
Matrice	Matrice
Mirabello Sannitico	Mirabello Sannitico
Molise, Campobasso	Molise (comuna)
Gabriel Soto	Gabriel Soto
Monacilioni	Monacilioni
Montagano	Montagano
Montecilfone	Montecilfone
Montefalcone nel Sannio	Montefalcone nel Sannio
Montelongo	Montelongo
Topol	Topol
A-1 Pictures	A-1 Pictures
Montemitro	Montemitro
Montenero di Bisaccia	Montenero di Bisaccia
Montorio nei Frentani	Montorio nei Frentani
Morrone del Sannio	Morrone del Sannio
Oratino	Oratino
Palata	Palata
Petacciato	Petacciato
Petrella Tifernina	Petrella Tifernina
Pietracupa	Pietracupa
Portocannone	Portocannone
Provvidenti	Provvidenti
Riccia, Molise	Riccia
Ripalimosani	Ripalimosani
Roccavivara	Roccavivara
Rotello	Rotello
Salcito	Salcito
San Biase	San Biase
San Felice del Molise	San Felice del Molise
San Giacomo degli Schiavoni	San Giacomo degli Schiavoni
San Giuliano del Sannio	San Giuliano del Sannio
San Giuliano di Puglia	San Giuliano di Puglia
San Martino in Pensilis	San Martino in Pensilis
San Massimo	San Massimo
San Polo Matese	San Polo Matese
Sant'Angelo Limosano	Sant'Angelo Limosano
Santa Croce di Magliano	Santa Croce di Magliano
Sepino	Sepino
Spinete	Spinete
Tavenna	Tavenna
A.I. Love You	AI Ga Tomaranai
Vinchiaturo	Vinchiaturo
Torella del Sannio	Torella del Sannio
Toro, Molise	Toro (Italia)
Trivento	Trivento
Tufara	Tufara
Ururi	Ururi
Hashtag	Hashtag
Acquaviva d'Isernia	Acquaviva d'Isernia
Bagnoli del Trigno	Bagnoli del Trigno
Belmonte del Sannio	Belmonte del Sannio
Cantalupo nel Sannio	Cantalupo nel Sannio
Capracotta	Capracotta
Carovilli	Carovilli
Carpinone	Carpinone
Castel San Vincenzo	Castel San Vincenzo
Kaltern an der Weinstraße	Caldaro sulla Strada del Vino
Castel del Giudice	Castel del Giudice
Castelpetroso	Castelpetroso
Castelpizzuto	Castelpizzuto
Castelverrino	Castelverrino
Cerro al Volturno	Cerro al Volturno
Chiauci	Chiauci
Civitanova del Sannio	Civitanova del Sannio
Conca Casale	Conca Casale
Filignano	Filignano
Forlì del Sannio	Forlì del Sannio
Fornelli	Fornelli
Frosolone	Frosolone
Longano	Longano
George Gaynes	George Gaynes
Macchia d'Isernia	Macchia d'Isernia
Macchiagodena	Macchiagodena
Mga lungsod sa Kaliporniya	Anexo:Ciudades de California
Miranda, Molise	Miranda (Italia)
Montaquila	Montaquila
Montenero Val Cocchiara	Montenero Val Cocchiara
Pettoranello del Molise	Pettoranello del Molise
Pietrabbondante	Pietrabbondante
Rovereto	Rovereto
Pizzone, Molise	Pizzone
Onium	Onio
Roccamandolfi	Roccamandolfi
Roccasicura	Roccasicura
Rocchetta a Volturno	Rocchetta a Volturno
San Pietro Avellana	San Pietro Avellana
Sant'Agapito	Sant'Agapito
A1 (banda)	A1 (banda)
Santa Maria del Molise	Santa Maria del Molise
Scapoli	Scapoli
Digmaang Kristero	Guerra Cristera
Sesto Campano	Sesto Campano
Vastogirardi	Vastogirardi
Venafro	Venafro
Muon neutrino	Neutrino muónico
San Teodoro (OT)	San Teodoro (Cerdeña)
Geena Davis	Geena Davis
Ai Yori Aoshi	Ai Yori Aoshi
Mitsuhiro Hidaka	AAA (banda)
Calvin Chen	Calvin Chen
Rock	Rock (desambiguación)
Osmaniye Province	Provincia de Osmaniye
Pittsburg, California	Pittsburg (California)
2721 Vsekhsvyatskij	(2721) Vsekhsvyatskij
2777 Shukshin	(2777) Shukshin
Kevin McCarthy	Kevin McCarthy
Tauramena	Tauramena
Talia al Ghul	Talia al Ghul
Michael McDonald	Michael McDonald (cantante)
Big Bang (bandang Timog Koreano)	Big Bang (banda)
Puerto Caicedo	Puerto Caicedo
Mundo de Cristal	Mundo de cristal
Juda	Judá (patriarca)
Relatibidad	Relatividad (desambiguación)
Lupain ng Punt	Punt
Vintl	Vandoies
Basilisk: The Kouga Ninja Scrolls	Basilisk: The Kouga Ninja Scrolls
Hapon (panahon)	Tarde
Butong orakulo	Hueso oracular
Bonnanaro	Bonnanaro
New York City Fire Department	Departamento de Bomberos de la Ciudad de Nueva York
Allioli	Alioli
Armungia	Armungia
Tukulti-Ninurta II	Tukultininurta II
Assemini	Assemini
Ballao	Ballao
Burcei	Burcei
Castiadas	Castiadas
Decimomannu	Decimomannu
Decimoputzu	Decimoputzu
Dolianova	Dolianova
Domus de Maria	Domus de Maria
Donori	Donori
Elmas	Elmas
Escolca	Escolca
Esterzili	Esterzili
Gergei	Gergei
Gesico	Gesico
Seiko Matsuda	Seiko Matsuda
Goni	Goni
Guamaggiore	Guamaggiore
Guasila	Guasila
Isili	Isili
Sondra Locke	Sondra Locke
Mandas	Mandas
Maracalagonis	Maracalagonis
Monastir, Sardinia	Monastir (Italia)
Monserrato	Monserrato
Muravera	Muravera
Nuragus	Nuragus
Nurallao	Nurallao
Nuraminis	Nuraminis
Nurri	Nurri
Ortacesus	Ortacesus
Pimentel, Sardinia	Pimentel (Italia)
Quartucciu	Quartucciu
Murakami, Niigata	Murakami (Niigata)
Quartu Sant'Elena	Quartu Sant'Elena
Pula, Sardinia	Pula (Italia)
Jason Bateman	Jason Bateman
Arielle Dombasle	Arielle Dombasle
Yolanda Saldívar	Yolanda Saldívar
Sadali, Sardinia	Sadali
Samatzai	Samatzai
Lafayette, California	Lafayette (California)
San Nicolò Gerrei	San Nicolò Gerrei
San Sperate	San Sperate
Sant'Andrea Frius	Sant'Andrea Frius
Quid pro quo	Quid pro quo
Sam Waterston	Sam Waterston
Sarroch	Sarroch
Mandu (siyomay)	Mandu
Selegas	Selegas
Senorbì	Senorbì
Serdiana	Serdiana
Serri	Serri
Sestu	Sestu
Publikano	Publicano
Seulo	Seulo
Siliqua, Sardinia	Siliqua (Italia)
Silius	Silius
Sinnai	Sinnai
Siurgus Donigala	Siurgus Donigala
Soleminis	Soleminis
Suelli	Suelli
Teulada, Sardinia	Teulada (Italia)
Ussana	Ussana
Uta, Sardinia	Uta (Italia)
Vallermosa	Vallermosa
Iligan	Iligan
San Pier Niceto	San Pier Niceto
Villanova Tulo	Villanova Tulo
Margaret Sanger	Margaret Sanger
Villaputzu	Villaputzu
Imelda Marcos	Imelda Marcos
Villasalto	Villasalto
Villa San Pietro	Villa San Pietro
Kasaysayan ng Anime	Historia del anime
Villasimius	Villasimius
Villasor	Villasor
Villaspeciosa	Villaspeciosa
Sokushinbutsu	Sokushinbutsu
Hosius ng Corduba	Osio de Córdoba
Harlem Yu	Harlem Yu
2705 Wu	(2705) Wu
Copacabana, Antioquia	Copacabana (Antioquia)
Émile Jaques-Dalcroze	Émile Jaques-Dalcroze
Buggerru	Buggerru
Calasetta	Calasetta
Domusnovas	Domusnovas
Fluminimaggiore	Fluminimaggiore
Giba, Sardinia	Giba (Italia)
Gonnesa	Gonnesa
Masainas	Masainas
Musei	Musei
Medea (dula)	Medea (Eurípides)
Narcao	Narcao
Nuxis	Nuxis
Dro (TN)	Dro
Faedo	Faedo (Italia)
Mobile Suit Gundam SEED Destiny	Gundam SEED Destiny
Rehistro (sosyolingguwistika)	Registro lingüístico
Fai della Paganella	Fai della Paganella
Perdaxius	Perdaxius
Piscinas	Piscinas (Italia)
San Giovanni Suergiu	San Giovanni Suergiu
Santadi	Santadi
Sant'Anna Arresi	Sant'Anna Arresi
Sant'Antioco	Sant'Antioco
Tony Randall	Tony Randall
Ximena Navarrete	Ximena Navarrete
Jack Klugman	Jack Klugman
Tratalias	Tratalias
Villamassargia	Villamassargia
Faver	Faver
Fiavè	Fiavè
Villaperuccio	Villaperuccio
ABC	ABC
Fiera di Primiero	Fiera di Primiero
Harold Ramis	Harold Ramis
Fierozzo	Fierozzo
Ghost Fighter	Yū Yū Hakusho
Eri Kawai	Eri Kawai
Sora Aoi	Sora Aoi
Flavon	Flavon
Folgaria	Folgaria
Arbus (Sardinia)	Arbus (Italia)
Barumini	Barumini
Collinas	Collinas
Furtei	Furtei
Grey Gargoyle	Gárgola Gris
Genuri	Genuri
Gesturi	Gesturi
Rob Reiner	Rob Reiner
Gonnosfanadiga	Gonnosfanadiga
Guspini	Guspini
Las Plassas	Las Plassas
Timothy Spall	Timothy Spall
Yumiko Kobayashi	Yumiko Kobayashi
Pauli Arbarei	Pauli Arbarei
Samassi	Samassi
San Gavino Monreale	San Gavino Monreale
Fondo	Fondo (Italia)
Fornace	Fornace
Sardara	Sardara
Serramanna	Serramanna
Battle Club	Battle Club
Crispus Attucks	Crispus Attucks
Garniga Terme	Garniga Terme
Serrenti	Serrenti
William Thomas Stead	William Thomas Stead
Setzu	Setzu
Frassilongo	Frassilongo
Siddi (Sardinia)	Siddi
Ussaramanna	Ussaramanna
Villanovaforru	Villanovaforru
Villanovafranca	Villanovafranca
Giovo	Giovo
Agnostisismo	Agnosticismo
Marjorie Estiano	Marjorie Estiano
Ida B. Wells	Ida Wells-Barnett
Castellana Sicula	Castellana Sicula
Lucélia Santos	Lucélia Santos
Rialto, California	Rialto (California)
Dayana Mendoza	Dayana Mendoza
Giustino (TN)	Giustino (Italia)
Sharjah	Sarja (ciudad)
Rie Miyazawa	Rie Miyazawa
Polly Holliday	Polly Holliday
Love (Thalía album)	Love (álbum de Thalía)
Hebe Tian	Hebe Tien
Jacob	Jacob
Grigno	Grigno
Grumes	Grumes
Imer	Imer
2751 Campbell	(2751) Campbell
Bad Guy	Villano
Isera	Isera
Marga López	Marga López
Mary McLeod Bethune	Mary McLeod Bethune
Ivano-Fracena	Ivano-Fracena
Bellenglise	Bellenglise
Hallie Eisenberg	Hallie Kate Eisenberg
Go Ah Sung	Ah-sung Ko
Lasino	Lasino
Lavis	Lavis
Ledro	Ledro
Legazpi	Legazpi
Mura	Mura (desambiguación)
Damage	Herida (desambiguación)
Avalanche	Avalanche
Ellen G. White	Ellen G. White
Belyadona	Belladonna (desambiguación)
CCP	CCP
Isis King	Isis King
Aguhon (paglilinaw)	Compás
Bay	Bay (desambiguación)
Esperanza	Esperanza (desambiguación)
Oscar de la Hoya	Óscar de la Hoya
Apl.de.ap	Apl.de.ap
Lea Salonga	Lea Salonga
Pampublikong sektor	Sector público
Khasekhemwy	Jasejemuy
Peter Finch	Peter Finch
Neil Diamond	Neil Diamond
Sam Shepard	Sam Shepard
Antipapa Juan XXIII	Juan XXIII (antipapa)
Am (paglilinaw)	Am
Arabe (paglilinaw)	Árabe
Martin Landau	Martin Landau
Aritzo	Aritzo
Drum	Drum (desambiguación)
Levico Terme	Levico Terme
Atzara	Atzara
Austis	Austis
Belvì	Belvì
Birori	Birori
Bitti	Bitti
Lisignago	Lisignago
Bolotana	Bolotana
Borore	Borore
Bortigali	Bortigali
Desulo	Desulo
Dorgali	Dorgali
Dualchi	Dualchi
Gadoni	Gadoni
Livo (TN)	Livo (Trentino-Alto Adigio)
Galtellì	Galtellì
Gavoi	Gavoi
Irgoli	Irgoli
Malosco	Malosco
Mr. T	Mr. T
Malè	Malè
Lei, Italy	Lei (Italia)
Loculi	Loculi
Satoshi Tajiri	Satoshi Tajiri
Lodine	Lodine
Lodè	Lodè
John Leguizamo	John Leguizamo
Lula, Italy	Lula (Italia)
Macomer	Macomer
Mamoiada	Mamoiada
Meana Sardo	Meana Sardo
Noragugume	Noragugume
Mazzin	Mazzin
Oliena	Oliena
Ollolai	Ollolai
Olzai	Olzai
Onanì	Onanì
Scarecrow (komiks)	El Espantapájaros
Onifai	Onifai
Oniferi	Oniferi
Bad Boy	Bad Boy
San Pablo	San Pablo (desambiguación)
Orani, Italya	Orani (Italia)
Mikhail Baryshnikov	Mijaíl Baryshnikov
Alpaka	Alpaca (desambiguación)
Orgosolo	Orgosolo
Cold	Cold
Tapa	Tapa
Bilbo	Bilbo
Word	Word (desambiguación)
Mezzano	Mezzano
Professor Hamilton	Ruina (DC Comics)
Florencia (paglilinaw)	Florencia (desambiguación)
Antipapa Laurentius	Lorenzo (antipapa)
Marte (paglilinaw)	Marte
Jan	Jan
Orosei	Orosei
Orotelli	Orotelli
Ortueri	Ortueri
Osidda	Osidda
Mezzocorona	Mezzocorona
Ottana	Ottana
Tala (paglilinaw)	Tala
Ovodda	Ovodda
Iyo	Iyo
Sarule	Sarule
Silanus, Sardinia	Silanus
Two-Face	Dos Caras (cómic)
Mezzolombardo	Mezzolombardo
Aquino	Aquino (desambiguación)
Sindia, Italy	Sindia
Siniscola	Siniscola
Sorgono	Sorgono
Teti, Italy	Teti (Italia)
Tiana	Tiana (Italia)
Tonara	Tonara
Torpè	Torpè
Fonni	Fonni
Molveno	Molveno
Richard Chamberlain	Richard Chamberlain
Monclassico	Monclassico
Montagne (TN)	Montagne (Italia)
Nago-Torbole	Nago-Torbole
Palo	Palo (desambiguación)
