Africa	África
Axno	Equus africanus asinus
1182	1182
1928	1928
1183	1183
1184	1184
1185	1185
1186	1186
1187	1187
1188	1188
1189	1189
1190	1190
1191	1191
1192	1192
1193	1193
1194	1194
1195	1195
1196	1196
1197	1197
1198	1198
1199	1199
Huiquipedia:Cualtzin tlahcuilōlli	Wikipedia:Artículos buenos
6	6
Josh Duhamel	Josh Duhamel
Tlācatilizilhuitl	Navidad
Romatlahtōlli	Lenguas romances
Huēytlaōntic xihuitl	Año bisiesto
Steve Jobs	Steve Jobs
Lady Gaga	Lady Gaga
Breinigerberg	Breinigerberg
Huēhuehocēlōtl	Panthera tigris
Juan Carlos I	Juan Carlos I de España
Francesco Totti	Francesco Totti
Nissan	Nissan
Samsung	Samsung
Paxcua	Pascua
Muse	Muse
Quimichtechalōtl	Tamias
Chapopohtli	Petróleo
Cemonocāyōtl cemānāhuacāyōcopa	Coordenadas geográficas
Atepipitztli	Coleoptera
Cactli	Zapato
Chināncalli	Parque
Pennsylvania-teutontlahtōlli	Alemán de Pensilvania
Xocomecamīllah	Viña
Āxōlōtl	Ambystoma mexicanum
Tetl	Piedra
1	1
10	10
20	20
Sussex Tlāpcopa	Sussex Oriental
30	30
Audi	Audi
Abcasia	Abjasia
40	40
9	9
7	7
8	8
Chicōme	Siete
Chicuēyi	Ocho
Taylor Lautner	Taylor Lautner
Jeremy Renner	Jeremy Renner
12	12
Chicōntōnalli	Semana
Mazātl	Cervidae
Cetl	Hielo
Totahtziné	Padre nuestro
Ātezcatl	Lago
Caxtillān xōnacatl	Allium sativum
Musée d'Orsay	Museo de Orsay
930	930
13	13
985	985
1122	1122
981	981
939	939
Osetia Huitztlāmpa	Osetia del Sur
Ernest Hemingway	Ernest Hemingway
Edinburgh	Edimburgo
51	51
Octave Mirbeau	Octave Mirbeau
Tlālhuāctli	Isla
Iztāc	Blanco (color)
Tlīltic	Negro (color)
814	814
678	678
950	950
679	679
996	996
680	680
37	37
980	980
900	900
1129	1129
Chris Pine	Chris Pine
843	843
Lordi	Lordi
690	690
691	691
988	988
692	692
476	476
693	693
Marseille	Marsella
694	694
695	695
Xōnacatl	Allium cepa
696	696
Chicuacē	Seis
697	697
698	698
Achcauhtlahtolli	Idioma oficial
699	699
700	700
Moshchena	Moshchena
701	701
702	702
703	703
Xītomatl	Solanum lycopersicum
704	704
705	705
George H. W. Bush	George H. W. Bush
706	706
68	68
89	89
707	707
708	708
709	709
11	11
710	710
711	711
Paltoga	Paltoga
712	712
713	713
714	714
715	715
Dmitri Medvedev	Dmitri Medvédev
716	716
717	717
718	718
719	719
720	720
Protestantismo	Protestantismo
721	721
722	722
Selena	Selena Quintanilla Pérez
723	723
Bryan Cranston	Bryan Cranston
724	724
Mérida, Venezuela	Mérida (Venezuela)
725	725
726	726
727	727
728	728
729	729
963	963
730	730
Podgoritza	Podgorica
731	731
962	962
732	732
733	733
997	997
734	734
972	972
735	735
955	955
901	901
736	736
737	737
936	936
738	738
953	953
902	902
739	739
15	15
740	740
14	14
741	741
742	742
17	17
743	743
958	958
744	744
500	500
745	745
150	150
746	746
880	880
747	747
748	748
Tlahtōltecpantiliztli	Diccionario
749	749
870	870
903	903
750	750
751	751
752	752
Cuaitl	Cabeza
753	753
987	987
754	754
965	965
755	755
924	924
951	951
932	932
23	23
800	800
120	120
42	42
967	967
989	989
960	960
969	969
957	957
1124	1124
971	971
937	937
992	992
990	990
899	899
975	975
942	942
966	966
1128	1128
959	959
973	973
18	18
Rowan Atkinson	Rowan Atkinson
19	19
16	16
Las Vegas, Nevada	Las Vegas
21	21
26	26
41	41
32	32
33	33
982	982
974	974
976	976
979	979
986	986
919	919
998	998
Palestina	Palestina (región)
995	995
977	977
1125	1125
934	934
Mahtlāctli	Diez
200	200
876	876
875	875
810	810
929	929
882	882
1127	1127
940	940
889	889
844	844
912	912
838	838
984	984
874	874
38	38
43	43
127	127
954	954
39	39
24	24
79	79
61	61
104	104
29	29
102	102
866	866
839	839
622	622
918	918
100	100
Lila Downs	Lila Downs
961	961
570	570
632	632
Andrew Garfield	Andrew Garfield
946	946
835	835
884	884
859	859
832	832
849	849
877	877
Ocēlōmiztli	Acinonyx jubatus
878	878
861	861
869	869
968	968
983	983
964	964
1121	1121
1123	1123
933	933
915	915
970	970
911	911
993	993
991	991
994	994
898	898
944	944
907	907
943	943
945	945
922	922
905	905
941	941
Ordino	Ordino
925	925
928	928
948	948
947	947
949	949
926	926
126	126
101	101
105	105
108	108
117	117
115	115
Teconalli	Carbón
22	22
46	46
25	25
153	153
156	156
31	31
825	825
Vancouver	Vancouver
301	301
116	116
886	886
330	330
860	860
842	842
165	165
871	871
893	893
203	203
909	909
222	222
931	931
938	938
917	917
160	160
28	28
Liverpool	Liverpool
Āltepehxic	Altepexi
85	85
88	88
76	76
54	54
477	477
914	914
920	920
913	913
Albany	Albany
935	935
841	841
Avatar	Avatar (película)
820	820
906	906
Āltepētl Bremen	Bremen
916	916
885	885
168	168
60	60
47	47
836	836
112	112
854	854
862	862
879	879
887	887
770	770
817	817
864	864
863	863
868	868
855	855
818	818
837	837
845	845
Roald Dahl	Roald Dahl
RMS Titanic	RMS Titanic
Rammstein	Rammstein
166	166
Ehēcalquixohuayān ītlālpancalactihuechiliz Cam Ranh	Aeropuerto de Cam Ranh
Benetice	Benetice (Světlá nad Sázavou)
Īlītl	Alnus
2016	2016
Ca Mau	Cà Mau
Mīmiztin	Felidae
552	552
2019	2019
Perexil	Petroselinum crispum
2017	2017
2018	2018
Zōyacapolcuahuitl	Phoenix dactylifera
-2	2 a. C.
-1	1 a. C.
Pichilemu	Pichilemu
Cōzamatl	Mustela nivalis
Teconxinachtli	Magnoliophyta
Chīcuahtli	Tyto alba
Micazayolli	Coccinellidae
Antoni Gaudí	Antoni Gaudí
Ācuāuhtli	Pandion haliaetus
2020	2020
Zōlcanauhtli	Anas platyrhynchos
Theodor Mommsen	Theodor Mommsen
Āpozonalli	Ámbar
Xīcohtli	Bombus
Stavanger	Stavanger
Icpitl	Lampyridae
Cuicuitzcatl	Hirundo rustica
Coxolihtli	Phasianus colchicus
Tlani teutontlahtōlli	Bajo alemán
Cuauhchochopihtli	Picidae
600	600
400	400
300	300
Holger Apfel	Holger Apfel
Xinachtlanelhuayōtl	Spermatophyta
Caxtillān canauhtli	Anas clypeata
Hermann Hesse	Hermann Hesse
Tromsø	Tromsø
Universidad Niccolò Cusano	Universidad Nicolás de Cusa
Takeshi Kitano	Takeshi Kitano
1040 xiuhtin	Años 1040
Tēucyōtl Hidalgo (Texas)	Condado de Hidalgo (Texas)
Āltepētl Juárez	Ciudad Juárez
BMW	BMW
Bergen	Bergen
Huēyimichtecuani	Orcinus orca
Huehxōlōtl	Meleagris gallopavo
Camilo Cienfuegos	Camilo Cienfuegos
Alfa Romeo	Alfa Romeo
Aston Martin	Aston Martin
Bentley	Bentley (automóviles)
Alismatales	Alismatales
Bugatti	Bugatti
Buick	Buick
Cadillac	Cadillac
Dodge	Dodge
Ferrari	Ferrari
AC/DC	AC/DC
Okinawa	Okinawa
Ainutlahtōlli	Idioma ainu
Caxtillān zōlin	Coturnix coturnix
Tzinācantli	Chiroptera
36	36
Tzontli	Pelo
Ācatl	Phragmites australis
Hastings, Sussex Tlāpcopa	Hastings
Willis Tower	Sears Tower
Hyundai	Hyundai
Montgomery, Alabama	Montgomery (Alabama)
Chevrolet	Chevrolet
Chrysler	Chrysler
815	815
816	816
822	822
840	840
823	823
811	811
771	771
888	888
768	768
851	851
205	205
159	159
107	107
162	162
103	103
802	802
Āhuitzotl	Lutra lutra
804	804
Huēyitlahtohcāyōtl in Tlanitlālpan	Reino de los Países Bajos
119	119
118	118
Extremaduratlahtōlli	Idioma extremeño
801	801
807	807
806	806
152	152
240	240
Pipiyōlin	Apis mellifera
218	218
655	655
496	496
Jaguar	Jaguar Cars
238	238
197	197
451	451
775	775
489	489
784	784
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
408	408
464	464
410	410
956	956
952	952
658	658
650	650
518	518
70	70
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
504	504
453	453
161	161
169	169
481	481
151	151
155	155
128	128
129	129
463	463
193	193
674	674
687	687
251	251
337	337
786	786
660	660
50	50
260	260
501	501
45	45
491	491
49	49
Ecser	Ecser
978	978
Silesiatlahtōlli	Idioma silesio
221	221
543	543
536	536
230	230
762	762
610	610
787	787
480	480
209	209
202	202
192	192
Zhengzhou	Zhengzhou
681	681
819	819
173	173
867	867
865	865
827	827
824	824
847	847
883	883
829	829
Mōtohtli	Cynomys
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
163	163
154	154
201	201
803	803
805	805
52	52
532	532
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
627	627
Е	Е
456	456
91	91
190	190
109	109
53	53
270	270
688	688
452	452
795	795
465	465
778	778
846	846
830	830
404	404
Tlahtohcātēīxiptla	Presidente
908	908
896	896
897	897
927	927
63	63
555	555
571	571
86	86
401	401
890	890
533	533
264	264
Mijaíl Gorbachov	Mijaíl Gorbachov
99	99
415	415
483	483
469	469
462	462
459	459
466	466
402	402
761	761
780	780
675	675
689	689
774	774
759	759
758	758
350	350
782	782
760	760
785	785
783	783
767	767
766	766
211	211
232	232
204	204
188	188
98	98
894	894
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
Heredia, Costa Rica	Heredia (Costa Rica)
Cartago, Costa Rica	Cartago (Costa Rica)
648	648
686	686
Limón, Costa Rica	Limón (ciudad)
664	664
677	677
640	640
110	110
111	111
137	137
138	138
122	122
140	140
809	809
167	167
665	665
Puntarenas, Costa Rica	Puntarenas (ciudad)
776	776
763	763
769	769
667	667
529	529
777	777
788	788
671	671
772	772
432	432
231	231
237	237
239	239
130	130
226	226
207	207
475	475
454	454
495	495
206	206
468	468
461	461
460	460
194	194
210	210
Caracalmiztli	Caracal caracal
225	225
311	311
220	220
541	541
642	642
390 xihuitl	Años 390
313	313
180	180
794	794
587	587
530	530
609	609
497	497
540	540
428	428
548	548
422	422
549	549
457	457
478	478
253	253
467	467
458	458
350 xihuitl	Años 350
158	158
157	157
164	164
124	124
113	113
121	121
106	106
551	551
494	494
320	320
242	242
Ё	Ё
291	291
48	48
Toloatzin	Datura stramonium
97	97
56	56
93	93
57	57
503	503
510	510
509	509
474	474
484	484
576	576
493	493
479	479
287	287
El Alto	El Alto
407	407
485	485
547	547
546	546
544	544
537	537
535	535
502	502
527	527
508	508
Mecatl	Cuerda
525	525
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
630	630
614	614
505	505
446	446
791	791
557	557
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
792	792
649	649
Nāuhpōhualmahtlāctli omēyi	Noventa y tres
895	895
756	756
663	663
779	779
662	662
684	684
773	773
757	757
435	435
790	790
437	437
433	433
764	764
426	426
781	781
425	425
429	429
423	423
765	765
235	235
233	233
223	223
224	224
216	216
219	219
254	254
272	272
208	208
175	175
170	170
171	171
172	172
58	58
59	59
139	139
114	114
134	134
135	135
179	179
142	142
96	96
181	181
146	146
145	145
183	183
182	182
184	184
324	324
589	589
521	521
92	92
597	597
329	329
Cracovia	Cracovia
133	133
413	413
258	258
Tehuitztli	Pico (zoología)
259	259
196	196
236	236
789	789
332	332
631	631
487	487
638	638
473	473
176	176
143	143
643	643
523	523
215	215
148	148
247	247
424	424
641	641
492	492
639	639
256	256
441	441
Garou	Garou
131	131
191	191
450	450
612	612
635	635
611	611
534	534
488	488
607	607
524	524
282	282
472	472
471	471
Tonantzin Guadalupe	Nuestra Señora de Guadalupe (México)
490	490
316	316
Ahtēpacholiztli	Anarquía
797	797
511	511
295	295
598	598
303	303
250	250
515	515
512	512
418	418
333	333
294	294
217	217
277	277
578	578
312	312
Tlacempōhualiztli	Suma
284	284
283	283
241	241
243	243
262	262
498	498
336	336
334	334
266	266
Māīxnāmiquiliztli	Boxeo
261	261
470	470
349	349
271	271
275	275
292	292
296	296
345	345
431	431
380 xihuitl	Años 380
304	304
550	550
586	586
588	588
554	554
229	229
583	583
265	265
263	263
585	585
582	582
556	556
420	420
280	280
581	581
558	558
302	302
309	309
353	353
335	335
367	367
344	344
245	245
290	290
449	449
308	308
255	255
439	439
319	319
318	318
299	299
419	419
416	416
338	338
310	310
315	315
359	359
360	360
273	273
286	286
288	288
278	278
455	455
577	577
575	575
482	482
486	486
580	580
567	567
564	564
561	561
328	328
325	325
317	317
574	574
566	566
249	249
348	348
442	442
443	443
267	267
244	244
248	248
343	343
562	562
417	417
268	268
Vendatlahtōlli	Idioma venda
590	590
269	269
499	499
409	409
405	405
406	406
403	403
414	414
411	411
412	412
560	560
592	592
Cebra	Cebra
276	276
314	314
323	323
366	366
362	362
545	545
531	531
514	514
513	513
539	539
538	538
519	519
516	516
520	520
522	522
528	528
506	506
526	526
507	507
Valery Leontiev	Valery Leontiev
214	214
213	213
212	212
228	228
227	227
149	149
174	174
189	189
199	199
141	141
132	132
125	125
123	123
147	147
144	144
198	198
178	178
177	177
187	187
195	195
186	186
347	347
620	620
624	624
605	605
629	629
Tlālocēlōtl	Leopardus pardalis
616	616
Las Cruces, Yancuīc Mēxihco	Las Cruces (Nuevo México)
615	615
644	644
646	646
633	633
637	637
436	436
434	434
Hererotlahtōlli	Idioma herero
293	293
427	427
185	185
360 xihuitl	Años 360
321	321
327	327
430	430
447	447
569	569
568	568
444	444
796	796
798	798
Buon Ma Thuot	Buôn Ma Thuột
793	793
685	685
Hartford	Hartford
799	799
683	683
274	274
579	579
281	281
306	306
438	438
297	297
421	421
298	298
Hawaitlahtōlli	Idioma hawaiano
351	351
352	352
355	355
Pandatlācamāyeh	Ailuropoda melanoleuca
Ātlācamāyeh	Ursus maritimus
95	95
94	94
594	594
Lozitlahtōlli	Idioma lozi
542	542
448	448
445	445
305	305
234	234
565	565
Otommanguetlahtōlli	Lenguas otomangues
381	381
385	385
553	553
307	307
584	584
346	346
257	257
Mayatlahtōlli	Lenguas mayenses
Tlahuītequiliztli	Rayo
285	285
591	591
Lombardotlahtōlli	Idioma lombardo
289	289
Māitl	Mano
563	563
252	252
595	595
246	246
596	596
593	593
Mictlāmpa Sototlahtōlli	Sesotho sa leboa
357	357
573	573
Simón Pedro	Simón Pedro
Tel Aviv	Tel Aviv
Tepēitzcuintli	Cuniculus paca
Tēpēhuanitlahtōlli	Idioma tepehuán
Izhuatl	Hoja
Valparaíso	Valparaíso
Xonatlahtōlli	Idioma shona
Hollywood	Hollywood
Marlon Brando	Marlon Brando
Suatitlahtōlli	Idioma suazi
559	559
599	599
326	326
341	341
322	322
Yutanāhuatlahtōlli	Lenguas uto-aztecas
Nathalia Dill	Nathalia Dill
Huāxyacac	Oaxaca
386	386
Tzhuanatlahtōlli	Setsuana
374	374
380	380
Yaquitlahtōlli	Idioma yaqui
Oxford, Oxfordshire	Oxford
136	136
Port-au-Prince	Puerto Príncipe
Hutlahtōlli	Chino wu
370 xihuitl	Años 370
Tsongatlahtōlli	Idioma tsonga
Sototlahtōlli	Sesotho
Rotterdam	Róterdam
Tlatzotzonalli	Instrumento musical
Quetzalcanauhtli	Cygnus (género)
Āmōlli	Jabón
Yancuīc Orleans	Nueva Orleans
Scarlett Johansson	Scarlett Johansson
Gwyneth Paltrow	Gwyneth Paltrow
Yahualtōntli	Disco compacto
Tepozmōyōtl	Helicóptero
382	382
342	342
373	373
372	372
1980s	Años 1980
J. K. Rowling	J. K. Rowling
Xālli	Arena
Caxtillān tlapalpopozōn	Rosa
Xācocēlōtl	Panthera pardus
Salzburg	Salzburgo
Albuquerque	Albuquerque
Yancuīc xihuitl	Año Nuevo
Santo Domingo	Santo Domingo
Tequixquiāc	Tequixquiac
Huēyāltepētl	Provincia
Ochonetli	Carica papaya
375	375
Isaac Asimov	Isaac Asimov
Trinidad, Bolivia	Trinidad (Bolivia)
Cobija	Cobija
Tarixa	Tarija
1970s	Años 1970
2000 xiuhtin	Años 2000
Copacabana	Copacabana
Iglesia Ortodoxa	Iglesia ortodoxa
Potosí	Potosí
Col	Brassica oleracea var. capitata
Agatha Christie	Agatha Christie
Āhuacatēcatlahtōlli	Idioma aguacateco
Āmoxcatlahtōlli	Idioma amuzgo
Chatinotlahtōlli	Idioma chatino
Āltepētl Cuhuait	Kuwait (ciudad)
Chollahtōlli	Idioma chol
Tezcatl	Espejo
Oruro	Oruro
Miztli	Puma concolor
-44	44 a. C.
Tēmelāhuanimeh Jehová	Testigos de Jehová
387	387
Brad Pitt	Brad Pitt
Kia	Kia Motors
Cuextēcatlahtōlli	Idioma huasteco
Huitzollahtōlli	Idioma huichol
Cuauhtzontēcatlahtōlli	Idioma huave
Arthur Conan Doyle	Arthur Conan Doyle
Ndebeletlahtōlli mictlāmpa	Idioma ndebele del norte
Mitohtli @@@u0026Catalunya, nou estat d'Europa"	Manifestación @@@u0026Catalunya, nou estat d'Europa"
Ocēlōtl	Panthera onca
1930s	Años 1930
1960s	Años 1960
1920s	Años 1920
Osaka	Osaka
Chināntēcatlahtōlli	Lenguas chinantecas
Guaranitlahtōlli	Idioma guaraní
Lamborghini	Lamborghini
Huāxcuahuitl	Leucaena leucocephala
Emmy Rossum	Emmy Rossum
Lotus	Lotus Cars
Maserati	Maserati
Mazda	Mazda
Mercedes-Benz	Mercedes-Benz
Mitsubishi Motors	Mitsubishi Motors
Huexōtl	Salix
Charles Bronson	Charles Bronson
Tlālpantli	Suelo
Hicoxcuahuitl	Ficus carica
Bridgetown	Bridgetown
Āmatlahcuilo	Escritor
Siligo	Siligo
Xapon tlālolīniliztli īhuān huēyāolīniliztli īpan 2011	Terremoto y tsunami de Japón de 2011
Puerto Montt	Puerto Montt
Tlapatiliztōcāitl	Pronombre
Mixehtlahtōlli	Idioma mixe
Mazāhuahtlahtōlli	Idioma mazahua
Mazātēcatlahtōlli	Lenguas mazatecas
Tzilīnitl	Vocal
Saint John	Saint John (Antigua y Barbuda)
Roseau	Roseau
1950s	Años 1950
Salta	Ciudad de Salta
Otontlahtōlli	Idioma otomí
Mixtēcatlahtōlli	Lenguas mixtecanas
Caxtillān quimichin	Rattus
Porto	Oporto
Yōltextli	Harina
The Lion King	El rey león
.ru	.ru
.ad	.ad
1940s	Años 1940
1910s	Años 1910
Mamut	Mammuthus
Mācēhualtlācatl	Indígenas de América
Tojolaballahtōlli	Idioma tojolabal
Totōnacatlahtōlli	Idioma totonaco
Ndebeletlahtōlli huitztlāmpa	Idioma ndebele del Sur
Calīxtli	Puerta
Michhuahcatlahtōlli	Idioma purépecha
Raramuritlahtōlli	Idioma tarahumara
Tzeltallahtōlli	Idioma tzeltal
Tzotzillahtōlli	Idioma tzotzil
Tlahtohcāpilli William of Wales	Guillermo de Cambridge
Toquelau	Tokelau
Cuīcapixqui	Compositor
Ātōnahuiztli Influenza A H1N1	Gripe porcina
Tlāppanēcatlahtōlli	Idioma tlapaneco
Salvador de Bahia	Salvador de Bahía
Mahtlāctli omōme	Doce
Toshirō Mifune	Toshirō Mifune
Thomas Mann	Thomas Mann
Tallahassee	Tallahassee
José Saramago	José Saramago
Pop	Pop
Alajuela	Alajuela (ciudad)
331	331
Mahtlāctli oncē	Once
365	365
Mahtlāctli omēyi	Trece
Koenigsegg	Koenigsegg
Āhuacacuahuitl	Persea americana
379	379
.fi	.fi
Luiz Inácio Lula da Silva	Luiz Inácio Lula da Silva
.ae	.ae
.am	.am
.de	.de
Āmatlalcāyōtl	Escritura
.fr	.fr
Lublin	Lublin
John Michael Talbot	John Michael Talbot
Tlālcacahuatl	Arachis hypogaea
.af	.af
Mācuīlpōhualli	Cien
.au	.au
Ixtezcatl	Gafas
.cz	.cz
.ag	.ag
Texihuitl	Granizo
Luciano Pavarotti	Luciano Pavarotti
Mila Kunis	Mila Kunis
-43	43 a. C.
Campora San Giovanni	Campora San Giovanni
Bloemfontein	Bloemfontein
.at	.at
.us	.us
.es	.es
.gr	.gr
.pl	.pl
.uk	.uk
Camohtli	Ipomoea batatas
Gregor Mendel	Gregor Mendel
Herta Müller	Herta Müller
Daniel Radcliffe	Daniel Radcliffe
Samurai	Samurái
-31	31 a. C.
Enya	Enya
.al	.al
.ar	.ar
Alexandre Dumas, père	Alexandre Dumas
.az	.az
Xena: Warrior Princess	Xena: la princesa guerrera
Santa Fe Ānalco	Santa Fe (Nuevo México)
Mahtlāctli onnāhui	Catorce
Caxtōlli	Quince
Caxtōlomēyi	Dieciocho
Universidad del Bío-Bío	Universidad del Bío-Bío
Suva	Suva
Xōlōitzcuintli	Xoloitzcuintle
Tōnēhuiliztli	Fiebre
-4	4 a. C.
Teide	Teide
1890s	Años 1890
.ao	.ao
.jp	.jp
.bd	.bd
.it	.it
-8	8 a. C.
Ācalquīxōhuayān Caxtillān	Puerto España
Quimichin	Mus (animal)
Xopaltic	Naranja (color)
Anquichichi	Lebreles
Sochi	Sochi
Emma Watson	Emma Watson
.bb	.bb
1800 xiuhtin	Años 1800
.ca	.ca
Nicolas Appert	Nicolás Appert
Eyjafjallajökull	Eyjafjallajökull
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
-14	14 a. C.
-27	27 a. C.
-19	19 a. C.
Mario Vargas Llosa	Mario Vargas Llosa
-3	3 a. C.
Radio Studio 54 Network	Radio Studio 54 Network
Caxtōlonnāhui	Diecinueve
Āhuacātzin	Hirundinidae
Xōchipaxcua	Pentecostés
.br	.br
.is	.is
.cg	.cg
Mezquentli	Pantalón
Mahtlācxihuitl	Década
.pt	.pt
Huēyāltepētl Concepción	Provincia de Concepción (Chile)
Rio Grande do Sul	Río Grande del Sur
Amazonas (Brasil)	Amazonas (Brasil)
-6	6 a. C.
-34	34 a. C.
Ilhuicaatentli	Playa
Caxtōlomōme	Diecisiete
Amapá	Amapá
Mazātlān	Mazatlán
Manaus	Manaos
Caxtōloncē	Dieciséis
Porto Alegre	Porto Alegre
Cempōhualli	Veinte
Tlācatlahtohcāyōtl Sahara	República Árabe Saharaui Democrática
.eg	.eg
-5	5 a. C.
-23	23 a. C.
Bahia	Bahía (Brasil)
.se	.se
A (kana)	あ
I (kana)	い
U (kana)	う
E (kana)	え
O (kana)	お
Ka (kana)	か
Jim Carrey	Jim Carrey
.bo	.bo
Julia Roberts	Julia Roberts
Ki (kana)	き
Ku (kana)	く
Ke (kana)	け
Ko (kana)	こ
Sa (kana)	さ
Shi (kana)	し
30 Seconds to Mars	30 Seconds to Mars
Su (kana)	す
Se (kana)	せ
So (kana)	そ
Ta (kana)	た
Tacloban	Tacloban
Chi (kana)	ち
Ray Bradbury	Ray Bradbury
Tsu (kana)	つ
Te (kana)	て
Cristina Fernández	Cristina Fernández de Kirchner
To (kana)	と
Na (kana)	な
Ni (kana)	に
Nu (kana)	ぬ
Ne (kana)	ね
No (kana)	の
Ha (kana)	は
Hi (kana)	ひ
Fu (kana)	ふ
He (kana)	へ
Dilma Rousseff	Dilma Rousseff
Ho (kana)	ほ
Ma (kana)	ま
Mi (kana)	み
Mu (kana)	む
Me (kana)	め
Mo (kana)	も
Ya (kana)	や
Yu (kana)	ゆ
Acre	Acre (Brasil)
Yo (kana)	よ
Ra (kana)	ら
Ri (kana)	り
Ru (kana)	る
Tecuicihtli	Brachyura
Re (kana)	れ
Ro (kana)	ろ
Wa (kana)	わ
Wo (kana)	を
N (kana)	ん
Texotlaticiliztli	Cirugía
We (kana)	ゑ
Wi (kana)	ゐ
-29	29 a. C.
Āltepētl Carson	Carson City
Alagoas	Alagoas
Anna Maria Jopek	Anna Maria Jopek
Frank Sinatra	Frank Sinatra
-7	7 a. C.
-9	9 a. C.
Eva Perón	Eva Perón
-32	32 a. C.
Opel	Opel
.mx	.mx
Porsche	Porsche
.hn	.hn
Germán Valdés	Germán Valdés
Jorge Ibargüengoitia	Jorge Ibargüengoitia
Arthur Penn	Arthur Penn
-48	48 a. C.
Táchira	Táchira
-26	26 a. C.
Apure	Apure
Santiago ohtli	Camino de Santiago
-11	11 a. C.
Jonathan Swift	Jonathan Swift
Calli	Edificio
Sony	Sony
Tomīn	Moneda
-16	16 a. C.
-35	35 a. C.
-13	13 a. C.
Īxīptlayōlmatiliztli	Sala de cine
Franz Liszt	Franz Liszt
-17	17 a. C.
-24	24 a. C.
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Federico García Lorca	Federico García Lorca
Mark Ruffalo	Mark Ruffalo
.sa	.sa
Kingstown	Kingstown
Tlanelhuatl	Raíz (botánica)
Saint George	Saint George (Granada)
Julia Gillard	Julia Gillard
Haifa	Haifa
Emiliano Zapata	Emiliano Zapata
Joseph Goebbels	Joseph Goebbels
Klagenfurt	Klagenfurt
Beersheba	Beerseba
-50	50 a. C.
.jm	.jm
.pa	.pa
.pe	.pe
Talcahuano	Talcahuano
1347 Tlīltic Miquiztli	Peste negra
.nz	.nz
In ītlahpalōlōcatzin María	Avemaría
Mirante do Vale	Mirante do Vale
Ōmpōhualli	Cuarenta
Ichcatohmitl	Lana
Huehcāuh Inglatlahtōlli	Idioma anglosajón
Cacahuacuahuitl	Theobroma cacao
Evo Morales	Evo Morales
Īpān Polonia	Bandera de Polonia
Sheffield	Sheffield
Nextic	Gris
Īpān Tlacetilīlli Tlahtohcāyōtl	Bandera de los Estados Unidos
Yama	Lama glama
Keira Knightley	Keira Knightley
Teōpixqui	Sacerdote
Piauí	Piauí
Santiago de los Caballeros	Santiago de los Caballeros
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Tlācamichin	Trichechus
Belo Horizonte	Belo Horizonte
Cēmpōhualmahtlāctli	Treinta
Īpān Italia	Bandera de Italia
Calmanani	Arquitecto
1600 xiuhtin	Años 1600
Franz Ferdinand	Francisco Fernando de Austria
Heinrich Himmler	Heinrich Himmler
Donetsk	Donetsk
Caxtillān chīlli	Piper nigrum
Huiquipedia:Yequihcuilōtl	Ortografía
Īpān Xapon	Bandera de Japón
Īpān Francia	Bandera de Francia
Zacatl	Poaceae
Enrique González Martínez	Enrique González Martínez
Manoel de Oliveira	Manoel de Oliveira
Zulia	Zulia
Barinas	Barinas (estado)
Membrillocuahuitl	Cydonia oblonga
Fresno	Fresno (California)
Folk	Música folk
Harry Potter and the Philosopher's Stone	Harry Potter y la piedra filosofal
1700 xiuhtin	Años 1700
Ocomiztli	Lynx lynx
Petlazolcoatl	Chilopoda
Fortaleza	Fortaleza (Ceará)
Cuāuhtohtli	Falco
Guayaquil	Guayaquil
Quetzalitztli	Esmeralda
Gerhart Hauptmann	Gerhart Hauptmann
Tehuilotl	Cristal
Huitzilli	Trochilidae
Xīctli	Ombligo
Eddie Murphy	Eddie Murphy
Azahuad	Azawad
Matt Groening	Matt Groening
Das Lied der Deutschen	Deutschlandlied
La Plata	La Plata
Reese Witherspoon	Reese Witherspoon
Ciruelacuahuitl	Prunus domestica
1500 xiuhtin	Años 1500
San Fernando del Valle de Catamarca	San Fernando del Valle de Catamarca
Tepozyōllōtl	Motor
Radiohead	Radiohead
Resistencia, Argentina	Ciudad de Resistencia
Rawson	Rawson
Córdoba, Argentina	Ciudad de Córdoba (Argentina)
Corrientes	Ciudad de Corrientes
Paraná, Argentina	Paraná (Argentina)
Formosa, Argentina	Ciudad de Formosa
Santa Rosa, Argentina	Ciudad de Santa Rosa
San Salvador de Jujuy	San Salvador de Jujuy
La Rioja, Argentina	Ciudad de La Rioja
Mendoza	Ciudad de Mendoza
Posadas	Posadas
Neuquén	Ciudad de Neuquén
Viedma	Viedma
San Juan, Argentina	Ciudad de San Juan
Río Gallegos	Río Gallegos
