Africa	África
Lasserade	Lasserade
Pouligny-Saint-Pierre (caseus)	Pouligny Saint Pierre (queso)
Nay (Pyrenaeus Atlanticus)	Nay (Pirineos Atlánticos)
Comites Barcinonenses	Anexo:Condes de Barcelona
Laberlière	Laberlière
Feignies	Feignies
Cesny-Bois-Halbout	Cesny-Bois-Halbout
Betaucourt	Betaucourt
Henricus Thomas	Henri Thomas
Westerwaldia	Westerwald
Hoodwinked!	Hoodwinked!
Gratreuil	Gratreuil
Fame (series televisifica)	Fame (serie de televisión de 1982)
Chenay-le-Châtel	Chenay-le-Châtel
Henricus Wottonius	Henry Wotton
The Greatest Show on Earth	El mayor espectáculo del mundo
Phineus	Fineo
Juillenay	Juillenay
Augustus Tasso Fragoso	Augusto Fragoso
Personalitas	Personalidad
Forléans	Forléans
Nova Villa ad Pontem	La Neuville-au-Pont
Obsessio Naxia (499 a.C.n.)	Sitio de Naxos
Notitia Dignitatum	Notitia dignitatum
Chambray-lès-Tours	Chambray-lès-Tours
Ménil	Ménil
Armorica	Armórica
Hédé-Bazouges	Hédé-Bazouges
Eygalayes	Eygalayes
Oost-Cappel	Oost-Cappel
Rhode (mythologia)	Rodo
Brother Bear 2	Brother Bear 2
Flêtre	Flêtre
Auvers-sous-Montfaucon	Auvers-sous-Montfaucon
Esprels	Esprels
Vybiti	Výbiti
Villa Real (Bonaëropolis)	Villa Real (Buenos Aires)
Mécringes	Mécringes
Courage the Cowardly Dog	Courage the Cowardly Dog
CN Mulieres	ONU Mujeres
Factio Communistica Iaponica	Partido Comunista Japonés
Maria Alden	Mary Alden
Seventh Son of a Seventh Son	Seventh Son of a Seventh Son
Domus Fujiwara	Clan Fujiwara
Nüwa	Nüwa
Saint-Denis-du-Maine	Saint-Denis-du-Maine
Saint-Christol-lès-Alès	Saint-Christol-lès-Alès
Sei personaggi in cerca d'autore	Seis personajes en busca de autor
Moivre (Matrona)	Moivre
La Bamba	La bamba
Cargiaca	Cargiaca
Baztan	Baztán
Europanto	Europanto
La Mancellière-sur-Vire	La Mancellière-sur-Vire
Le Mesnil-sur-Blangy	Le Mesnil-sur-Blangy
Houry	Houry
Fanum Sancti Albani (Litora ad Mare)	Saint-Alban (Côtes-d'Armor)
Opus sectile	Opus sectile
1957 Angara	(1957) Angara
Velasius De Paolis	Velasio De Paolis
Allériot	Allériot
Varennes-sous-Dun	Varennes-sous-Dun
Hallennes-lez-Haubourdin	Hallennes-lez-Haubourdin
Louvilliers-lès-Perche	Louvilliers-lès-Perche
Pannessières	Pannessières
Cult (Arar Superior)	Cult (Alto Saona)
Gaspare del Bufalo	Gaspar del Búfalo
Sourniac	Sourniac
Calagurris	Calahorra
Henricus Rochefort	Henri Rochefort
Lexicon Helvetiae historicum	Diccionario histórico de Suiza
Erechim	Erechim
Champ-du-Boult	Champ-du-Boult
Abbatia Sancti Martini Laudunensis	Abadía Saint-Martin de Laon
Genay (Clivus Aureus)	Genay (Côte-d'Or)
Carnelevarium Viae Regis	Carnaval de Viareggio
Saint-Jouin	Saint-Jouin
Pannonia Superior	Panonia Superior
Asidonia	Medina-Sidonia
Calmoutier	Calmoutier
Index lacuum Germaniae	Anexo:Lagos de Alemania
Wickham	Wickham (Hampshire)
Ioannes Venceslaus Kalivoda	Jan Kalivoda
Mortroux	Mortroux
Comitatus Burgundiae (provincia Franciae)	Franco Condado de Borgoña
Ioannes Petrus Falck	Johann Peter Falck
Tomblaine	Tomblaine
La Muraz	La Muraz
2572 Annschnell	(2572) Annschnell
Cran-Gevrier	Cran-Gevrier
Courson	Courson
Christus	Cristo
Razengues	Razengues
Escoville	Escoville
Fortuneswell	Fortuneswell
Patria	Patria
Belloy-sur-Somme	Belloy-sur-Somme
Romeries	Romeries
Index Asteroidum 79001-80000	Anexo:Asteroides (79001)–(80000)
Fromelles	Fromelles
Durfort-et-Saint-Martin-de-Sossenac	Durfort-et-Saint-Martin-de-Sossenac
Anna Lins dos Guimarães Peixoto	Cora Coralina
Isagoge (Porphyrius)	Isagoge
Saint-Aignan-sur-Roë	Saint-Aignan-sur-Roë
Sembas	Sembas
Atafu	Atafu
Samonum (discretiva)	Samone
Aspet	Aspet
Mahometus Mahmoud Ould Louly	Mohamed Mahmoud Ould Louly
8933 Kurobe	(8933) Kurobe
Morvilliers (Alba)	Morvilliers (Aube)
Fenain	Fenain
Index Asteroidum 88001-89000	Anexo:Asteroides (88001)–(89000)
Murder in Mesopotamia	Asesinato en Mesopotamia
Lugan (Avario)	Lugan (Aveyron)
Negima! Magister Negi Magi	Mahō Sensei Negima!
Sémeries	Sémeries
Hudicsovaldum	Hudiksvall
Saint-Ouen-le-Houx	Saint-Ouen-le-Houx
Ilharre	Ilharre
Publius Licinius P.f. Calvus Esquilinus	Publio Licinio Calvo
Virgo de Coromoto	Nuestra Señora de Coromoto
Xochimilco	Xochimilco
Marmanhac	Marmanhac
Azilone-Ampaza	Azilone-Ampaza
Montigny-sur-Aube	Montigny-sur-Aube
Aresches	Aresches
Ius idoneae vivendi rationis	Derecho a un nivel de vida adecuado
Edmundus Casimirus Szoka	Edmund Szoka
Morieux	Morieux
Peymeinade	Peymeinade
Iosephus Malcampo y Monge	José Malcampo
Mujeres al borde de un ataque de nervios	Mujeres al borde de un ataque de nervios
Sicagoensis Fluvius	Río Chicago
Montbéliardot	Montbéliardot
Avèze (Podium Dumiatis)	Avèze (Puy-de-Dôme)
Wulverdinghe	Wulverdinghe
Habib Bourguiba	Habib Burguiba
Margny (Arduenna)	Margny (Ardenas)
Belone belone	Belone belone
Principia et parametra	Principios y parámetros
Meigné-le-Vicomte	Meigné-le-Vicomte
Translatio cordis	Trasplante de corazón
Bertrandus Poirot-Delpech	Bertrand Poirot-Delpech
Criteuil-la-Magdeleine	Criteuil-la-Magdeleine
Follis aërius	Globo (juguete)
Vergilius Ferreira	Vergílio Ferreira
Rai 3	Rai 3
Arethusa	Aretusa (náyade)
Sanctus Hermelandus de Eremo	Saint-Erblon (Ille y Vilaine)
Petrus Venerabilis	Pedro el Venerable
Triginta Tyranni	Treinta Tiranos
Coulouvray-Boisbenâtre	Coulouvray-Boisbenâtre
Bellaing	Bellaing
Ioannes Titelouze	Jean Titelouze
Leyment	Leyment
Auzielle	Auzielle
Virazeil	Virazeil
Globulus	Rosquilla
Versainville	Versainville
Sanitium	Senez
9905 Tiziano	(9905) Tiziano
Bousse (Sartha)	Bousse (Sarthe)
Verneil-le-Chétif	Verneil-le-Chétif
Marius Sironi	Mario Sironi
Monongahela (flumen)	Río Monongahela
Index Asteroidum 179001-180000	Anexo:Asteroides (179001)–(180000)
Syam	Syam
Divisiones Angliae administrativae	Anexo:Condados metropolitanos y no metropolitanos de Inglaterra
Lucius Papirius Mugillanus	Lucio Papirio Mugilano
Angoumé	Angoumé
Images and Words	Images and Words
Flores (Bonaëropolis)	Flores (Buenos Aires)
Designatio rerum astronomicarum	Convenciones sobre nomenclatura astronómica
Brie (Samara)	Brie (Somme)
Vélez Sársfield (Bonaëropolis)	Vélez Sársfield (Buenos Aires)
Groma	Groma (instrumento de medida)
Cheix-en-Retz	Cheix-en-Retz
La Collancelle	La Collancelle
La Meurdraquière	La Meurdraquière
Corbigny	Corbigny
Le Brusquet	Le Brusquet
Vincentius Lerinensis	Vicente de Lerins
Latronche	Latronche
Limon (Niver)	Limon
Pistillum	Sello
Transbaicalia	Transbaikalia
Lucinges	Lucinges
Supercalefactio	Supercalentamiento
Cratippus Atheniensis	Cratipo de Atenas
Melchior Cano	Melchor Cano
Saint-Avit-le-Pauvre	Saint-Avit-le-Pauvre
Bourdeau	Bourdeau
La Meauffe	La Meauffe
Linexert	Linexert
Prédefin	Prédefin
Pserimos	Pserimos
Mausoleum Gallae Placidiae	Mausoleo de Gala Placidia
Vitudurum (districtus)	Distrito de Winterthur
Alocasia	Alocasia
Saint-Jean-de-Thurac	Saint-Jean-de-Thurac
Promissio comitis Raimundi VII Lutetiae facta (1229)	Tratado de París (1229)
Spurius Furius L.f. Medullinus	Espurio Furio Medulino (tribuno 400 a. C.)
Monchaux-sur-Écaillon	Monchaux-sur-Écaillon
Tocqueville (Manica)	Tocqueville (Mancha)
Gulielmus Thomas Pritchard	William Thomas Pritchard
Marcus Sempronius M.f. Tuditanus	Marco Sempronio Tuditano (cónsul 185 a C.)
Saint-Paul-le-Froid	Saint-Paul-le-Froid
Novale	Novale
Ripae-Vaciamatritum	Rivas-Vaciamadrid
Tolla	Tolla
Prinsepia	Prinsepia
Chailland	Chailland
Blandford Forum	Blandford Forum
Confuciusornis	Confuciusornis
Secretaria Status (Sancta Sedes)	Secretaría de Estado de la Santa Sede
Sarpourenx	Sarpourenx
Saint-Lizier-du-Planté	Saint-Lizier-du-Planté
Proetus	Preto
Montmort-Lucy	Montmort-Lucy
Vedastus Franciae (Dux Aurelianensis)	Gastón de Orleans
Clermont-de-Beauregard	Clermont-de-Beauregard
Saint-Laurent-de-Condel	Saint-Laurent-de-Condel
Valoreille	Valoreille
Lewarde	Lewarde
Boëssé-le-Sec	Boëssé-le-Sec
Ostreina	Ostreina
Fidei Defensor	Fidei defensor
Féas	Féas
Triumphus mortis (Bruegel)	El triunfo de la Muerte
Sparassocynus	Sparassocynus
Thomas Bell	Thomas Bell
Souprosse	Souprosse
Bulbus olfactorius	Bulbo olfatorio
Chalcodryidae	Chalcodryidae
Ager Gallicus	Ager Gallicus
Montigny (Sartha)	Montigny (Sarthe)
2948 Amosov	(2948) Amosov
Liberatio oeconomica	Liberalización económica
La Ronde-Haye	La Ronde-Haye
Mamers	Mamers
Ludovicus Caput	Louis Caput
Mogneville	Mogneville
Lestelle-Bétharram	Lestelle-Bétharram
Pouy-Loubrin	Pouy-Loubrin
Phanariotae	Fanariotas
Savagius Landor	Walter Savage Landor
Cereticensis comitatus	Cardiganshire
Populetum (abbatia)	Monasterio de Poblet
Serianthes	Serianthes
Bellecombe	Bellecombe
Obeliscus Constantii	Obelisco de Letrán
Rabou	Rabou
Michael Iglesias	Miguel Iglesias Pino de Arce
Souraïde	Souraïde
Onay	Onay
Tegea	Tegea
Biarne	Biarne
Capafonts	Capafons
Mare Hespericum	Mar de Cerdeña
Cuauhtémoc (districtus foederalis)	Cuauhtémoc (Distrito Federal)
Arthezé	Arthezé
Tivenys	Tivenys
Boisbergues	Boisbergues
Bessé-sur-Braye	Bessé-sur-Braye
Epocha Condatensis	Coniaciense
Diana (nomen)	Diana (nombre)
Loisy (Arar et Liger)	Loisy (Saona y Loira)
Hyémondans	Hyémondans
Lioux	Lioux
Champeau-en-Morvan	Champeau-en-Morvan
Chervettes	Chervettes
Mons Berlin	Monte Berlín
3975 Verdi	(3975) Verdi
Lagarde-Hachan	Lagarde-Hachan
Ave Regina Coelorum	Ave Regina Caelorum
Saint-André-sur-Orne	Saint-André-sur-Orne
Allancha	Allanche
Sense (districtus)	Distrito de Sense
Montagny-les-Lanches	Montagny-les-Lanches
Ioannes de Lanessan	Jean Marie Antoine de Lanessan
Hautacam	Hautacam
Heriniacus	Éragny
Universitas Pisana	Universidad de Pisa
Sauvimont	Sauvimont
Baron-sur-Odon	Baron-sur-Odon
Ars Christiana	Arte cristiano
Alfredus	Alfredo (nombre)
Saint-Gand	Saint-Gand
Hénansal	Hénansal
Chisséria	Chisséria
Proelium Eblanae	Batalla de Dublín
Index Asteroidum 34001-35000	Anexo:Asteroides (34001)–(35000)
Morpho	Morpho
Noalhat	Noalhat
2830 Greenwich	(2830) Greenwich
Colomannus (Sanctus)	Colmano de Stockerau
Humanus Cultus Sericae	Cultura de China
Blaignan	Blaignan
Loeb Classical Library	Loeb Classical Library
Saint-Même-le-Tenu	Saint-Même-le-Tenu
2760 Kacha	(2760) Kacha
Hérenguerville	Hérenguerville
Era (grex musicus)	Era (proyecto musical)
Sicani montes	Montes Sicanos
Vautorte	Vautorte
Domus Nassoviana	Casa de Nassau
Beatus Rhenanus	Beatus Rhenanus
Decimus Iunius Novius Priscus	Décimo Junio Novio Prisco Rufo
Consequentialismus	Consecuencialismo
Viersat	Viersat
Saint-Clément (Mons Celtorum)	Saint-Clément (Cantal)
La Chapelle-Bâton (Vigenna)	La Chapelle-Bâton (Vienne)
Pleurs	Pleurs
Les Ulmes	Les Ulmes
Beuveille	Beuveille
Boux-sous-Salmaise	Boux-sous-Salmaise
Historia Romae	Historia de Roma
Lavilletertre	Lavilletertre
Dallet	Dallet
Philippus I (marchio Namurcensis)	Felipe I de Namur
Tabulae sepulcrales Fayyum	Retratos de El Fayum
Pommerol	Pommerol
Cornus (Avario)	Cornus (Aveyron)
Lathus-Saint-Rémy	Lathus-Saint-Rémy
Celoux	Celoux
Nouaillé-Maupertuis	Nouaillé-Maupertuis
Condé-sur-Ifs	Condé-sur-Ifs
Vic-Fezensac	Vic-Fezensac
Cogners	Cogners
Sardon	Sardon
Barran	Barran
Oxanthera	Oxanthera
Stella (Navarra)	Estella
Hydrodamalinae	Hydrodamalinae
Saint-Ganton	Saint-Ganton
Gaudechart	Gaudechart
Argentreium	Argentré
Gramen maritimum	Pradera marina
Pouillat	Pouillat
Sequentiatorium	Secuenciador
Seynes	Seynes
Thyrsus González	Tirso González de Santalla
Arpaionum	Arpajon
Thillois	Thillois
Peri (Corsica Meridionalis)	Peri
Index divisionum administrativarum Finniae	Organización territorial de Finlandia
Bourg-de-Sirod	Bourg-de-Sirod
Mondevert	Mondevert
Lata (Insulae Salomonis)	Lata (Islas Salomón)
Brigida (Litora ad Mare)	Berhet
Lucius Plautius L.f. Venox	Lucio Plaucio Veno
Vilabella	Vilabella
Piriac-sur-Mer	Piriac-sur-Mer
Licq-Athérey	Licq-Athérey
Cornarium	Cornier
Sancé	Sancé
Bassignac	Bassignac
Montrabot	Montrabot
Baudement	Baudement
Optime noscitis (1854)	Optime noscitis (encíclica de 1854)
Centrarchidae	Centrarchidae
Corcondray	Corcondray
Claravallis (Francia)	Abadía de Claraval
Argillières	Argillières
Palaestra	Palestra
Aarwangen (circulus)	Distrito de Aarwangen
Chantemerle-les-Blés	Chantemerle-les-Blés
Noceta	Noceta
Bridfertus Ramesiensis	Byrtferth de Ramsey
14-Bis	14-bis
Ineuil	Ineuil
Meñaca	Meñaca
Stoico Breskovski	Stoicho Breskovski
Helvinus	Salinello
Şırnak (provincia)	Provincia de Şırnak
Мёртвые души	Almas muertas
Saint-Louet-sur-Vire	Saint-Louet-sur-Vire
Thesaurus Linguae Latinae	Thesaurus Linguae Latinae
Villy-en-Auxois	Villy-en-Auxois
Allexis	Allexis
Linus (vates)	Lino (mitología)
Fenneviller	Fenneviller
Via Nomentana	Vía Nomentana
Ménil-Froger	Ménil-Froger
Arrecife	Arrecife (España)
Haynecourt	Haynecourt
Saint-Contest	Saint-Contest
The China Syndrome	El síndrome de China
Triac-Lautrait	Triac-Lautrait
Culhat	Culhat
Belvis (Francia)	Belvis
Hombleux	Hombleux
Marcus Antonius Memmo	Marcantonio Memmo
Lozay	Lozay
Er	Mito de Er
Saint-Didier-en-Donjon	Saint-Didier-en-Donjon
Tiquadra	Isla Conejera (Ibiza)
Moriat	Moriat
Iosephus Piermarini	Giuseppe Piermarini
Aigle (districtus)	Distrito de Aigle
Le Broc (Alpes Maritimae)	Le Broc (Alpes Marítimos)
Amettes	Amettes
Lynde	Lynde
Carolus Ludovicus Spegazzini	Carlos Luis Spegazzini
Fabula Schleicher	La oveja y los caballos
Index Asteroidum 127001-128000	Anexo:Asteroides (127001)–(128000)
Privilegium Minus	Privilegium Minus
Roseti Virgo	Virgen del rosal (Schongauer)
Saint-Marcel (Ebura)	Saint-Marcel (Eure)
Chavannes-sur-Suran	Chavannes-sur-Suran
Saint-Jean-de-Fos	Saint-Jean-de-Fos
Montbeugny	Montbeugny
Gambas	Gambas
Battlefield: Bad Company	Battlefield: Bad Company
Beauchêne (Olina)	Beauchêne (Orne)
Tramoyes	Tramoyes
Intramnum	Antrain
Le Pin (Carantonus Maritimus)	Le Pin (Charente Marítimo)
Acanthurus	Acanthurus
Fargues (Landae)	Fargues (Landas)
Matroneum	Matroneo
A Tour through the Whole Island of Great Britain	Un viaje a través de toda la Isla de Gran Bretaña
Saillant	Saillant
Marklandia	Markland
Idomeneus Lampsacenus	Idomeneo de Lámpsaco
Res Publica Brunsvicum	Estado Libre de Brunswick
Marcus Sergius Esquilinus	Marco Sergio Esquilino
Val-de-Travers (districtus)	Distrito de Val-de-Travers
Saint-Floxel	Saint-Floxel
Jonquières (Vallis Clausa)	Jonquières (Vaucluse)
Lexurium	Lixouri
Niergnies	Niergnies
Cerfontaine (Septentrio)	Cerfontaine
Asio	Asio (género)
Bassuet	Bassuet
Aedes Urbanae Holmienses	Ayuntamiento de Estocolmo
Asheville (Carolina Septentrionalis)	Asheville
Frúniz	Frúniz
Cimbrorum Portus	Simrishamn
Bagiry	Bagiry
Index Asteroidum 195001-196000	Anexo:Asteroides (195001)–(196000)
Eugenius Tisserant	Eugène Tisserant
Tecnológico de Antioquia	Tecnológico de Antioquia
Christiani Sancti Thomae	Cristianos de Santo Tomás
Serra-di-Scopamène	Serra-di-Scopamène
Loyettes	Loyettes
Ventiseri	Ventiseri
Belvèze	Belvèze
Forges-la-Forêt	Forges-la-Forêt
Nemorensis lacus	Lago de Nemi
Le Ménil-de-Briouze	Le Ménil-de-Briouze
Caprioleria	La Chevrolière
Martin Comitatus (Florida)	Condado de Martín (Florida)
Giocatojo	Giocatojo
Ochotium	Ojotsk
Cercier	Cercier
Épense	Épense
Lignières-Orgères	Lignières-Orgères
Universitas Andorrae	Universidad de Andorra
Cora (discretiva)	Cora
Raissac-sur-Lampy	Raissac-sur-Lampy
Critobulus Imbriota	Miguel Critóbulo
Euthyphron	Eutifrón
Argonautica (Valerius Flaccus)	Argonáuticas (Valerio Flaco)
Echevarría (Biscaia)	Echevarría (Vizcaya)
Liber Thomae athletae	Libro de Tomás el Contendiente
Magny-Jobert	Magny-Jobert
Systema crystallorum orthorhombicorum	Sistema cristalino ortorrómbico
Sant Quintí de Mediona	San Quintín de Mediona
Scholarches	Escolarca
Obsidio Rhodi (305 a.C.n.)	Sitio de Rodas
Flottemanville-Hague	Flottemanville-Hague
Argonna	Argonay
Pardies-Piétat	Pardies-Piétat
Guillelmus de Bergueda	Guilhem de Berguedan
Andillac	Andillac
Saint-Laurent (Arduenna)	Saint-Laurent (Ardenas)
Física o Química	Física o química
Villers-Semeuse	Villers-Semeuse
Gahardum	Gahard
Chaméane	Chaméane
Vivier-au-Court	Vivier-au-Court
Pythia (certamina)	Juegos Píticos
Ville-sur-Lumes	Ville-sur-Lumes
Spondylus (genus)	Spondylus
Issancourt-et-Rumel	Issancourt-et-Rumel
Lumes	Lumes
Villers-Cernay	Villers-Cernay
Plumetot	Plumetot
Pouru-aux-Bois	Pouru-aux-Bois
Saint-Quentin-sur-Indrois	Saint-Quentin-sur-Indrois
Ducatus Urvini	Ducado de Urbino
Rubécourt-et-Lamécourt	Rubécourt-et-Lamécourt
Saint-Pierre-la-Rivière	Saint-Pierre-la-Rivière
Fanum Sanctae Mariae de Finibus Terrae	Santa María de Leuca
Briquemesnil-Floxicourt	Briquemesnil-Floxicourt
Pouillon (Matrona)	Pouillon (Marne)
Galfridus Hill	Geoffrey Hill
Léoncel	Léoncel
Alfredus Xuereb	Alfred Xuereb
Jourgnac	Jourgnac
Gaius Norbanus Flaccus (consul 15)	Gayo Norbano Flaco (cónsul 15)
Molendinetum (Alpes Maritimae)	Moulinet (Alpes Marítimos)
Giat	Giat
Pella (nomus Graeciae)	Unidad periférica de Pella
Montrécourt	Montrécourt
Sephiroth (ludi persona)	Sefirot (Final Fantasy VII)
Ferdinandus Poo	Fernão do Pó
Richard II (Shakesperius)	Ricardo II (Shakespeare)
Nivollet-Montgriffon	Nivollet-Montgriffon
Senso	Senso
Cauca	Coca (Segovia)
Poggio-Marinaccio	Poggio-Marinaccio
Chronica maiora (Paris)	Chronica Majora
Marçon	Marçon
La solitudine dei numeri primi (pellicula)	La soledad de los números primos (película)
Daniel Keenan Savage	Dan Savage
Domps	Domps
Deversorium Astoria	Hotel Astoria de Bruselas
Aix (Septentrio)	Aix (Norte)
Waldo Augiensis	Waldo de Reichenau
Consilium Formae Civitatis Constituendae (Germania 1919)	Asamblea Nacional de Weimar
Calendarium Internationale Perpetualeque	Calendario fijo internacional
Index proconsulum Asiae	Anexo:Procónsules romanos de Asia (Bajo Imperio)
Taeniolethrinops cyrtonotus	Taeniolethrinops cyrtonotus
Connantre	Connantre
Dournon	Dournon
Sainte-Pience	Sainte-Pience
Missy (Calva Dorsa)	Missy (Calvados)
Capendu	Capendu
Ericussa	Alicudi
Claudius Mamertinus	Claudio Mamertino
Henricus Liddell	Henry Liddell
Ernestus Goüin	Ernest Goüin
Universitas Nairobiae	Universidad de Nairobi
Vénéjan	Vénéjan
Our (Iura)	Our (Jura)
Bomba atomica	Bomba atómica
Bibracte	Bibracte
Collegium Petri (Cantabrigia)	Peterhouse
Sérignac-Péboudou	Sérignac-Péboudou
Royat	Royat
Dioecesis Basileensis	Diócesis de Basilea
Comoedia Nova	Comedia nueva
Laye	Laye
Minga Guazu	Minga Guazú
Lupercalia	Lupercales
Sicyopus jonklaasi	Sicyopus jonklaasi
Arthurus Seyß-Inquart	Arthur Seyß-Inquart
Chapelaine	Chapelaine
La fiesta del chivo	La fiesta del chivo
Jouy-lès-Reims	Jouy-lès-Reims
Glandulae parathyreoideae	Glándula paratiroides
Briosne-lès-Sables	Briosne-lès-Sables
Rondò Veneziano	Rondò Veneziano
Saint-Malo-de-la-Lande	Saint-Malo-de-la-Lande
Schwalldorf	Schwalldorf
Servitus salariaria	Esclavitud del salario
Portus Sancti Petri	Port-Saint-Père
La Piarre	La Piarre
Bony (Axona)	Bony
Claudius Vivier	Claude Vivier
Meloneus	Bombín (sombrero)
Cassovia IV	Košice IV
Oletta	Oletta
Esaias Bowman	Isaiah Bowman
Ludovicus Vicat	Louis Vicat
Belflou	Belflou
Augustus French	Augustus C. French
Unbreakable	El protegido
Carcanières	Carcanières
Seleucia ad Calycadnum	Silifke
Cazeneuve (Aegirtius)	Cazeneuve
La Demie	La Demie
Antechinus	Antechinus
Champillon	Champillon
Lexingtonia Saeptum (Terra Mariae)	Lexington Park (Maryland)
Ménétréols-sous-Vatan	Ménétréols-sous-Vatan
Buais	Buais
Daigny	Daigny
Mirepoix (Aegirtius)	Mirepoix (Gers)
Carthaginensis	Carthaginense
Marcus Iulius Vestinus Atticus	Marco Julio Vestino Ático
Lono	Lono
Nundinae Francofurtenses	Feria de Fráncfort
Fakaofo	Fakaofo
Ecclesia Grundtvig	Iglesia de Grundtvig
Ribécourt-la-Tour	Ribécourt-la-Tour
Glans penis	Glande
Ioannes Della Casa	Giovanni della Casa
Morez	Morez
Reigneville-Bocage	Reigneville-Bocage
Saint-Yaguen	Saint-Yaguen
Ou (ligatura Graeca)	Ou (letra)
Robertus Bourassa	Robert Bourassa
Universitas Nationalis Ruandae	Universidad Nacional de Ruanda
Montaiguët-en-Forez	Montaiguët-en-Forez
La Bisbal de Falset	La Bisbal de Falset
Bellum Corinthium	Guerra de Corinto
Yogyakartae Principia in Actione	Principios de Yogyakarta en acción
Cucujoidea	Cucujoidea
Lalanne-Arqué	Lalanne-Arqué
Salutatio matutina	Cliente (Roma antigua)
Arguel (Dubis)	Arguel (Doubs)
Ayguesvives	Ayguesvives
Saleignes	Saleignes
The Golden Bough	La rama dorada
Bellum Alexandrinum	De bello Alexandrino
Nosa	Năsăud
Brouzet-lès-Quissac	Brouzet-lès-Quissac
Boves (Samara)	Boves (Somme)
Lygdamis Naxius	Ligdamis de Naxos
Janville (Esia)	Janville (Oise)
Noviant-aux-Prés	Noviant-aux-Prés
Boussès	Boussès
Artus Quellinus	Artus Quellinus
Saint-Maurice-de-Lestapel	Saint-Maurice-de-Lestapel
Martainville (Calva Dorsa)	Martainville (Calvados)
Index communium praefecturae Niveris	Anexo:Comunas de Nièvre
Pouydesseaux	Pouydesseaux
Index communium praefecturae Matronae	Anexo:Comunas de Marne
Satupaitea (pagus)	Satupa'itea
Entraygues-sur-Truyère	Entraygues-sur-Truyère
Index communium praefecturae Sequanae Maritimae	Anexo:Comunas de Sena Marítimo
Index communium praefecturae Ligerulae	Anexo:Comunas de Loiret
Index communium praefecturae Murtae et Mosellae	Anexo:Comunas de Meurthe y Mosela
Index communium praefecturae Sequanae et Matronae	Anexo:Comunas de Sena y Marne
Index communium praefecturae Sarthae	Anexo:Comunas de Sarthe
Index communium praefecturae Meduanae et Ligeris	Anexo:Comunas de Maine y Loira
Index communium praefecturae Matronae Superioris	Anexo:Comunas de Alto Marne
Index communium praefecturae Andrae et Ligeris	Anexo:Comunas de Indre y Loira
Index communium praefecturae Reunionis	Comunas del departamento de Reunión
Quasquara	Quasquara
Index communium praefecturae Esiae	Anexo:Comunas de Oise
Index communium praefecturae Meduanae	Anexo:Comunas de Mayenne
Saint-Fort	Saint-Fort
Saint-André-de-Valborgne	Saint-André-de-Valborgne
Petrus Assouline	Pierre Assouline
Sainte-Marie-de-Gosse	Sainte-Marie-de-Gosse
Sardent	Sardent
Saint-Julien-en-Born	Saint-Julien-en-Born
Bay (Arar Superior)	Bay (Alto Saona)
Saint-Gatien-des-Bois	Saint-Gatien-des-Bois
Vila-rodona	Vilarrodona
Decem milia	Expedición de los Diez Mil
Revúca (circulus)	Distrito de Revúca
Hermival-les-Vaux	Hermival-les-Vaux
Sirrus (districtus)	Distrito de Sierre
Young Frankenstein	Young Frankenstein
Coye-la-Forêt	Coye-la-Forêt
Saint-Gilles-Pligeaux	Saint-Gilles-Pligeaux
Sauveterre-de-Rouergue	Sauveterre-de-Rouergue
Plutarchi Moralia	Moralia (Obras morales y de costumbres)
Saint-Jean-Chambre	Saint-Jean-Chambre
Cormicy	Cormicy
Umberto D.	Umberto D.
Fain-lès-Moutiers	Fain-lès-Moutiers
Consilium Rei Publicae Democraticae Germanicae	Consejo de Estado de la República Democrática Alemana
Richard III (Shakesperius)	Ricardo III (obra de teatro)
Master Chief	Jefe Maestro
Myra	Myra
Saint-Jean-le-Blanc (Calva Dorsa)	Saint-Jean-le-Blanc (Calvados)
BUtterfield 8	BUtterfield 8
Saint-Pierre-Canivet	Saint-Pierre-Canivet
Aralia chinensis	Aralia chinensis
Chama cha Mapinduzi	Chama Cha Mapinduzi
Hector Boethius	Hector Boece
Opus suendi	Costura
Lucius Flavius Silva Nonius Bassus	Lucio Flavio Silva
Pentatomidae	Pentatomidae
Gattières	Gattières
Hypsiprymnodon moschatus	Hypsiprymnodon moschatus
Chevenon	Chevenon
Escorailles	Escorailles
Louailles	Louailles
Bény-sur-Mer	Bény-sur-Mer
Iacobus Carroll	James Carroll
Trinitas Camerinorum	La Trinité (Saboya)
Comitatus Ceritaniae	Condado de Cerdaña
Arengosse	Arengosse
Mouscardès	Mouscardès
Jouy (Icauna)	Jouy (Yonne)
Saint-François-Longchamp	Saint-François-Longchamp
Germignac	Germignac
Soulles	Soulles
Trigny	Trigny
Guettarda	Guettarda
Jeepney	Yipni
Bernières-sur-Mer	Bernières-sur-Mer
Argathelia	Argyll
Stelius Chatzeioannu	Stelios Haji-Ioannou
Phyle (oppidum)	Filí
Collegium invisibile	Colegio Invisible
Le Moutherot	Le Moutherot
Invasion (pellicula)	The Invasion
Carolus Edvinus Bessey	Charles Bessey
Sainte-Maure de Touraine	Sainte-Maure de Touraine
Pagasae	Pagasas
Crémarest	Crémarest
Iacobus Wilby	James Wilby
Luppé-Violles	Luppé-Violles
LacusCurtius	LacusCurtius
Saint-Martin-de-Boubaux	Saint-Martin-de-Boubaux
Laurentius Kudlow	Lawrence Kudlow
Fareins	Fareins
Glénouze	Glénouze
Cordey	Cordey
Index regum Lydiae	Reyes de Lidia
