Africa	África
Sunflower	Helianthus annuus
Bwato	Canoa
Tsaona	Accidente
Hanga	Numididae
Rukuvhute	Cordón umbilical
Fosi yeRutondapakati	Fuerza centrípeta
Nhoozhinji	Poliedro
Hunzwi	Sentido (percepción)
Bantu	Bantú
Guva	Sepultura
Mhumhi	Lycaon pictus
Taramunyongo	Radio (geometría)
Bara	Bala (munición)
Chitsitsinho	Talón
Mukondo	Autoridad
Ruwa	Medio rural
Kuswedera	Convergencia
Toamasina	Toamasina
Rutsuwa rwemagetsi	Aislamiento eléctrico
Rukwarapakati	Fuerza centrífuga
Ruzha	Ruido
Zhumwi	Prisma (geometría)
Dhuku	Bandana (indumentaria)
Nhanzva	Trineo
Mutemo waPareto	Principio de Pareto
Maungira	Eco
Kano	Kano
Njiri	Phacochoerus africanus
Magonga (taranyika)	Polo (cartografía)
Ibadan	Ibadán
Shato	Pythonidae
Rhekeni	Catapulta
Gwati (muti)	Corteza
Tlemcen	Tlemecén
Nyamukuta	Matrona
Gwee	Galagidae
Chirambo (misandu)	Cambio de estado
Pietermaritzburg	Pietermaritzburg
Donhwe	Gota de agua
Bota	Gacha
Constantine, Algeria	Constantina (Argelia)
Chifufuro	Cohecho
Lumumbashi	Lubumbashi
Chikuwo	Moda (estadística)
Idi	Hecho (filosofía)
Choto	Hogar (fuego)
Rovambira	Dendroaspis polylepis
Munda	Campo (agricultura)
Manyene	Canis mesomelas
Chikwereti	Empréstito
Abomey	Abomey
Guramakonyo	Diagonal
Harar	Harar Jugol
Nhambwe yasudurukwa	Desplazamiento (vector)
Bhutsu	Bota
Kumhura	Difamación
Mbonga	Monja
Mhute	Neblina
Madamvura	Hidrófilo
Cherechedza	Observación
Gambamutengo	Subsidio
Bulawayo	Bulawayo
Mweya (wemunhu)	Ser espiritual
Dire Dawa	Dire Dawa
Mbabvu	Costilla
Chapupu	Testigo
Kuvaviwa	Picor (prurito)
Chikupo	Honda (arma)
Nhamba ndemera	Número negativo
Rifa	Herencia (derecho)
Hupfumi	Riqueza
Rufu	Funeral
Ziguinchor	Ziguinchor
Avhareji	Media (matemáticas)
Bandiko	Sector circular
Chitofu (Kubika)	Estufa (calefacción)
Goma	Goma (ciudad)
Pito	Silbato
Mutwi	Perpendicularidad
Kananga	Kananga
Dendera pa Mineti	Revolución por minuto
Tafura yekuunga huwandu	Tabla de multiplicar
Vanga	Cicatriz
Rudzindi rwemweya	Arrastre (física)
Ruremekedzo	Honor
Huswa	Césped
Shepi	Forma (figura)
Masvingo eZimbabwe	Gran Zimbabue
Njiva	Columba
East London	East London
Mbandaka	Mbandaka
Matadi	Matadi
Hudyu	Ingle
Dzinza	Clan
Kupambadzirwa	Ductilidad
Zera (chizvarwa)	Generación
Kukohwa (kuunganidza)	Cosecha
Furo	Espuma
Mhofu	Taurotragus oryx
Bilda	Blida
Port Harcourt	Port Harcourt
Hungwe	Haliaeetus vocifer
Hunyoro	Humedad
Mahajanga	Mahajanga
Gondar	Gondar
Antsiranana	Antsiranana
Palestine	Estado de Palestina
Matyamvura	Hidrófobo
Walvis Bay	Walvis Bay
Chapfunga	Esquistosomiasis
Bukavu	Bukavu
Hukama	Relación interpersonal
Boma	Boma
Muny'atira	Absorción
Gwanza (chivakwa)	GAP
Manhikatika	Variación
Mombasa	Mombasa
Hwendedzo	Médium (desambiguación)
Dungidzira	Alternativa
Kusuduruka	Divergencia
Chipakati	Mediana (estadística)
Kushumira	Apareamiento
Zvinoshandiswa kuchengetedza	Control de acceso
Vavariro	Target (desambiguación)
Saga	Saga
Runda	Tendón
Hupombwe	Adulterio
Boka (masvomhu)	Set
Varungu	Blanco (persona)
Makumi mapfumbamwe	Noventa
Ngwarati	Hippotragus niger
Mhakure	Naja haje
Kumimina	Filtración
Chiware	Capa (desambiguación)
Mupfunga	Vapor (estado)
Rukweza	Mijo
Mutupo	Tótem
Mhomho	Falta (fútbol)
Kindu	Kindu
Saint-Louis, Senegal	Saint Louis (Senegal)
Mhembwe	Cephalophinae
Kirsty Coventry	Kirsty Coventry
Chiremera	Dignidad
Mawere	Pendiente (matemáticas)
Massawa	Massawa
Makumi mashanu nena	Cincuenta y cuatro
Husvinu	Cualidad
Masanga (Panosangana)	Junction
Hwembwa (bonde)	Posición del perro
Nungu	Hystricidae
Musami	Espejismo
Hozhwa	Caracol
Kuronga	Planeamiento
Madora	Gonimbrasia belina
Buea	Buea
Ian Smith	Ian Smith
Rwendo	Journey (desambiguación)
Abel Tendekai Muzorewa	Abel Muzorewa
Mukwende	Carga de pago
Mbuji-Mayi	Mbuji-Mayi
Benin City	Benin City
Kugunzva	Sistema somatosensorial
Mek'ele	Mekele
Mhiri kweMakungwa	Ultramar
Muchovha Mota	Anexo:Medios de transporte
Makumi masere nesere	Ochenta y ocho
Donzvo	Objetivo
Adama	Adama
Mukova	Threshold
Mhene (mhuka)	Raphicerus campestris
Kugera	Afeitado
Kuchepa	Normalización
Chiva	Bitis arietans
Bonga-musakwani	Bitis gabonica
Kunyenga	Cortejo
Chibeto	Tamizado
Nyanzvi	Perito
Mukombe	Trofeo
Kadoma	Kadoma
Jimma	Jima
Agordat	Agordat
Murayiro	Instrucción
Kugura	Sever
Chitungwiza	Chitungwiza
Gweru	Gweru
Mutare	Mutare
Laghouat	Laghouat
America	América (desambiguación)
Kunze	Outside
Rumazvitinhura	Automatic
Kuenzana chikero	Equilibrium
Kududza	Pliego de condiciones
Humba	Potamochoerus larvatus
Gideon Gono	Gideon Gono
Makumi mapfumbamwe nepfumbamwe	Noventa y nueve
Mashonaland West	Mashonalandia Occidental
Bhuku raMormoni	Libro de Mormón
Kutapira	Sabor dulce
Bahir Dar	Bahir Dar
Manicaland	Manicalandia
Mahusekwa	Mashonalandia Oriental
Salé	Salé
Joshua Nkomo	Joshua Nkomo
Nyota	Sed
Chenza (kutodza)	Imagen
Chiso (Chiumbwa)	Superficie (matemática)
Hutong'o	Tenacidad
Chipika	Cuello (indumentaria)
Edinburgh of the Seven Seas	Edimburgo de los Siete Mares
Nyemba	Vigna unguiculata
Maguta emuZimbabwe	Anexo:Localidades de Zimbabue
Chinyamudzura	Polemaetus bellicosus
Ngerulmud	Ngerulmud
Butembo	Butembo
Tôlanaro	Tôlanaro
Fianarantsoa	Fianarantsoa
Bamenda	Bamenda
Keren, Eritrea	Keren
Kusuma	Inform
Mongo	Médula ósea
Ishwa	Isoptera
Waya	Alambre
Yunivhesiti yeZimbabwe	Universidad de Zimbabue
Antsirabe	Antsirabe
Okahandja	Okahandja
Thiès	Thiès
Mudzi wenhamba	Radicación
Chingaira	Hieraaetus wahlbergi
Gungano renhenderedzi	Concéntrico
Kusamhura	Cuenta (matemáticas)
Chengu	Alcelaphus buselaphus
Ngururu	Oreotragus oreotragus
Dhumukwa	Kobus ellipsiprymnus
Tsumeb	Tsumeb
Atafu	Atafu
Bunia	Bunia
Mushandi	Empleo
Touba, Senegal	Touba (Senegal)
Homwe	Cuenta bancaria
Kunatsa	Refinación
Makumi mashanu neshanu	Cincuenta y cinco
Parakou	Parakou
Georgetown (Ascension Island)	Georgetown (Isla Ascensión)
Nyamuragira	Monte Nyamuragira
Makumi masere	Ochenta
Makumi maviri nembiri	Veintidós
Makumi manomwe	Setenta
Makumi mashanu	Cincuenta
Makumi matatu nenhatu	Treinta y tres
Makumi mana nena	Cuarenta y cuatro
Makumi matanhatu nenhanhatu	Sesenta y seis
Makumi manomwe nenomwe	Setenta y siete
Mazana maviri	Doscientos
Madirano eNzizi	Confluencia
Mutowo	Método
Nhova	Fontanelas
Dessie	Dese
Awasa	Awasa
Roora	Excrex
Bangassou	Bangassou
SADC	Comunidad de Desarrollo de África Austral
Toliara	Toliara (ciudad)
Chishanu (mhoresa)	Apretón de manos
Kumbumba	Let There Be Rock
Hupfu	Harina de maíz
Banda	Camilla
Calabar	Calabar
Zvinyanye	Extremos de una función
Mucheko	Sección (geometría)
Musarirwa	Resto
Kaolack	Kaolack
Bhachi	Chaqueta
Ouidah	Ouidah
Ndiro (midziyo)	Vajilla
Kudzinda	Reluctancia magnética
Chimukuyu	Biltong
Morondava	Morondava
Birchenough Bridge	Puente Birchenough
Rukanda runosarura zvinobvinina	Membrana semipermeable
Djougou	Djougou
Hukoshi	Valor económico
Gongo	Clítoris
Ladysmith, KwaZulu-Natal	Ladysmith (Sudáfrica)
Boka	Grupo social
Mujawo	Carrera (competición)
Bossangoa	Bossangoa
Chivhuni	Fragilidad
Kudzimurira	Control de gestión
Maunga huwandu	Productorio
Mhandamabwe	Trituradora
Kurega basa	Jubilación
Duwo	Nasa (pesca)
Mukuwasha	Afinidad (derecho)
Rusero	Criba
Gonzalo da Silveira	Gonçalo da Silveira
Tiburon	Tiburón (California)
Grootfontein	Grootfontein
Chubhu dzinotakura ropa	Vaso sanguíneo
Otjiwarongo	Otjiwarongo
Klerksdorp	Klerksdorp
Rufisque	Rufisque
M'Bour	M'Bour
Dekemhare	Dekemhare
Mthatha	Mthatha
Worcester, Western Cape	Worcester (Sudáfrica)
Dumbu	Estómago
Bimha	Redunca
Mambara	Ganga (minería)
Chimiro chemuviri	Forma del cuerpo humano
Clement Doke	Clement Martyn Doke
Bindu	Jardín
Coloureds	Coloured
Njodzi	Peligro
Muteremuko	Pendiente (geografía)
Muururo	Barreno
MDC	Movimiento por el Cambio Democrático
Zimbabwean presidential election, 2008	Elecciones presidenciales de Zimbabue de 2008
Zingizi	Xylocopa
Mhiri	Across
Nhamba Ndandira	Signo (matemáticas)
Ketamukadzi	Ginecología
Govaniso	División (matemática)
Chidavado	Decoración
Nhamba svinu	Número racional
Dowokadzi	Óvulo
Humbowo	Evidencia (filosofía)
Puranga	Tablón
Zvinotarisirwa	Expectativa
Bvinina	Percolación
Kuzvira	Contracción de aristas
Hwabvu	Labios (genitales)
Makonyo Mhirikano	Ángulos suplementarios
Muchovha Masvomhu	Vector (desambiguación)
Miko	Promesa
Madzudzo	Inquietud
Mhemberero	Día festivo
Category:Vietnam	Categoría:Vietnam
Category:Madzinde	Categoría:Plantae
Category:Fundoyetsimba	Categoría:Física
Category:Chezvipenyu	Categoría:Biología
Category:Chemishonga	Categoría:Química
Category:Taranyika	Categoría:Geografía
Category:Chinamato	Categoría:Religión
Mhitsa dzehondo	Superpotencia internacional
Giyani	Giyani
Chenza	Imago Dei
Nzwisa	Muestra
Maturo	Acepción
Chidzikwe	Estándar
Katahwi	Himen
Kukapura	Skimming
Tsika yezvinzvimbo zvenhamba	Notación posicional
Bundutso	Proceso de fabricación
Kukavanisa	Variegación
Nyundwa	Anca
Munatsi	Refinería de petróleo
Kudhoma	Técnicas de estudio
Zanu-PF	Unión Nacional Africana de Zimbabue - Frente Patriótico
Huhombe	Magnitud (matemática)
Gondo	Águila
Kudoma	Especificación
Nyamafingu	Cobra
Bohicon	Bohicon
Mungongoma	Schinziophyton rautanenii
Sazita	Tocayo
Tsono (zviridzwa)	Estilete
Tsanga (Dzinde)	Caña (vegetal)
Category:Tsika	Categoría:Cultura
Category:Ziwumbe	Categoría:Continentes
Bumbiro	Collection
Tsapfu	Pantorrilla
Hukukutu	Dureza
Ganda	Raza (clasificación de los seres humanos)
Dumba	Pirámide (geometría)
Rheshiyo	Razón (matemáticas)
Dzihwa	Moco
Category:Wikipedia bots	Categoría:Wikipedia:Bots
Hutapiri	Concentración
Spidhi	Rapidez
Dhadha	Pato
Akiso	Simetría axial
Template:Tl	Plantilla:Ep
Category:Muviri	Categoría:Anatomía
Category:Hurapi	Categoría:Medicina
Category:Dzidzo	Categoría:Educación
Egypt	Egipto
Template:Bot	Plantilla:Bot
Canada	Canadá
Nzenda	Dimensión
Denga (raMwari)	Cielo (religión)
Category:Europe	Categoría:Europa
Template:Documentation	Plantilla:Documentación
Category:User languages	Categoría:Wikipedia:Wikipedistas por idioma
Sung Jae-ki	Sung Jae-ki
Template:Softredirect	Plantilla:Redirección suave
Template:Delete	Plantilla:Destruir
Category:Wikipedia	Categoría:Wikipedia
Wikipedia:General disclaimer	Wikipedia:Limitación general de responsabilidad
Wikipedia:Statistics	Wikipedia:Estadísticas
Template:Navbox	Plantilla:Navegación
Template:!	Plantilla:!
Template:!-	Plantilla:!-
Template:Nowrap	Plantilla:Nowrap
Category:Africa	Categoría:África
Category:Zviperengo Zvehuwandu	Categoría:Números
Category:Bhaibheri	Categoría:Biblia
Template:Babel	Plantilla:Babel
Template:Location map/Info	Plantilla:Mapa de localización/Info
Category:User uk	Categoría:Wikipedia:Wikipedistas con conocimientos de ucraniano
Category:User uk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ucraniano
Template:Max	Plantilla:Max
Template:Navbox with columns	Plantilla:Navegación con columnas
Template:Location map	Plantilla:Mapa de localización
Category:User en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
Category:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
Category:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
Template:Infobox	Plantilla:Ficha
Template:GeoTemplate	Plantilla:GeoTemplate
Category:Kurima	Categoría:Agricultura
Template:Both	Plantilla:Ambas
Template:Kujekesa	Plantilla:Desambiguación
Template:Convert	Plantilla:Convertir
Template:Citation/make link	Plantilla:Obra citada/enlace
Category:Gonyazhinji	Categoría:Polígonos
Category:User az	Categoría:Wikipedia:Wikipedistas con conocimientos de azerí
Category:User be	Categoría:Wikipedia:Wikipedistas con conocimientos de bielorruso
Category:User sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
Category:User eo	Categoría:Wikipedia:Wikipedistas con conocimientos de esperanto
Category:User lt	Categoría:Wikipedia:Wikipedistas con conocimientos de lituano
Category:User cs-1	Categoría:Wikipedia:Wikipedistas con nivel básico de checo
Category:User da-1	Categoría:Wikipedia:Wikipedistas con nivel básico de danés
Category:User ar-1	Categoría:Wikipedia:Wikipedistas con nivel básico de árabe
Category:User be-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de bielorruso
Category:User da-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de danés
Category:User lt-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de lituano
Category:User af	Categoría:Wikipedia:Wikipedistas con conocimientos de afrikaans
Category:User af-1	Categoría:Wikipedia:Wikipedistas con nivel básico de afrikáans
Category:User als	Categoría:Wikipedia:Wikipedistas con conocimientos de Alemannisch
Category:User als-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Alemannisch
Category:User ar	Categoría:Wikipedia:Wikipedistas con conocimientos de árabe
Category:User cs	Categoría:Wikipedia:Wikipedistas con conocimientos de checo
Category:User da	Categoría:Wikipedia:Wikipedistas con conocimientos de danés
Category:User sk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de eslovaco
Category:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
Category:User de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
Category:User de-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de alemán
Category:User el	Categoría:Wikipedia:Wikipedistas con conocimientos de griego antiguo
Category:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
Category:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
Category:User eo-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esperanto
Category:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
Category:User es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
Category:User es-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de español
Category:User es-4	Categoría:Wikipedia:Wikipedistas con nivel experto de español
Category:User es-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de español
Category:Pimanzvimbo	Categoría:Geometría
Template:Weather box	Plantilla:Clima
Chamhembe kwakadziva kumabvazuva	Sureste
Template:Sup	Plantilla:Exp
Simudzo	Flotabilidad
Maodzanyemba kwakadziva kuMabvazuva	Nordeste
Ruchiva	Lujuria
Nhungu	Barraca (vivienda)
Category:Hushangazhi	Categoría:Industria
Category:User tr	Categoría:Wikipedia:Wikipedistas con conocimientos de turco
Category:User tr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de turco
Template:Citation/core	Plantilla:Obra citada/núcleo
Category:Rwizi	Categoría:Ríos
Category:Zimbabwe	Categoría:Zimbabue
Paradise Cay	Paradise Cay (California)
Category:Musangano	Categoría:Partidos políticos
Category:Gonyanhatu	Categoría:Triángulos
Category:Mhuka	Categoría:Animales
Category:Dzemuzongoza	Categoría:Vertebrata
Category:Zvombo	Categoría:Armas
Category:Zvipfeko	Categoría:Indumentaria
Category:Mhuri	Categoría:Familia
Category:Chitendero	Categoría:Creencias
Category:Nyoka	Categoría:Serpentes
Category:North America	Categoría:América del Norte
Sadza	Sadza
Category:Nzwimbo	Categoría:Lugares
Category:Kubika kweZimbabwe	Categoría:Gastronomía de Zimbabue
Category:Huwandu	Categoría:Aritmética
Category:Bhuku Ramorimoni	Categoría:Libro de Mormón
Category:Jekanyika	Categoría:Geodesia
Kuhamba	Movimiento
Category:Marudzi aShem	Categoría:Pueblos semitas
Igo	Avispa
Category:User en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
Category:User de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
Category:User da-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de danés
Nhutirwa	Entrada
Mutauro wePasirose	Lengua mundial
Template:Location map~	Plantilla:Mapa de localización~
Kukangaridza	Exposé
Template:Location map+	Plantilla:Mapa de localización+
Template:Location map many	Plantilla:Mapa de localización múltiple
Basa (neFosi)	Trabajo
Module:Citation/CS1/Whitelist	Módulo:Citas/Whitelist
Module:StringReplace	Módulo:Encode
Bhucha	Carnicería
Module:Arguments	Módulo:Argumentos
Special:RecentChanges	Especial:CambiosRecientes
Module:Citation/CS1	Módulo:Citas
Module:Citation/CS1/Configuration	Módulo:Citas/Configuración
Module:HtmlBuilder	Módulo:HtmlBuilder
Module:Coordinates	Módulo:Coordenadas
Module:Math	Módulo:Math
Module:Infobox	Módulo:Ficha
Module:Location map	Módulo:Mapa de localización
Module:Citation/CS1/Date validation	Módulo:Citas/ValidaciónFechas
Gusi	Ganso
Module:No globals	Módulo:No globals
