Afrika	África
Grb Lihtenštajna	Escudo de Liechtenstein
Ruapehu	Ruapehu
Grb Omana	Emblema nacional de Omán
Podzemna željeznica Helsinki	Metro de Helsinki
Grb Malija	Escudo de Malí
Prijestolonasljednik	Príncipe heredero
Babrujsk	Babruisk
Grb Føroyara	Escudo de Islas Feroe
Frédéric Bazille	Frédéric Bazille
Grčke periferije	Periferias de Grecia
Magic: The Gathering	Magic: el encuentro
Stefan Uroš IV. Dušan	Esteban Uroš IV Dušan
Robert Carlyle	Robert Carlyle
Falanga (stranka)	Falange Española de las JONS
Cabernet Sauvignon	Cabernet Sauvignon
Nikaragvanska kordoba	Córdoba (moneda de Nicaragua)
Kremacija	Cremación
Francuski revolucionarni ratovi	Guerras revolucionarias francesas
Paravojna postrojba	Paramilitar
Huambo	Huambo (Angola)
Sicilijanska večernja	Vísperas sicilianas
Čast	Honor
Mamurluk	Resaca
Marokanska nogometna reprezentacija	Selección de fútbol de Marruecos
Apache	Apache (desambiguación)
Audi A8	Audi A8
Kevlar	Kevlar
Chelsea	Chelsea
Polugrupa	Semigrupo
Homofonija	Homofonía (música)
Libor	LIBOR
Agnieszka Radwańska	Agnieszka Radwańska
Grb Butana	Emblema nacional de Bután
William Saroyan	William Saroyan
Flora	Flora (desambiguación)
João Havelange	João Havelange
DARPA	Defense Advanced Research Projects Agency
Krvava nedjelja	Domingo Sangriento
Perzej Makedonski	Perseo de Macedonia
Mononukleoza	Mononucleosis infecciosa
Eho	Eco (mitología)
Snoopy	Snoopy
Gaj Kasije Longin	Cayo Casio Longino
Club Social y Deportivo Colo-Colo	Club Social y Deportivo Colo-Colo
Hitna služba (TV serija)	ER (serie de televisión)
Đerdapska klisura	Puertas de Hierro
Hozroje I. Anuširvan	Cosroes I
Aleksandar I. Karađorđević	Alejandro I de Yugoslavia
Planckova duljina	Longitud de Planck
Muntenia	Muntenia
Amilcare Ponchielli	Amilcare Ponchielli
Skupina Apollo	Asteroides Apolo
Konceptualni album	Álbum conceptual
Gvatemalski kvecal	Quetzal (moneda)
Didier Zokora	Didier Zokora
Marko Pantelić	Marko Pantelić
McDonnell Douglas MD-80/MD-90	McDonnell Douglas MD-80
Elano Blumer	Elano Blumer
Bartolomé de las Casas	Bartolomé de las Casas
Louis van Gaal	Louis van Gaal
Tawaret	Tueris
Mallakastrski distrikt	Distrito de Mallakastër
Hash tablica	Tabla hash
Senegalska nogometna reprezentacija	Selección de fútbol de Senegal
Srebrov nitrat	Nitrato de plata
Härjedalen	Härjedalen
De Stijl	De Stijl
Jean Baptiste Siméon Chardin	Jean Siméon Chardin
Podjela rada	División del trabajo
Indukcijski motor	Motor asíncrono
Linijski brod	Navío de línea
Električni luk	Arco eléctrico
Mischa Barton	Mischa Barton
Američki filmski institut	American Film Institute
Metalist Harkiv	F.C. Metalist Járkov
Amiloza	Amilosa
Trikala	Tríkala
Boka kotorska	Bocas de Kotor
Mobbing	Acoso laboral
Bijelo Polje	Bijelo Polje
Toto (sastav)	Toto
Bazilika Svetog Franje Asiškog	Basílica de San Francisco de Asís
Rankineov stupanj	Rankine
Erlenmeyerova tikvica	Matraz de Erlenmeyer
Moriš	Mureș
Makedonija (rimska provincija)	Macedonia (provincia romana)
Sijagrije	Afranio Siagrio
FK Vojvodina Novi Sad	Fudbalski Klub Vojvodina Novi Sad
21st Century Breakdown	21st Century Breakdown
Kyle MacLachlan	Kyle MacLachlan
Columbus Blue Jackets	Columbus Blue Jackets
Pomoćni glagoli	Verbo copulativo
Grb Toga	Escudo de Togo
Grb Nigerije	Escudo de Nigeria
Paragvajski gvarani	Guaraní (moneda de Paraguay)
Zastava Turske Republike Sjeverni Cipar	Bandera de la República Turca del Norte de Chipre
Japanske regije	Anexo:Regiones del Japón
Etiopsko carstvo	Imperio etíope
Vanuatski vatu	Vatu
Hrid	Islote
Grb Gvatemale	Escudo de Guatemala
Flavia Pennetta	Flavia Pennetta
ICAO aerodromski kodovi	Código de aeropuertos de OACI
Grb Namibije	Escudo de Namibia
Grb Ekvatorske Gvineje	Escudo de Guinea Ecuatorial
Roland	Roldán
The Matrix Revolutions (2003.)	The Matrix Revolutions
Pjesma Eurovizije 1990.	Festival de la Canción de Eurovisión 1990
Intel 8086	Intel 8086 y 8088
Pjesma Eurovizije 1974.	Festival de la Canción de Eurovisión 1974
CentOS	CentOS
Lyman Frank Baum	Lyman Frank Baum
Kondenzacijski tragovi	Estela de condensación
Metilji	Trematoda
Obafemi Martins	Obafemi Martins
Abdikacija	Abdicación
Intron	Intrón
Prefektura Tesprocija	Tesprotia
Prefektura Ftiotida	Ftiótide
Štedna žarulja	Lámpara fluorescente compacta
Harpun	Arpón
Opsada Beča 1529.	Sitio de Viena
Laetitia Casta	Laetitia Casta
Routing Information Protocol	Routing Information Protocol
Dinastija Paleolog	Dinastía Paleólogo
Antonio Puerta	Antonio Puerta
Odavde do vječnosti (1953.)	De aquí a la eternidad
Val-d'Isère	Val-d'Isère
Lalibela	Lalibela
Sylvia Kristel	Sylvia Kristel
Daryl Hannah	Daryl Hannah
Shannen Doherty	Shannen Doherty
MTV Europe Music Awards	MTV Europe Music Awards
Sh'ma Israel	Shemá Israel
Onkogen	Oncogén
Španjolski nogometni savez	Real Federación Española de Fútbol
T-62	T-62
Letzigrund	Letzigrund
Mercedes-Benz SLR McLaren	Mercedes-Benz SLR McLaren
Stadion Vicente Calderón	Estadio Vicente Calderón
Happy Tree Friends	Happy Tree Friends
Skladba	Composición musical
Mátyás Rákosi	Mátyás Rákosi
Benišangul-Gumuz (regija)	Benishangul-Gumaz
Selkis	Serket
Gambela (regija)	Gambela
Cuauhtémoc Blanco	Cuauhtémoc Blanco
Vojna taktika	Táctica militar
Siphiwe Tshabalala	Siphiwe Tshabalala
Kemijska industrija	Industria química
Alpsko skijanje na ZOI 2010.	Anexo:Esquí alpino en los Juegos Olímpicos de Vancouver 2010
Claude Joseph Rouget de Lisle	Rouget de Lisle
A Saucerful of Secrets	A Saucerful of Secrets
Boy (U2)	Boy (álbum)
Dennis Rommedahl	Dennis Rommedahl
Charles Goodyear	Charles Goodyear
Mađarski peng	Pengő
Vajgač	Isla Vaigach
Kazbek	Monte Kazbek
Kasiopeja (mitologija)	Casiopea
Oleinska kiselina	Ácido oleico
Teremin	Theremín
Wuyi Shan	Monte Wuyi
Bukkake	Bukkake
Zelenograd	Zelenograd
Antonov An-2	Antonov An-2
Grb Haitija	Escudo de Haití
Rodeo	Rodeo estadounidense
Jevgenij Kafeljnikov	Yevgueni Káfelnikov
Eurythmics	Eurythmics
Crkveni kor	Coro (arquitectura)
IGN	IGN (sitio web)
Roland Garros (osoba)	Roland Garros
Sharon den Adel	Sharon den Adel
Martin Evans	Martin Evans
Latentna toplina	Calor latente
Ruslan Ponomarjov	Ruslán Ponomariov
Abraksas	Abraxas
Lamb of God	Lamb of God
Renault FT-17	Renault FT-17
St. Louis Blues	Saint Louis Blues
Ustordinski autonomni okrug	Ókrug autónomo de los Buriatos de Ust-Ordá
Aleksej Brusilov	Alekséi Brusílov
Sturm und Drang	Sturm und Drang
Anđelika	Angelica archangelica
Sillamäe	Sillamäe
Tauranga	Tauranga
Ivan Kramskoj	Iván Kramskói
Veliki pomornik	Catharacta skua
Baltički narodi	Pueblos bálticos
Valjak za tijesto	Rodillo de cocina
Biatlon na ZOI 2010.	Anexo:Biatlón en los Juegos Olímpicos de Vancouver 2010
Zovoji	Procellariidae
Howard Shore	Howard Shore
Žirondinci	Girondino
Druga dinastija drevnog Egipta	Dinastía II de Egipto
Sedam mudraca stare Grčke	Siete Sabios de Grecia
Akrofobija	Acrofobia
Grb Bolivije	Escudo de Bolivia
Seksualni fetišizam	Fetichismo sexual
Siemens	Siemens
Call of Duty: World at War	Call of Duty: World at War
Artur Boruc	Artur Boruc
Bijeljina	Bijeljina
Circus Maximus	Circo Máximo
E-brojevi	Número E
Dan Europe	Día de Europa
Pjesma Eurovizije 1996.	Festival de la Canción de Eurovisión 1996
Svemogući Bruce	Bruce Almighty
Pakiranje	Embalaje
Varg Vikernes	Varg Vikernes
Kyrie Eleison	Kyrie Eleison
Forum	Forum (desambiguación)
Kroasan	Cruasán
Američki krokodil	Crocodylus acutus
Crvenouha kornjača	Trachemys scripta elegans
Prefektura Emacija	Emacia
Etida	Estudio (música)
Dušikov(II) oksid	Óxido de nitrógeno (II)
Planinska arnika	Arnica montana
Akrilne boje	Pintura acrílica
Erogena zona	Zona erógena
Yayoi	Período Yayoi
Epitet	Epíteto
Casa Milà	Casa Milà
Palatalizacija	Palatalización
S/2003 J 18	S/2003 J 18
Gvineja (regija)	Guinea (región)
Pjesma Eurovizije 1966.	Festival de la Canción de Eurovisión 1966
Čednost	Castidad
Dušikov(IV) oksid	Dióxido de nitrógeno
Kvirinal	Quirinal
Manu Chao	Manu Chao
Francisco de Orellana	Francisco de Orellana
Neris	Río Neris
Prolaz Bonifacio	Estrecho de Bonifacio
Mongoloidi	Mongoloide
Irgun	Irgún
OS	Os
Sutra nikad ne umire	El mañana nunca muere
Nemrut	Monte Nemrut
Potres u L'Aquili 2009.	Terremoto de L'Aquila de 2009
Vatrene kočije	Chariots of Fire
Atari	Atari
Muspelheim	Muspelheim
Berezina	Río Berézina
Pontormo	Pontormo
Nicejsko vjerovanje	Símbolo niceno
Vučice	Serranidae
Sani Abacha	Sani Abacha
Amazonas	Amazonas
Manastir Rila	Monasterio de Rila
Warcraft III: Reign of Chaos	Warcraft III: Reign of Chaos
Léo Delibes	Léo Delibes
Omar Bradley	Omar Nelson Bradley
Andora na Pjesmi Eurovizije	Andorra en el Festival de la Canción de Eurovisión
Joseph Jacques Césaire Joffre	Joseph Joffre
Winsor McCay	Winsor McCay
Oblik	Forma (figura)
Crna pantera	Pantera negra
Meksička kuhinja	Gastronomía de México
Token ring	Token Ring
Peugeot 206	Peugeot 206
Prototip	Prototipo
Konzul (predstavnik)	Cónsul (servicio exterior)
Nashville Predators	Nashville Predators
Legitimnost	Legitimidad
Monsanto	Monsanto
Katedrala Saint Etienne u Bourgesu	Catedral de Bourges
Call of Duty: Black Ops	Call of Duty: Black Ops
Libela	Nivel (instrumento)
Južna Italija	Mezzogiorno
Pahlavi (dinastija)	Dinastía Pahlaví
Xhosa	Xhosa
Mahabalipuram	Mahabalipuram
Prstenova družina	La Comunidad del Anillo
Karipski plamenac	Phoenicopterus ruber
Sleipnir	Sleipnir
Valjevo	Valjevo
André Ooijer	André Ooijer
Tom Hardy	Tom Hardy
Enon	Enon (banda)
Medvjetka	Arctostaphylos uva-ursi
Qatar Airways	Qatar Airways
Poslovni plan	Plan de negocio
Treći carigradski sabor	Concilio de Constantinopla III
Čačak (općina)	Čačak
Lesotski loti	Loti
Motorna pila	Motosierra
Sestercij	Sestercio
Leonardo Bonucci	Leonardo Bonucci
Lude sedamdesete	That '70s Show
McDonnell Douglas DC-10	McDonnell Douglas DC-10
Prugasti čagalj	Canis adustus
Komična opera	Ópera bufa
Robert I., kralj Francuske	Roberto I de Francia
Dodatak:Popis mađarskih vladara	Anexo:Reyes de Hungría
Odo, kralj Francuske	Eudes de Francia
Jonás Gutiérrez	Jonás Gutiérrez
Peer Gynt	Peer Gynt
Xabi Alonso	Xabi Alonso
Rižoto	Risotto
S-blok	Elementos del bloque s
Uhvati me ako možeš (2002.)	Atrápame si puedes
Banská Štiavnica	Banská Štiavnica
Pianosa	Pianosa
Psilocibin	Psilocibina
Karijatida	Cariátide
Paluba	Cubierta (barco)
Lorenzo Ghiberti	Lorenzo Ghiberti
Agrarna reforma	Reforma agraria
Udarni ovan	Ariete
Shrek uvijek i zauvijek	Shrek Forever After
Slovenski tolar	Tólar esloveno
Košarka na Olimpijskim igrama	Baloncesto en los Juegos Olímpicos
Faradayev kavez	Jaula de Faraday
Afrički divlji magarac	Equus africanus
Ikonografija	Iconografía
Grb Južnog Sudana	Escudo de Sudán del Sur
León (Nikaragva)	León (Nicaragua)
Nadžd	Nechd
Mongolska invazija Japana	Invasiones de los mongoles a Japón
Grb Šri Lanke	Emblema nacional de Sri Lanka
Hrabrost	Coraje
Marionetska država	Gobierno títere
Dubrovačka Republika	República de Ragusa
Barbarossa	Barbarroja
Fender Stratocaster	Fender Stratocaster
Moriski	Morisco
Birka	Birka y Hovgården
Trpinja	Trpinja
Palača Blenheim	Palacio de Blenheim
Lovac-bombarder	Avión de ataque a tierra
Mochica	Cultura moche
Konferencija u Bandungu	Conferencia de Bandung
Rapidshare	RapidShare
Zadovoljstvo	Placer
Masakr u Sabri i Šatili	Masacre de Sabra y Chatila
Berane	Berane
Pravo Europske unije	Derecho de la Unión Europea
Seong-su Kim	Kim Seong-Soo
San za životom J.M. Barrieja	Finding Neverland
Bill Evans	Bill Evans (pianista)
Britney (album)	Britney (álbum)
Jacques de Molay	Jacques de Molay
Tadao Ando	Tadao Andō
Medosasi	Nectariniidae
Stade de Reims-Champagne	Stade de Reims
Vasylj Ivančuk	Vasili Ivanchuk
Claude Bernard	Claude Bernard
Deep Impact	Deep Impact (sonda espacial)
TAP Portugal	TAP Portugal
Japanski car	Emperador de Japón
Monoid	Monoide
Bečki krug	Círculo de Viena
Europska pučka stranka	Partido Popular Europeo
Pjesma Eurovizije 1993.	Festival de la Canción de Eurovisión 1993
Athesans-Étroitefontaine	Athesans-Étroitefontaine
Latenska kultura	Cultura de La Tène
Božićna zvijezda	Euphorbia pulcherrima
Dodatak:Popis likova u knjigama o Harryju Potteru	Anexo:Personajes de Harry Potter
Diomed	Diomedes
Jonski ustanak	Revuelta jónica
Zelena milja (1999.)	The Green Mile
Moja Afrika (1985.)	Out of Africa
Sambre	Río Sambre
Flower of Scotland	Flower of Scotland
Sijamski krokodil	Crocodylus siamensis
Vatrogasna vozila	Vehículo de bomberos
Arabijska pustinja	Desierto árabe
Siret (rijeka)	Río Siret
Prefektura Ksanti	Unidad periférica de Xánthi
Commodore International	Commodore International
Prefektura Korint	Corintia
Kamčatska oblast	Óblast de Kamchatka
Kaduna	Kaduna
Hidra (otok)	Hidra (isla)
Gong	Gong
Vrtuljak	Carrusel
Body Language (album Kylie Minogue)	Body Language (álbum)
Žutokljuni plijenor	Gavia adamsii
X (album Kylie Minogue)	X (álbum de Kylie Minogue)
Sargon II.	Sargón II
Baldassare Galuppi	Baldassare Galuppi
Loud	Loud
Paso doble	Pasodoble
Tortuga (Haiti)	Isla de la Tortuga
Gran Chaco	Gran Chaco
28. stoljeće pr. Kr.	Siglo XXVIII a. C.
Gađenje	Asco
Joaquim Chissano	Joaquim Alberto Chissano
Lucky Luciano	Lucky Luciano
Luteinizirajući hormon	Hormona luteinizante
Dodatak:Popis mjesta u Harryju Potteru	Anexo:Lugares ficticios en Harry Potter
La Liga 2009./10.	Primera División de España 2009/10
Eru Ilúvatar	Ilúvatar
Etnomuzikologija	Etnomusicología
Ksilen	Xileno
Bosna (rijeka)	Bosna
Cha-cha-cha	Chachachá
Žensko obrezivanje	Ablación de clítoris
Naveen Andrews	Naveen Andrews
Megido	Megido
Prekid vatre	Alto el fuego
Kukičanje	Ganchillo
Komotini	Komotiní
Armensko Kraljevstvo (stari vijek)	Reino de Armenia
Mali zovoj	Puffinus puffinus
MTK Budapest FC	MTK Budapest FC
Svjetski atletski rekordi (muški)	Anexo:Plusmarcas del mundo de atletismo
Sankiloti	Sans culottes
Limfom	Linfoma
Hipoteza kontinuuma	Hipótesis del continuo
Immortal	Immortal
Trijera	Trirreme
Mali bubanj	Caja (instrumento musical)
Taye Taiwo	Taye Taiwo
Svjetsko prvenstvo u atletici 2007.	Campeonato Mundial de Atletismo de 2007
Tisuću devetsto osamdeset četvrta (1984.)	1984 (película de 1984)
Michael Bradley	Michael Bradley
Elrond	Elrond
1984 (album, Van Halen)	1984 (álbum de Van Halen)
Sotirios Kyrgiakos	Sotirios Kyrgiakos
Milan Jovanović	Milan Jovanović
Martín Palermo	Martín Palermo
Ventil	Válvula
1984. (razdvojba)	1984 (desambiguación)
Vallejo, Kalifornija	Vallejo (California)
Thousand Oaks, Kalifornija	Thousand Oaks (California)
Panika	Pánico
Abakus (arhitektura)	Ábaco (arquitectura)
Sunnyvale, Kalifornija	Sunnyvale (California)
Tisuću devetsto osamdeset četvrta	1984 (novela)
SliTaz	SliTaz GNU/Linux
Jezdegerd III.	Yazdgerd III
SI izvedene jedinice	Unidades derivadas del Sistema Internacional
Prašuma	Bosque primario
Spaljena zemlja	Tierra quemada
Industrial metal	Metal industrial
Tupou VI.	Tupou VI
Kneževina	Principado
Vagon	Material remolcado
Žanr kriminalistike	Novela policíaca
27. stoljeće pr. Kr.	Siglo XXVII a. C.
Velegrad	Ciudad global
Whitesnake (album)	Whitesnake (álbum)
Knin	Knin
Fernando González	Fernando González (tenista)
Zbrojidba svih do sad osvojenih olimpijskih odličja – po državama	Anexo:Medallero de los Juegos Olímpicos
The Division Bell	The Division Bell
Pjesma Eurovizije 1991.	Festival de la Canción de Eurovisión 1991
Pjesma Eurovizije 1989.	Festival de la Canción de Eurovisión 1989
Bifrost	Bifrost
Novotajvanski dolar	Nuevo dólar taiwanés
Akteon	Acteón
Batiskaf	Batiscafo
Wikipedija na albanskom jeziku	Wikipedia en albanés
Pablo Casals	Pablo Casals
Bogorodica	Theotokos
Socijalistička Republika Bosna i Hercegovina	República Socialista de Bosnia-Herzegovina
Cezar Antonovič Kjui	César Cui
Sredozemna medvjedica	Monachus monachus
Yoshikatsu Kawaguchi	Yoshikatsu Kawaguchi
Volkswagen Touareg	Volkswagen Touareg
Elektrane na valove	Energía undimotriz
Parabola (figura)	Parábola (literatura)
Malleus maleficarum	Malleus maleficarum
Andie MacDowell	Andie MacDowell
Palača Drottningholm	Palacio de Drottningholm
Maslinasti pavijan	Papio anubis
Svi vole Raymonda	Everybody Loves Raymond
Generacija X (1998.)	American History X
Arta, Grčka	Arta
FK Rabotnički Skoplje	FK Rabotnički Skopje
Narteks	Nártex
Crvena zvijezda	Estrella roja
Stapkočašci	Entoprocta
HJK Helsinki	HJK Helsinki
Vitória Futebol Clube (Setúbal)	Vitória Futebol Clube
Stephan Lichtsteiner	Stephan Lichtsteiner
Amorgos	Amorgos
Euridika	Eurídice
Lažno Sunce	Parhelio
Anna Lindh	Anna Lindh
Sanjiva dolina	Sleepy Hollow (película de 1999)
Srdela	Sardina pilchardus
Prefektura Rodopi	Unidad periférica de Ródope
Prefektura Drama	Unidad periférica de Drama
Orša	Orsha
Marija (danska prijestolonasljednica)	María de Dinamarca
Nebeski ekvatorski koordinatni sustav	Coordenadas ecuatoriales
Doživljaji dobrog vojnika Švejka u svjetskom ratu	El buen soldado Švejk
Ray Allen	Ray Allen
Kljazma	Río Kliazma
Miller-Ureyev eksperiment	Experimento de Miller y Urey
Hagiografija	Hagiografía
Oltenija	Oltenia
Dogodilo se jedne noći	It Happened One Night
Katal	Katal
Simon Kjær	Simon Kjær
Reise, Reise	Reise, Reise
Indonezijsko otočje	Archipiélago malayo
Bračne vode	Married... with Children
Obična smukulja	Coronella austriaca
1993 RO	(385135) 1993 RO
Dallas Stars	Dallas Stars
Biciklizam na OI 2012.	Anexo:Ciclismo en los Juegos Olímpicos de Londres 2012
Grb Urugvaja	Escudo de Uruguay
Remus Lupin	Remus Lupin
Seviljski brijač	El barbero de Sevilla (Rossini)
Grb Jamajke	Escudo de Jamaica
Pemba	Isla de Pemba
Stellan Skarsgård	Stellan Skarsgård
Robin Warren	Robin Warren
Music of the Sun	Music of the Sun
Pravilo gola u gostima	Regla del gol de visitante
Walter Gargano	Walter Gargano
Kris Kristofferson	Kris Kristofferson
Nilmar Honorato da Silva	Nilmar Honorato da Silva
Ugovor iz Nice	Tratado de Niza
Javier Sotomayor	Javier Sotomayor
Financijska tržišta	Mercado financiero
Eter (fizika)	Éter (física)
Stipe Pletikosa	Stipe Pletikosa
Žirokopter	Autogiro
Ixelles	Ixelles
Smeđi pelikan	Pelecanus occidentalis
Port Sudan	Puerto Sudán
Austrijski šiling	Chelín austriaco
Amaunet	Amonet
Nikefor I.	Nicéforo I
Las Meninas	Las meninas
Povijest Švicarske	Historia de Suiza
Kapelan	Capellán
The Stooges	The Stooges
Škarpinke	Scorpaeniformes
Fermi	Femtómetro
Lamarkizam	Lamarckismo
Gvajanski štit	Escudo guayanés
Stadion Panathinaiko	Estadio Panathinaikó
Oleh Husjev	Oleg Gusev
Prefektura Pieria	Piería
Bo Diddley	Bo Diddley
Kugare	Bombycillidae
Viktorijina zemlja	Tierra de Victoria
Securitate	Securitate
Mariner 2	Mariner 2
Polissja	Polesia
Fierski distrikt	Distrito de Fier
Ford Focus	Ford Focus
Narva (rijeka)	Río Narva
São Miguel	São Miguel
Platonska ljubav	Amor platónico
Gorgonzola	Gorgonzola
Jan Brueghel stariji	Jan Brueghel el Viejo
Zastava Južne Osetije	Bandera de Osetia del Sur
Socijalistička Republika Hrvatska	República Socialista de Croacia
Kraljevina Grčka	Reino de Grecia
Multiplayer	Juego multijugador
Kemijska kinetika	Cinética química
Beta	Beta (desambiguación)
Guarana	Paullinia cupana
Laktancije	Lactancio
Odbojka na OI 2012.	Anexo:Voleibol en los Juegos Olímpicos de Londres 2012
Delta Force	Delta Force
Klotar II.	Clotario II
Magister militum	Magister militum
Rukomet na OI 2012.	Anexo:Balonmano en los Juegos Olímpicos de Londres 2012
Južni Ayrshire	South Ayrshire
Istočni Ayrshire	East Ayrshire
Ingólfur Arnarson	Ingólfur Arnarson
Južni Lanarkshire	South Lanarkshire
Streličarstvo na OI 2012.	Anexo:Tiro con arco en los Juegos Olímpicos de Londres 2012
Pima	Pueblo pima
Prefektura Arta	Unidad periférica de Arta
William Penn	William Penn
Demokršćanstvo	Democracia cristiana
Dodatak (softver)	Expansión (videojuegos)
Public Enemy	Public Enemy
James Mason	James Mason
Akira Yoshizawa	Akira Yoshizawa
Grb Monaka	Escudo de Mónaco
Dodatak:Popis gradova u Njemačkoj	Anexo:Ciudades de Alemania
Grb Demokratske Republike Kongo	Escudo de la República Democrática del Congo
Veliki Zimbabve	Gran Zimbabue
Zastava Martinika	Bandera de Martinica
Grb Nepala	Escudo de Nepal
2,4-Dinitrofenol	2,4-dinitrofenol
Grb Komora	Sello de Comoras
Grb Mozambika	Emblema nacional de Mozambique
Grb Senegala	Escudo del Senegal
Grb Nigera	Escudo de Níger
Appenzell	Appenzell (ciudad)
Urugvajski pezo	Peso uruguayo
Filozofija religije	Filosofía de la religión
Grb Kambodže	Escudo de Camboya
Rusko-turski rat 1806.-1812.	Guerra ruso-turca (1806-1812)
Kineska Super Liga	Super Liga China
Vršac	Vršac
Instagram	Instagram
Oxnard, Kalifornija	Oxnard
Musala	Musala
Sveučilište La Sapienza	Universidad de Roma @@@u0026La Sapienza"
Nikomedija	Nicomedia
Barn	Barn
Skijaški skokovi na ZOI 2010.	Anexo:Salto en esquí en los Juegos Olímpicos de Vancouver 2010
Suzavac CS	Gas CS
Uriel	Uriel
Gospodarstvo Kine	Economía de la República Popular China
Prefektura Grevena	Unidad periférica de Grevená
Jackie Joyner-Kersee	Jackie Joyner-Kersee
Marion Jones	Marion Jones
Džedefra	Dyedefra
Bečki metro	Metro de Viena
Komemorativne kovanice od €2	Anexo:Monedas conmemorativas de 2 euro
Nuklearna magnetska rezonancija	Resonancia magnética nuclear
Pjesma Eurovizije 1971.	Festival de la Canción de Eurovisión 1971
Richard Gasquet	Richard Gasquet
Galvanski elementi	Celda galvánica
1000 Piazzia	(1000) Piazzia
140 Siwa	(140) Siwa
143 Adria	(143) Adria
Mitsubishi F-2	Mitsubishi F-2
Keta	Ceto
Alawiti	Alauismo
2 Tone	2 Tone
Grenoble Foot 38	Grenoble Foot 38
Patuljasti miš	Micromys minutus
Wayne Gretzky	Wayne Gretzky
Bohuslän	Bohuslän
Vaal	Río Vaal
Bhisho	Bhisho
Lažni Dimitrije, ruski car	Dimitri I @@@u0026El Falso"
East London	East London
Alexandre Dumas	Alexandre Dumas (desambiguación)
BOINC	Berkeley Open Infrastructure for Network Computing
Fluorovodična kiselina	Ácido fluorhídrico
Ikarija	Icaria
Operacija (razdvojba)	Operación
Tahikardija	Taquicardia
Fats Domino	Fats Domino
Satelitska televizija	Televisión por satélite
Urubamba (rijeka)	Río Urubamba
Menade	Ménades
Austro-ugarska nagodba	Compromiso austrohúngaro
Štitaste uši	Coccoidea
Grb Malezije	Escudo de Malasia
CH-47 Chinook	Boeing CH-47 Chinook
Francisco de Zurbarán	Francisco de Zurbarán
OFK Beograd	OFK Belgrado
Godina bez ljeta	Año sin verano
Vaterpolo na OI 2012.	Anexo:Waterpolo en los Juegos Olímpicos de Londres 2012
Chicago Blackhawks	Chicago Blackhawks
MŠK Žilina	MŠK Žilina
John le Carré	John le Carré
Dvorac Mir	Castillo de Mir
Iron Maiden (album)	Iron Maiden (álbum)
Delirium tremens	Delírium trémens
Povijest Latvije	Historia de Letonia
Uskrsni ponedjeljak	Lunes de Pascua
Pjesma Eurovizije 1970.	Festival de la Canción de Eurovisión 1970
Pjesma Eurovizije 1995.	Festival de la Canción de Eurovisión 1995
Korintski zaljev	Golfo de Corinto
John Field	John Field
Stearinska kiselina	Ácido esteárico
Prolaz Svetog Jurja	Canal de San Jorge
Sir (titula)	Sir
AVG	AVG (antivirus)
Sudan (regija)	Sudán (región)
Njušni živci	Nervio olfatorio
Katedrala u Roskildeu	Catedral de Roskilde
Heckler & Koch USP	Heckler & Koch USP
Most na otoku Ruskom	Puente de la isla Russki
Krunidba	Consagración real
Druga knjiga o Samuelu	II Samuel
Markiz	Marqués
Ginnungagap	Ginnungagap
Sindrom kroničnog umora	Síndrome de fatiga crónica
Cvijet 1001 noći (1974.)	Las mil y una noches (película de 1974)
Pjesma Eurovizije 1975.	Festival de la Canción de Eurovisión 1975
Druga knjiga o Kraljevima	II Reyes
Druga knjiga o Makabejcima	Libro II de los Macabeos
Gjirokastërski distrikt	Distrito de Gjirokastër
Pjesma Eurovizije 1976.	Festival de la Canción de Eurovisión 1976
Moldavija (pokrajina)	Región de Moldavia (Rumania)
Tršćanski zaljev	Golfo de Trieste
Kormilo	Timón (dispositivo)
Pag	Pag (isla)
Jamajčanski dolar	Dólar jamaiquino
Turda	Turda
Grb Tadžikistana	Emblema nacional de Tayikistán
Mohammed Siad Barre	Mohamed Siad Barre
Rusko ratno zrakoplovstvo	Fuerza Aérea de Rusia
Pjesma Eurovizije 1984.	Festival de la Canción de Eurovisión 1984
Ångermanland	Ångermanland
Lombardsko-venetsko Kraljevstvo	Reino lombardo-véneto
PowerPC	PowerPC
Sega Master System	Sega Master System
Sura (rijeka)	Río Surá
Ribogojstvo	Piscicultura
Rossov otok	Isla de Ross
Jacques Hébert	Jacques-René Hébert
Clupea	Clupea
Agent Cody Banks 2. Odredište London	Agent Cody Banks 2: Destination London
Julius Erving	Julius Erving
Mezheb	Madhab
Alexandria (Rumunjska)	Alexandria (Rumania)
Bečka državna opera	Ópera Estatal de Viena
Druga divizija PFL-a	Segunda División de Rusia
Weezer	Weezer
Mjao	Miao
Zastava Nizozemskih Antila	Bandera de las Antillas Neerlandesas
Autodafé	Auto de fe
Druga hrvatska nogometna liga	Druga HNL
Majulah Singapura	Majulah Singapura
Edessa, Grčka	Édessa
Španjolska košarkaška reprezentacija	Selección de baloncesto de España
Dražen Petrović	Dražen Petrović
Đunđuš	Gyöngyös
Aljoša	Alyosha
Volkan Demirel	Volkan Demirel
Janko Tipsarević	Janko Tipsarević
Phobos-Grunt	Fobos-Grunt
FC Nordsjælland	FC Nordsjælland
Čečenska Republika Ičkerija	República Chechena de Ichkeria
Flash	Flash
Ciklički adenozin monofosfat	Adenosín monofosfato cíclico
Petrobras	Petrobras
Innuendo (album)	Innuendo (álbum)
Most Mehmed-paše Sokolovića	Puente Mehmed Paša Sokolović
