Afraga	África
Oilthigh Oxford	Universidad de Oxford
Rathad	Carretera
Aleksandr Solženicyn	Aleksandr Solzhenitsyn
Heileacoptair	Helicóptero
Each-aibhne	Hippopotamus amphibius
382	382
342	342
373	373
372	372
James A. Garfield	James A. Garfield
Kyoto	Kioto
Sionagog	Sinagoga
Caolas Sasannach	Canal de la Mancha
1980an	Años 1980
Johannesburg	Johannesburgo
Eaglais	Iglesia
1990an	Años 1990
Albert Camus	Albert Camus
Gainmheach	Arena
Kingston, Iaimeuca	Kingston
Buadhair	Adjetivo
Leopard	Panthera pardus
Qaidam	Cuenca de Qaidam
Salzburg	Salzburgo
Sròn-adharcach	Rhinocerotidae
Dayton, Ohio	Dayton (Ohio)
Rudyard Kipling	Rudyard Kipling
Leth-eilean	Península
Còd Àireamh fòn eadar-nàiseanta	Anexo:Prefijos telefónicos mundiales
Dùn Breatann	Dumbarton
Friedrich Engels	Friedrich Engels
Bliadhna Ùr	Año Nuevo
Santo Domingo	Santo Domingo
Ulysses S. Grant	Ulysses S. Grant
Oklahoma City, Oklahoma	Oklahoma City
375	375
Brisbane	Brisbane
Ptolomaidh	Claudio Ptolomeo
1970an	Años 1970
2000an	Años 2000
William McKinley	William McKinley
Càl	Brassica oleracea var. capitata
Sheòirsea a Deas is na h-Eileanan Shandwich a Deas	Islas Georgias del Sur y Sandwich del Sur (territorio británico de ultramar)
Prìomh-bhailtean	Anexo:Capitales de Estado
Noemi	Noemi (cantante)
Làrach-lìn	Sitio web
Wilhelm Conrad Röntgen	Wilhelm Röntgen
Urramachd Seapanais	Honoríficos japoneses
Grover Cleveland	Grover Cleveland
Cubhait (baile)	Kuwait (ciudad)
Herbert Hoover	Herbert Hoover
Facal-fhreumachd	Etimología
Pùma	Puma concolor
44 RC	44 a. C.
Warren G. Harding	Warren G. Harding
387	387
Nikita Hruŝëv	Nikita Jrushchov
Brad Pitt	Brad Pitt
Colombo	Colombo
Uinneag	Ventana
Almaty	Almatý
Chester A. Arthur	Chester A. Arthur
Seann-Lochlannais	Nórdico antiguo
Uamh	Cueva
Hokkaidō	Hokkaidō
Arthur Conan Doyle	Arthur Conan Doyle
Dinnsear	Zingiber officinale
Duais Nobel airson Sith	Premio Nobel de la Paz
William Howard Taft	William Howard Taft
Linne Chluaidh	Fiordo de Clyde
Benjamin Harrison	Benjamin Harrison
Rutherford B. Hayes	Rutherford B. Hayes
Iaguar	Panthera onca
1930an	Años 1930
Astràilia a Deas	Australia Meridional
1960an	Años 1960
1920an	Años 1920
Pàrlamaid	Parlamento
Aiste	Ensayo
Osaka	Osaka
Boise, Idaho	Boise
Oilthigh Chambridge	Universidad de Cambridge
Baruch Spinoza	Baruch Spinoza
Cadal	Sueño
Heactair	Hectárea
Uachdar-fhiaclan	Dentífrico
Baisteadh	Bautismo
Bàta	Barco
Guaranaidh	Idioma guaraní
Ceilteach	Celta
Calvin Coolidge	Calvin Coolidge
Seileach	Salix
Queensland	Queensland
Minneapolis, Minnesota	Minneapolis
Mathan coala	Phascolarctos cinereus
Charles Bronson	Charles Bronson
Muhammed Ali	Muhammad Ali
Borneo	Isla de Borneo
Ùir	Suelo
Àlach	Conjunto
Bridgetown	Bridgetown
Siligo	Siligo
Riochdair	Pronombre
Fuaimreag	Vocal
Apia	Apia
Saint John's, Antigua agus Barbuda	Saint John (Antigua y Barbuda)
Beath-eachdraidh	Biografía
Roseau	Roseau
1950an	Años 1950
Thales	Tales de Mileto
Calgary	Calgary
Jane Austen	Jane Austen
Aisling	Ensueño
Fribourg	Friburgo (Suiza)
Comann Iosaid	Compañía de Jesús
Radan	Rattus
Obar Dheathain	Aberdeen
Porto	Oporto
Flùr	Harina
The Lion King	El rey león
Naisgear	Conjunción (gramática)
Mìle-bliadhna	Milenio
Francis Drake	Francis Drake
Port Moresby	Puerto Moresby
Àbhainn	Horno
1940an	Años 1940
1900an	Años 1900
1910an	Años 1910
Den Haag	La Haya
Goiriola	Gorilla
Siùrsachd	Prostitución
Corcaigh	Cork
Ealain-lèirsinneach	Artes visuales
Bruach-an-Iar	Cisjordania
Victoria, Astràilia	Victoria (Australia)
Seulra	Shelta
Nòrnais	Idioma norn
Mamot	Mammuthus
Pāli	Pali
Ndebele (cànan)	Idioma ndebele del Sur
Doras	Puerta
Ceithir-cheàrnach	Cuadrilátero
Robert De Niro	Robert De Niro
Toshiro Mifune	Toshirō Mifune
Ceilt-Ìbeiris	Idioma celtíbero
Aodann	Cara
Zingiberaceae	Zingiberaceae
Thomas Mann	Thomas Mann
Tallahassee, Florida	Tallahassee
José Saramago	José Saramago
Alexander Fleming	Alexander Fleming
Pop	Pop
Trianaid	Santísima Trinidad
30 an Gearran	30 de febrero
Loidhne	Recta
331	331
365	365
Niùclas	Núcleo atómico
379	379
Milkshake	Batido
Innd-Eòrpais	Idioma protoindoeuropeo
Robert Koch	Robert Koch
Neach-teagaisg	Maestro
Pàpa Iain Pòl I	Juan Pablo I
An Spiorad Naomh	Espíritu Santo
Cleveland, Ohio	Cleveland
Samuel Beckett	Samuel Beckett
Lublin	Lublin
John Michael Talbot	John Michael Talbot
Naypyidaw	Naipyidó
Glùn	Articulación de la rodilla
Abragod	Prunus armeniaca
Pierre Curie	Pierre Curie
Poileagan	Polígono (geometría)
Jean Calvin	Juan Calvino
Leòmhann-làir	Chamaeleonidae
Bloemfontein	Bloemfontein
Arm	Ejército
Coimheatailt	Aleación
T. S. Eliot	T. S. Eliot
Charlotte's Web	Charlotte's Web (película de 1973)
Port Vila	Port Vila
Auckland Grammar School	Auckland Grammar School
Milwaukee, Wisconsin	Milwaukee
Caol	Estrecho
Duais Nobel ann an Litreachas	Premio Nobel de Literatura
Mendel, Gregor	Gregor Mendel
Carinthia (stàit)	Carintia
St. Louis, Missouri	San Luis (Misuri)
Connrag	Consonante
Herta Müller	Herta Müller
Samurai	Samurái
George Lucas	George Lucas
Eithne	Enya
1840an	Años 1840
Còmhlan (bith-eòlas)	Filo
Rìgh Eanraig VIII Shasainn	Enrique VIII de Inglaterra
William Faulkner	William Faulkner
Romano Prodi	Romano Prodi
Xena: Warrior Princess	Xena: la princesa guerrera
Turku	Turku
Devanāgarī	Devanagari
1880an	Años 1880
Còcaireachd	Cocción
Blàr Stalingrad	Batalla de Stalingrado
Suva	Suva
Nuku'alofa	Nukualofa
Meatailt throm	Heavy metal
A' Phruis	Prusia
1890an	Años 1890
Vorarlberg	Vorarlberg
Abhag	Terrier
Ceusair	Emperador
Cheyenne, Wyoming	Cheyenne (Wyoming)
Port of Spain	Puerto España
Bohemia	Bohemia
Peata	Animal de compañía
John Steinbeck	John Steinbeck
Luch	Mus (animal)
Ronaldinho	Ronaldinho
Anchorage, Alasca	Anchorage
1830an	Años 1830
Tractar-àiteachais	Tractor
Gamal Abdel Nasser	Gamal Abdel Nasser
Acfhainn	Herramienta
Peatrail	Gasolina
Burbank, Calafòrnia	Burbank
1800an	Años 1800
Linne	Bahía
Antoine Lavoisier	Antoine Lavoisier
Cladh (creideamh)	Cementerio
Fast	Rangifer tarandus
Nicolas Appert	Nicolás Appert
Des Moines, Iowa	Des Moines
Taigh-solais	Faro
The Rescuers	The Rescuers (película)
Raon Ghàsa	Franja de Gaza
Pràis	Latón
Sangiano	Sangiano
Mario Vargas Llosa	Mario Vargas Llosa
Gleann	Valle
1860an	Años 1860
1870an	Años 1870
Briogais	Pantalón
Deichead	Década
Almon	Prunus dulcis
Sylvester Stallone	Sylvester Stallone
Prògram (coimpiutair)	Programa informático
Abhainn Iòrdan	Río Jordán
Clach-chreadha	Ladrillo
Will Smith	Will Smith
Beus-fhìdheall	Viola da gamba
Hobart	Hobart
1810an	Años 1810
William Butler Yeats	William Butler Yeats
Canale d'Agordo	Canale d'Agordo
Ìomaigh rìomhach	Icono LGBT
Carl Benz	Karl Friedrich Benz
European Cup Winners Cup	Recopa de Europa de fútbol
Iomadachadh	Multiplicación
Gini-Nuadh	Nueva Guinea
The Fox and the Hound	The Fox and the Hound
Racine, Wisconsin	Racine (Wisconsin)
Joliet, Illinois	Joliet (Illinois)
Norman, Oklahoma	Norman (Oklahoma)
Prìosan	Prisión
Caolas Chanso	Estrecho de Canso
Desio	Desio
Buffalo, Eabhraig Nuadh	Búfalo (Nueva York)
Na Slàbhaich	Pueblos eslavos
John Wayne	John Wayne
Sumo	Sumo
Lisa Gerrard	Lisa Gerrard
Somma Lombardo	Somma Lombardo
Co-bhualadair Mòr Hadron	Gran colisionador de hadrones
Tacloban	Tacloban
Ray Bradbury	Ray Bradbury
Eòin Baistidh	Juan el Bautista
Paulínia	Paulínia
'100 Leabhar an Linn' le Le Monde	Anexo:Los 100 libros del siglo XX según Le Monde
Toirt air falbh	Resta
Partan	Brachyura
God Save the Queen	God Save the Queen
Knut Hamsun	Knut Hamsun
Tampere	Tampere
Crois	Cruz
Breda	Breda
Tenerife	Tenerife
Neul Oort	Nube de Oort
Doris Lessing	Doris Lessing
Buinneach	Diarrea
Dumbo	Dumbo
Frank Sinatra	Frank Sinatra
Honiara	Honiara
Mùn	Orina
1850an	Años 1850
Rèabhlaid Ameireaganach	Guerra de Independencia de los Estados Unidos
Ùrnaigh	Oración (religión)
Skype	Skype
Each-mara (mamal)	Odobenus rosmarus
Harold Pinter	Harold Pinter
Bathais	Frente (anatomía)
Topeka, Kansas	Topeka
Sailm	Libro de los Salmos
Heraclitus a Ephesus	Heráclito
Al Pacino	Al Pacino
Demi Lovato	Demi Lovato
Eibhir	Granito
Iolair-bhuidhe	Aquila chrysaetos
Bonn (airgead)	Moneda
San Juan, Puerto Rico	San Juan (Puerto Rico)
Boris Pasternak	Borís Pasternak
Opera	Opera (navegador)
Bydgoszcz	Bydgoszcz
Johannes Vermeer	Johannes Vermeer
John Dalton	John Dalton
Basseterre	Basseterre
Poblachd Weimar	República de Weimar
Ball-coise Aimearaganach	Fútbol americano
Steiermark	Estiria
José Luis Rodríguez Zapatero	José Luis Rodríguez Zapatero
Teletubbies	Teletubbies
Brot	Sopa
Kingstown	Kingstown
Neasgaid-fala	Hemorroides
Wole Soyinka	Wole Soyinka
Lebhiticus	Levítico
Freumh	Raíz (botánica)
Henryk Sienkiewicz	Henryk Sienkiewicz
William Blake	William Blake
St. George’s	Saint George (Granada)
Buaidh an taigh-ghloine	Efecto invernadero
Julia Gillard	Julia Gillard
Còcein	Cocaína
Dlighe Ohm	Ley de Ohm
Coireaman	Coriandrum sativum
Haifa	Haifa
Eilean Stiùbhairt	Isla Stewart
Castries	Castries
Bruich	Ebullición
Brachadh	Fermentación
Rosg-rann	Oración (gramática)
Làithean na seachdain	Nombres de los días de la semana
Haracleas	Heraclio
Paul Newman	Paul Newman
Sri Jayawardenapura	Sri Jayawardenapura Kotte
An Ostair Uachdar	Alta Austria
Democritus	Demócrito
Tahiti	Tahití
Am Bàs Dubh	Peste negra
Anwar El Sadat	Anwar el-Sadat
J. M. G. Le Clézio	Jean-Marie Gustave Le Clézio
Clach theinnteach	Roca ígnea
Gobi	Desierto de Gobi
Tomas Tranströmer	Tomas Tranströmer
Henri Bergson	Henri Bergson
Abel Tasman	Abel Tasman
Hainan	Hainan
Fàilte Mhoire	Avemaría
Obair	Trabajo (física)
Mel Gibson	Mel Gibson
Sully Prudhomme	Sully Prudhomme
Mirante do Vale	Mirante do Vale
Eileanan a' Chaolais	Islas del Canal
Savannah	Sabana
Pàpa Pius XI	Pío XI
Neul (reul-eòlas)	Nebulosa
Mihail Šolohov	Mijaíl Shólojov
Sasannaich	Pueblo inglés
Evo Morales	Evo Morales
Anatole France	Anatole France
Anaximander	Anaximandro
Eabhraig	York
Asterix An Ceilteach	Astérix el Galo
An Ostair Ìochdarach	Baja Austria
Eaglais Ìosa Chrìost de Naoimh an Latha mu Dheireadh	La Iglesia de Jesucristo de los Santos de los Últimos Días
Spìosradh	Especia
Wisława Szymborska	Wisława Szymborska
Curcuma	Curcuma longa
Uilinn	Articulación del codo
Frédéric Mistral	Frédéric Mistral
Sagart	Sacerdote
Deuteronomi	Deuteronomio
Cat Manainneach	Gato Manx
Heinrich Böll	Heinrich Böll
Palikir	Palikir
Johnny Cash	Johnny Cash
Audrey Hepburn	Audrey Hepburn
Leif Ericson	Leif Eriksson
Port Adhair Long Thanh	Aeropuerto Internacional Long Thành
Tirol	Tirol (estado)
Dustin Hoffman	Dustin Hoffman
Balla	Pared
Ola	Aceite
Ailtire	Arquitecto
1600an	Años 1600
Bambi	Bambi
Peabar	Piper nigrum
Àireamh (Bìoball)	Números
Barail-fhuasgladh	Referéndum
Naomh	Santo
Sofia Rotaru	Sofia Rotaru
Crotal	Liquen
Cincinnati, Ohio	Cincinnati
Omaha, Nebraska	Omaha (Nebraska)
Dà-ghnèitheachd	Bisexualidad
Clint Eastwood	Clint Eastwood
Burgenland	Burgenland
Ingrid Bergman	Ingrid Bergman
Fàire	Horizonte
Morabhia	Moravia
Pieter Brueghel Mòr	Pieter Brueghel el Viejo
Prionnsa Teàrlach, Prionnsa na Cuimrigh	Carlos de Gales
Talmud	Talmud
J. M. Coetzee	J. M. Coetzee
Fresno, Calafòrnia	Fresno (California)
Cumhachd na Gaoithe	Energía eólica
Salzburg (stàit)	Salzburgo (estado)
Basalt	Basalto
1700an	Años 1700
Cogadh na Mìle Làithean	Guerra de los Mil Días
Raibeart Ò Baoghail	Robert Boyle
Richmond, Virginia	Richmond (Virginia)
Giosuè Carducci	Giosuè Carducci
Gustave Flaubert	Gustave Flaubert
Boireannach	Hembra
Gàirdean	Brazo
Desiderius Erasmus	Erasmo de Róterdam
Guayaquil	Guayaquil
Gerhart Johann Robert Hauptmann	Gerhart Hauptmann
Cotonou	Cotonú
Drannd-eun	Trochilidae
Leiden	Leiden
Louisville, Kentucky	Louisville
Montehermoso	Montehermoso
Pàpa Pius IX	Pío IX
Pàpa Leo XII	León XII
Pàpa Griogair XVI	Gregorio XVI
Yasunari Kawabata	Yasunari Kawabata
Pàpa Pius X	Pío X
Àilean	Oasis
Crith-thalmhainn Haiti 2010	Terremoto de Haití de 2010
Madison, Wisconsin	Madison (Wisconsin)
Imleag	Ombligo
Otto I, Impire Naomh Ròmanach	Otón I del Sacro Imperio Romano Germánico
Eduard Buchner	Eduard Buchner
Pàpa Leo XIII	León XIII
Seoc an Reubainnear	Jack el Destripador
1740an	Años 1740
Ketchikan, Alasca	Ketchikan
Wassily Leontief	Wassily Leontief
Dan Shechtman	Dan Shechtman
István Sándorfi	István Sándorfi
1500an	Años 1500
Fireannach	Masculino
William Golding	William Golding
Ùirsgeul	Leyenda
Tsar	Zar
Cayenne	Cayena
Selma Lagerlöf	Selma Lagerlöf
Anne Brontë	Anne Brontë
Bheactor	Vector
Teampall	Templo
Foileag	Tortita
Duais Nobel ann an Ceimigeachd	Premio Nobel de Química
V. S. Naipaul	V. S. Naipaul
Ernst Otto Fischer	Ernst Otto Fischer
Aoine	Ayuno
1820an	Años 1820
Amazonas (Roinn)	Amazonas (Colombia)
Port	Puerto
Suharto	Suharto
Viljandi	Viljandi
1770an	Años 1770
Alex MacFhearghais	Alex Ferguson
Tulsa, Oklahoma	Tulsa
Chubut	Provincia del Chubut
Biorra-crùidein	Alcedines
Elba	Isla de Elba
The Doors	The Doors
Coimbra	Coímbra
Beirm	Levadura
Ontonagon County, Michigan	Condado de Ontonagon
Silesia Seiceach	Silesia Checa
Boa	Boidae
Dennis Ritchie	Dennis Ritchie
Taghadh ceann-suidhe nan Stàitean Aonaichte, 2008	Elecciones presidenciales de Estados Unidos de 2008
Cairdeanal	Cardenal
Himnusz	Himno Nacional de Hungría
Srath Annan	Annandale (Escocia)
Mohammad Hussein Tantawi	Mohamed Hussein Tantawi
Strabo	Estrabón
Czesław Miłosz	Czesław Miłosz
1680an	Años 1680
1610an	Años 1610
Clive Dunn	Clive Dunn
Maigheach	Lepus
Felix Mendelssohn Bartholdy	Felix Mendelssohn
Rhône (département)	Ródano (departamento)
Aardvark	Orycteropus afer
1510an	Años 1510
Bogha is saighead	Arco (arma)
Crùban-coille	Testudinidae
Bjørnstjerne Bjørnson	Bjørnstjerne Bjørnson
CSS	Hoja de estilos en cascada
Ivan Bunin	Iván Bunin
Bhampair	Vampiro
Inndis Fìdi	Hindi de Fiyi
Octavio Paz	Octavio Paz
Riese Pio X	Riese Pio X
Alcalá de Henares	Alcalá de Henares
Oulu	Oulu
Clach chruth-atharrachail	Roca metamórfica
Joseph Smith Jr	Joseph Smith
Peile	Cubo (recipiente)
Sealtainn	Islas Shetland
Encarnación	Encarnación (Paraguay)
Atacama	Desierto de Atacama
Romain Rolland	Romain Rolland
Santa Mónica, Calafòrnia	Santa Mónica (California)
Duais Nobel ann an Eaconomachd	Premio en Ciencias Económicas en memoria de Alfred Nobel
Elfriede Jelinek	Elfriede Jelinek
Cnuimh	Gusano
Palo Alto	Palo Alto
Marie Antoinette	María Antonieta de Austria
Clàrsach	Arpa
Milton Friedman	Milton Friedman
Green Bay, Wisconsin	Green Bay
Nota (airgead)	Papel moneda
André Gide	André Gide
Gàsa (baile)	Gaza
Allt	Arroyo
Los-leathann	Castor
Toruń	Toruń
Ivo Andrić	Ivo Andrić
Dùthaich nam Basgach (mòr-cheàrn)	Euskal Herria
Bolgan (innleachd)	Lámpara incandescente
Nadine Gordimer	Nadine Gordimer
Iosua	Libro de Josué
Rudolf Christoph Eucken	Rudolf Christoph Eucken
Kalahari	Kalahari
The Godfather	El padrino (película)
Imre Kertész	Imre Kertész
El Aaiún	El Aaiún
Armadillo	Dasypodidae
Green Day	Green Day
Robbie Williams	Robbie Williams
Sid Vicious	Sid Vicious
339	339
340	340
Nijmegen	Nimega
Mario Monti	Mario Monti
Innis Mheadhran	Inchmurrin
354	354
356	356
358	358
361	361
363	363
364	364
368	368
369	369
370	370
Unnsa	Onza (unidad de masa)
371	371
Teamplaid:Commonscat	Plantilla:Commonscat
376	376
377	377
378	378
1780an	Años 1780
383	383
384	384
388	388
389	389
390	390
391	391
392	392
1730an	Años 1730
393	393
394	394
395	395
396	396
397	397
398	398
399	399
1540an	Años 1540
Dover, Hampshire Nuadh	Dover (Nuevo Hampshire)
Nashua, Hampshire Nuadh	Nashua (Nuevo Hampshire)
Medellín	Medellín
Parabòla	Parábola (matemática)
Kobe	Kōbe
Mariehamn	Mariehamn
An Talamh Ùr	Isla de Terranova
Manchester, Hampshire Nuadh	Manchester (Nuevo Hampshire)
Daibhidh MacDhùnleibh	David Livingstone
Richard Gere	Richard Gere
Ainneamhag	Fénix
1750an	Años 1750
1580an	Años 1580
1590an	Años 1590
Hermann Staudinger	Hermann Staudinger
Neuilly-sur-Seine	Neuilly-sur-Seine
Glenn Theodore Seaborg	Glenn T. Seaborg
Archer John Porter Martin	Archer John Porter Martin
Richard Laurence Millington Synge	Richard L. M. Synge
Linus Carl Pauling	Linus Pauling
Sir Cyril Norman Hinshelwood	Cyril Norman Hinshelwood
Nikolay Nikolayevich Semyonov	Nikolái Semiónov
Patrick Swayze	Patrick Swayze
San Luis Obispo, Calafòrnia	San Luis Obispo (California)
San Luis Obispo County, Calafòrnia	Condado de San Luis Obispo
Oilthigh Cholumbia	Universidad de Columbia
Cambridge, Massachusetts	Cambridge (Massachusetts)
Oilthigh Yale	Universidad Yale
Ivy League	Ivy League
Oilthigh Bhrown	Universidad Brown
Oilthigh Chornell	Universidad Cornell
Colaiste Dartmouth	Dartmouth College
Oilthigh Phennsylvania	Universidad de Pensilvania
Brookline, Massachusetts	Brookline
New Haven, Connecticut	New Haven (Connecticut)
New London, Connecticut	New London (Connecticut)
New Bedford, Massachusetts	New Bedford (Massachusetts)
Springfield, Massachusetts	Springfield (Massachusetts)
Lowell, Massachusetts	Lowell (Massachusetts)
Stamford, Connecticut	Stamford (Connecticut)
279	279
New Britain, Connecticut	New Britain (Connecticut)
Bridgeport, Connecticut	Bridgeport
Waterbury, Connecticut	Waterbury (Connecticut)
Worcester, Massachusetts	Worcester (Massachusetts)
440	440
Northampton, Massachusetts	Northampton (Massachusetts)
517	517
572	572
Middletown, Connecticut	Middletown (Connecticut)
Warwick, Rhode Island	Warwick (Rhode Island)
Newton, Massachusetts	Newton (Massachusetts)
Cranston, Rhode Island	Cranston
Danbury, Connecticut	Danbury (Connecticut)
Pawtucket, Rhode Island	Pawtucket
Portland, Maine	Portland (Maine)
Rochester, Eabhraig Nuadh	Rochester (Nueva York)
Irvine, Calafòrnia	Irvine (California)
Fremont, Calafòrnia	Fremont (California)
Scottsdale, Arizona	Scottsdale (Arizona)
Chesapeake, Virginia	Chesapeake (Virginia)
Norfolk, Virginia	Norfolk (Virginia)
Orlando, Florida	Orlando (Florida)
St. Petersburg, Florida	San Petersburgo (Florida)
Toledo, Ohio	Toledo (Ohio)
Stockton, Calafòrnia	Stockton (California)
Lexington, Kentucky	Lexington (Kentucky)
Riverside, Calafòrnia	Riverside
Santa Ana, Calafòrnia	Santa Ana (California)
Aurora, Colorado	Aurora (Colorado)
Anaheim, Calafòrnia	Anaheim
Tampa, Florida	Tampa
Bakersfield, Calafòrnia	Bakersfield (California)
Colorado Springs, Colorado	Colorado Springs (Colorado)
Virginia Beach, Virginia	Virginia Beach
Mesa, Arizona	Mesa (Arizona)
Wichita, Kansas	Wichita (Kansas)
Chula Vista, Calafòrnia	Chula Vista
Chandler, Arizona	Chandler (Arizona)
Accomack County, Virginia	Condado de Accomack
Northampton County, Virginia	Condado de Northampton (Virginia)
Melvin Calvin	Melvin Calvin
Sir Robert Robinson	Robert Robinson
Linn na Deighe	Glaciación
Àrc	Corcho
Àrd-easbaig	Arzobispo
Loch Nis	Lago Ness
Schaan	Schaan
Maurice Maeterlinck	Maurice Maeterlinck
Bàrd	Poeta
23mh Linn	Siglo XXIII
Banais	Boda
24mh Linn	Siglo XXIV
25mh Linn	Siglo XXV
26mh Linn	Siglo XXVI
27mh Linn	Siglo XXVII
28mh Linn	Siglo XXVIII
29mh Linn	Siglo XXIX
Bogsa-litrichean	Buzón
30mh Linn	Siglo XXX
Solomon Burke	Solomon Burke
Caochladair	Variable (matemáticas)
Riaghailtean Astràilianach	Fútbol australiano
Parral	Parral (Chile)
Cali	Cali
Pereira (baile)	Pereira
Dàn Sholaimh	Cantar de los Cantares
Malachi	Libro de Malaquías
Pago Pago	Pago Pago
Glendale, Arizona	Glendale (Arizona)
Gilbert, Arizona	Gilbert (Arizona)
Tempe, Arizona	Tempe (Arizona)
Peoria, Arizona	Peoria (Arizona)
Gravina in Puglia	Gravina in Puglia
Laphroaig	Laphroaig
Middelburg	Middelburg
Iron County, Wisconsin	Condado de Iron (Wisconsin)
Formentera	Formentera
Ibiza	Ibiza
Menorca	Menorca
Château-d'Œx	Château-d'Œx
Jogaila	Vladislao II de Polonia
Meall (cnoc)	Cerro
Oilthigh Chologne	Universidad de Colonia
Methuen, Massachusetts	Methuen (Massachusetts)
Norwalk, Connecticut	Norwalk (Connecticut)
West Haven, Connecticut	West Haven (Connecticut)
Meriden, Connecticut	Meriden (Connecticut)
Providence County, Rhode Island	Condado de Providence
Kent County, Rhode Island	Condado de Kent (Rhode Island)
Washington County, Rhode Island	Condado de Washington (Rhode Island)
Newport County, Rhode Island	Condado de Newport
Bristol County, Rhode Island	Condado de Bristol (Rhode Island)
Newport, Rhode Island	Newport (Rhode Island)
East Providence, Rhode Island	East Providence
Central Falls, Rhode Island	Central Falls
Rockingham County, Hampshire Nuadh	Condado de Rockingham (Nuevo Hampshire)
Hillsborough County, Hampshire Nuadh	Condado de Hillsborough (Nuevo Hampshire)
