Afrika	África
Dawladii Cabaasiyiinta	Califato abasí
Dawlada Cosmaniya	Imperio otomano
Koronto	Electricidad
Seef	Espada
Pawlo Kuwelho	Paulo Coelho
Stephan El Shaarawy	Stephan El Shaarawy
Liin	Citrus × sinensis
Af-Soomaali	Idioma somalí
Aljaziira	Al Jazeera
Hal-xeraale	Rompecabezas (juego)
Carabi	Idioma árabe
Xorta ah	Contenido libre
Baar	Arecaceae
Dollar	Dólar
Ra'iisul wasaare	Primer ministro
Araga	Óptica
Calan	Bandera
Qalin Qori	Lápiz
Saabaan	Mobiliario
Template:Location map Sudan	Plantilla:Mapa de localización de Sudán
Template:Location map Eritrea	Plantilla:Mapa de localización de Eritrea
Template:Location map Ethiopia	Plantilla:Mapa de localización de Etiopía
Template:Location map Djibouti	Plantilla:Mapa de localización de Yibuti
Template:Location map Somalia	Plantilla:Mapa de localización de Somalia
Template:Location map Nigeria	Plantilla:Mapa de localización de Nigeria
Template:Location map Uganda	Plantilla:Mapa de localización de Uganda
Geri	Giraffa camelopardalis
Faruur	Labio
Shaarbo	Bigote
Midowga Sofiyet	Unión Soviética
Qolofta kore ee Dhulka	Corteza terrestre
Lil Wayne	Lil Wayne
FC Bayern München	Bayern de Múnich
Queen	Queen
Kanye West	Kanye West
Huguri	Garganta
Wikipedia:Maqaallo Xul Ah	Wikipedia:Artículos destacados
Template:Link FA	Plantilla:Destacado
Maalmaha	Luz diurna
Aduunka	Mundo
Wikipedia:Goob	Wikipedia:Café
Nanjing	Nankín
Mayotte	Mayotte
Goobo	Circunferencia
Cesc Fàbregas	Cesc Fàbregas
Goronyo	Struthio camelus
Kuuriya	Corea
Manchester	Mánchester
1000	1000
999	999
Yeey	Canis lupus
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
Manchester United FC	Manchester United Football Club
1935	1935
1934	1934
Axdiga Cusub	Nuevo Testamento
Qafqaas	Cáucaso
Sagaal	Nueve
Dabaqaroof	Scorpiones
Koobka Adduunka	Copa Mundial de Fútbol
Boolo	Pelecanus
Macdin Alkaliini ah	Alcalino
Macdin dhuleed ah	Alcalinotérreo
Rafael Correa	Rafael Correa
Transitional Metal	Metal de transición
Bir la Mood	Semimetal
Bir Ma Ahe	No metal
Guruubka 17	Halógeno
Neefta Gobta	Gases nobles
5	5
4	4
3	3
2	2
Buqarest	Bucarest
Louvre	Museo del Louvre
Motorhead	Motörhead
Dameer	Equus africanus asinus
Wikipedia:Maqaal Cusub	Wikipedia:Artículos buenos
6	6
Axdigii Hore	Antiguo Testamento
Saddax-xagal	Triángulo
Lady Gaga	Lady Gaga
Luqada Hindo Yurub	Lenguas indoeuropeas
Breinigerberg	Breinigerberg
Muammar Qadaafi	Muamar el Gadafi
Shabeel	Panthera tigris
Francesco Totti	Francesco Totti
PSY	PSY
Nissan	Nissan
Booyad	Camión cisterna
Walhade	Péndulo
Samsung	Samsung
Skandinafiyen	Escandinavia
Aruba	Aruba
Smartphone	Teléfono inteligente
Shidaal	Petróleo
Isuduwe Habka Juqraafiga	Coordenadas geográficas
Banki	Banco
1	1
10	10
20	20
30	30
Abkhazia	Abjasia
40	40
9	9
7	7
8	8
Todoba	Siete
Sideed	Ocho
Todobaad	Semana
Deero	Cervidae
Baraf	Hielo
Toon	Allium sativum
Musée d'Orsay	Museo de Orsay
Anthroboloji	Antropología
Badacas	Mar Rojo
13	13
Koonfur Ossetia	Osetia del Sur
Ulan Bator	Ulán Bator
51	51
Jasiirad	Isla
Cad	Blanco (color)
Madaw	Negro (color)
37	37
900	900
Lordi	Lordi
Basal	Allium cepa
Lix	Seis
700	700
Yaanyo	Solanum lycopersicum
George H. W. Bush	George H. W. Bush
68	68
89	89
11	11
Quang Binh	Quảng Bình
Entrena	Entrena
Dhulbare	Ecuador terrestre
NASA	NASA
Benito Mussolini	Benito Mussolini
15	15
14	14
17	17
500	500
150	150
Qaamuus	Diccionario
Bermuda	Bermudas
Madax	Cabeza
Wellington	Wellington (Nueva Zelanda)
23	23
800	800
Heesta qaranka	Himno nacional
42	42
Afarta jiho	Punto cardinal
18	18
Nuurad	Caliza
19	19
16	16
21	21
26	26
41	41
32	32
33	33
Falastiin	Palestina (región)
Valletta	La Valeta
200	200
38	38
43	43
39	39
24	24
79	79
61	61
104	104
29	29
102	102
100	100
Haramcad	Acinonyx jubatus
Afarta xilli	Estaciones del año
101	101
105	105
108	108
Dhuxul Dhagax	Carbón
22	22
46	46
25	25
153	153
156	156
31	31
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
60	60
47	47
Guumees	Strigiformes
Nederlaan Antiilis	Antillas Neerlandesas
Bahda Bisada	Felidae
Ambeer	Amperio
Isotope	Isótopo
Göteborg	Gotemburgo
Culeys	Peso
Geed Timir	Phoenix dactylifera
Burris	Martillo
Racibórz	Racibórz
Odense	Odense
Kobe Bryant	Kobe Bryant
Luqadaha Berberiga	Lenguas bereberes
600	600
400	400
300	300
Tilburg	Tilburgo
Dayax gacmeed	Satélite artificial
Horseed FC	Horseed FC
Taylor Swift	Taylor Swift
Khaalid bin Waliid	Jalid ibn al-Walid
Bariga Afrika	África Oriental
Fiat	Fiat
Bartamaha Ameerika	América Central
Af-Cafari	Idioma afar
Magrib	Magreb
Amxaari	Idioma amhárico
36)	36
Tin	Pelo
Wareeg	Perímetro
Portal:Af-maal	Portal:Lenguas
Dhicis	Aborto espontáneo
Kacdoonka masar	Revolución egipcia de 2011
Willis Tower	Sears Tower
Kacbada	Kaaba
Beatriks	Beatriz de los Países Bajos
Isuzu	Isuzu
Dublad	Embudo
159	159
107	107
103	103
152	152
240	240
197	197
70	70
Duqa	Alcalde
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
151	151
155	155
50	50
260	260
45	45
49	49
230	230
Zhengzhou	Zhengzhou
154	154
52	52
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
91	91
190	190
109	109
53	53
270	270
Madaxweyne	Presidente
63	63
86	86
401	401
99	99
98	98
110	110
137	137
138	138
140	140
130	130
210	210
220	220
Dell	Dell
180	180
158	158
157	157
106)	106
48	48
97	97
Yuumbi	Istiophoridae
56	56
93	93
Alofi	Alofi (Niue)
57	57
Jamestown	Jamestown (Santa Elena)
170	170
171	171
172	172
58	58
59	59
139	139
134	134
135	135
96)	96
92	92
133	133
176	176
131	131
Fowdo	Anarquía
Jasiirad Dhuleedka Carabta	Arabia
250	250
280	280
290	290
Mindi	Cuchillo
Masaajid	Mezquita
Akon	Akon
Dumnad	Dominó
174	174
International Standard Book Number	ISBN
132	132
178	178
Luqadaha Tashaadiga	Lenguas chádicas
Drake	Drake (rapero)
Luqadaha Kushiitiga	Lenguas cushitas
Afguri	Dialecto
95	95
94	94
257	257
Biriq	Rayo
Gacan	Mano
Luqadaha Omotik	Lenguas omóticas
Af-Oromo	Idioma oromo
Caleen	Hoja
Jilaa	Actor
Niue	Niue
Luqadaha Semitiga	Lenguas semíticas
Justin Bieber	Justin Bieber
Xusni Mubaarak	Hosni Mubarak
Af-Tigrinya	Idioma tigriña
Af-Tigre	Idioma tigré
Dhululubo	Cilindro
Subag	Mantequilla
Yaasir Carafaat	Yasir Arafat
Fara-ka hadal	Lengua de señas
136	136
Injiil	Evangelio
Alexander Graham Bell	Alexander Graham Bell
Tasmaniya	Tasmania
Rotterdam	Róterdam
Saabuun	Jabón
Cabdillahi ibn Cabdi al Mudalib	Abd Allah ibn Abd al-Muttalib
Mošovce	Mošovce
Shakira	Shakira
Jaamacadda Oxford	Universidad de Oxford
Maxamuud Axmadinajaad	Mahmud Ahmadineyad
CD	Disco compacto
Al-Qaacida	Al Qaeda
Maxamed Al-faatex	Mehmed II
Jeer	Hippopotamus amphibius
Far	Dedo
Furaat	Éufrates
Gacanka Faarsiga	Golfo Pérsico
Cilmiga bulshada	Ciencias sociales
Somaliland	Somalilandia
Ciida sanadka cusub	Año Nuevo
Babaay	Carica papaya
Brisbane	Brisbane
Fiitamiin	Vitamina
Towraad	Torá
Koonfur Joorjiya iyo Koonfurta Jasiiradaha Sanwij	Islas Georgias del Sur y Sandwich del Sur (territorio británico de ultramar)
Maahmaah	Proverbio
Noemi	Noemi (cantante)
Website	Sitio web
Ido	Ido
Sumeer	Sumeria
Kolonbo	Colombo
Dariishad	Ventana
Medina	Medina
Akkadiyaan	Idioma acadio
Booliis	Policía
UEFA	UEFA
Tigris	Tigris
Koonfur Australia (gobol)	Australia Meridional
Baarlamaan	Parlamento
Maatar	Materia
Jaamacadda Cambridge	Universidad de Cambridge
Fulinta (Dawlad)	Poder ejecutivo
Hurdo	Sueño
Neefta	Asma
Doon	Barco
Queensland	Queensland
Mohammed ali Clay,	Muhammad Ali
Beyoncé Knowles	Beyoncé
Urur	Conjunto
Siligo	Siligo
Riyo	Ensueño
Bur	Harina
Dhigaha	Longitud (cartografía)
Kimikal dibusocod	Reacción química
Den Haag	La Haya
Goriila	Gorilla
Daylight saving time	Horario de verano
Daanta galbeed	Cisjordania
Maraykanka assalkoodii	Indígenas de América
Siinaa	Península del Sinaí
Albaab	Puerta
Rihanna	Rihanna
Hargab Doofaar	Gripe porcina
Cinjo	Uña
Ugaadhsi	Caza
Toshiro Mifune	Toshirō Mifune
Waji	Cara
Aleksander Fileming	Alexander Fleming
Musmaar	Clavo (objeto)
Nabi Suleymaan C.S.	Salomón
Yahoo	Yahoo!
AK-47	AK-47
Mowjad	Onda
Dhexroor	Diámetro
Bare	Maestro
Internet Movie Database	Internet Movie Database
Dalai Lama	Dalái Lama
Jilib (xubin)	Articulación de la rodilla
ISO 4217	ISO 4217
Tomas hobis	Thomas Hobbes
Campora San Giovanni	Campora San Giovanni
Jirjiroole	Chamaeleonidae
Cusmaan bin Cafaan	Uthman Ibn Affan
Jaandi	Aleación
Nafto	Gasóleo
Qare	Citrullus lanatus
Toban iyo shan	Quince
Rikter Cabir	Escala sismológica de Richter
Xamaas	Hamás
Ruhollah Khomeini	Ruhollah Jomeini
Rajab Dayib Erdogaan	Recep Tayyip Erdoğan
Jamaal Cabdinaasir	Gamal Abdel Nasser
Bluetooth	Bluetooth
Cali	Ali Ibn Abi Talib
Marinka Gaza	Franja de Gaza
Radio Studio 54 Network	Radio Studio 54 Network
Cabitaan	Bebida
Qoori	Playa
Qabaal	Elipse
Hobart	Hobart
Dayax Gacmeed	Nave espacial
Doorashada	Elecciones
Iskudhufasho	Multiplicación
Saxaraha Galbeed	República Árabe Saharaui Democrática
.et	.et
Geeska Afrika	Cuerno de África
Lisa Gerrard	Lisa Gerrard
Nabi Yaxye C.S.	Juan el Bautista
Jennifer Lopez	Jennifer Lopez
Faraq	Resta
Breda (Netherlands)	Breda
Shuban	Diarrea
Nancy	Nancy
Honiara	Honiara
PH	PH
Asiyriya	Asiria
Qardhaas	Rombo
Xayla Siilaasi	Haile Selassie
Xalab	Alepo
Big Ben	Big Ben
Dhererka Mowjadda	Longitud de onda
Nabi Daa'uud C.S.	David
Culeyska atomka	Peso atómico
Borussia Dortmund	Borussia Dortmund
Xidido	Raíz (botánica)
Mole	Mol
Frank Lampard	Frank Lampard
Qallal	Epilepsia
Ramadaan	Ramadán
Baqal	Mula (animal)
Garaam	Gramo
Shahaadah	Shahada
Gacanka Cadmeed	Golfo de Adén
Beeraha laalaada	Jardines Colgantes de Babilonia
Maas	Río Mosa
Khadiija binti Khuweylad	Jadiya
Waraabe	Hyaenidae
Sariir	Cama
Madaxwayne kuxigeen	Vicepresidente
Cilmibaadhis	Investigación
Faaranhaayt	Grado Fahrenheit
Dhuldaaqsiin	Sabana
Dhogor	Lana
Toobin	Cono (geometría)
Daliban	Talibán
MP3	MP3
Ismaamulka Falastiin	Autoridad Nacional Palestina
.ke	.ke
Fernando Torres	Fernando Torres
Gar	Barba
Nabi	Profeta
Derbi	Pared
SMS	Servicio de mensajes cortos
Yaxaas	Crocodylidae
Majladda Time	Time
Dhedig	Hembra
Farabadne	Chilopoda
Amedeo Avogadro	Amedeo Avogadro
Shambay	Felis silvestris
Federaalka	Federación
Sedex Geesoodka Bermuda	Triángulo de las Bermudas
Arjen Robben	Arjen Robben
Xamid Karzai	Hamid Karzai
Lab	Masculino
Rey mysterio	Rey Mysterio
Dayax madoobaad	Eclipse lunar
Taxane	Matriz (matemáticas)
Kayene	Cayena
John Cena	John Cena
Waran	Lanza
Dadqalato	Canibalismo
Busbus	Varicela
Provinces of Argentina	Provincias de Argentina
Dekad	Puerto
Garoonka Diyaaradaha ee Bole	Aeropuerto Internacional Bole
Dadka Berberiga	Bereberes
Afganbi	Golpe de Estado
Burcad Badeed	Piratería
RSS	RSS
Lacagta Meherka	Dote
Barbaroole	Paralelogramo
Leeb	Flecha
Chris Paul	Chris Paul
Awood Socota	Energía cinética
Koor	Trapecio (geometría)
Qaanso	Arco (arma)
Amiibada	Ameba
Zlatan Ibrahimović	Zlatan Ibrahimović
GSM	Sistema global para las comunicaciones móviles
Dhaban	Mejilla
Saint-Denis	Saint-Denis (Reunión)
Arsène Wenger	Arsène Wenger
Baabiylooniya	Imperio babilónico
Warqadda aqoonsiga	Documento de identidad
Template:Commonscat	Plantilla:Commonscat
Qoorgooye	Meningitis
399	399
Iidi Amiin Daada	Idi Amin
Kayseri	Kayseri
CNN	CNN
Drogbaa	Didier Drogba
Dhakhaatiirta Bilaaxuduudaa	Médicos Sin Fronteras
Abwaan	Poeta
Manchester city	Manchester City Football Club
Ilaahay	Troms
John Dramani Mahama	John Dramani Mahama
Luqada Masaarida	Lenguas egipcias
Anatooliya	Anatolia
Nabi Ciise	Isa (Jesús de Nazaret)
Cudurka Ebola	Enfermedad por el virus del Ébola
Template:Taxobox	Plantilla:Ficha de taxón
Carly Rae Jepsen	Carly Rae Jepsen
Toyota	Toyota
Osmose	Ósmosis
Af-Hawsa	Idioma hausa
Saxan	Plato
Mwai Kibaki	Mwai Kibaki
Jalaal Daalabaani	Yalal Talabani
Ismaaciil Cumar Geelle	Ismail Omar Guelleh
Nuur Al-Maliki	Nuri al-Maliki
Dileita Maxamed Dileita	Dileita Mohamed Dileita
Mark Rutte	Mark Rutte
Cumar Cabdirashiid Cali Sharmaarke	Omar Abdirashid Ali Sharmarke
Axmed Dafutoglu	Ahmet Davutoğlu
Robinho	Robinho
Bada Carbeed	Mar Arábigo
Dhircun	Herbívoro
Calanka Denmark	Bandera de Dinamarca
Jay-Z	Jay-Z
Caroog	Caracola
Yuusuf Alqardaawi	Yusuf al-Qaradawi
Sahel	Sahel
Henry Kissinger	Henry Kissinger
Abu Hurayra	Abu Hurairah
Flums	Flums
Nabi Aadam C.S.	Adán
Diego Milito	Diego Milito
Shumac	Vela (iluminación)
Wikipedia:Sharaxaada Maqaalada Xulka Ah	Wikipedia:Candidatos a artículos destacados
Wikipedia:Sharaxaada Maqaalada Cusub	Wikipedia:Selección de artículos buenos
Dhalo	Botella
Raqay	Tamarindus indica
Shabeelada Tamil	Tigres de Liberación del Eelam Tamil
Qaangaadh	Adulto
Gacanka Caqaba	Golfo de Aqaba
KwaZulu-Natal Province	KwaZulu-Natal
Hilibcun	Carnívoro
AFC Ajax	Ajax de Ámsterdam
Qaado	Cuchara
VOIP	Voz sobre Protocolo de Internet
Jibriil	Arcángel Gabriel
Taksi	Taxi
Soqotra	Socotra
Timor	Timor
Almere	Almere
Xoor-dubbur	Mephitidae
Dooli	Mus musculus
Suul	Dedo pulgar
Mesut ozil	Mesut Özil
Turki	Turcos
Ukun	Huevo (alimento)
HyperText	Hipertexto
Xeeb	Costa
Lobamba	Lobamba
Magarete2	Margarita II de Dinamarca
Calanka jabuuti	Bandera de Yibuti
Xareed	Agua dulce
Calanka Suudaan	Bandera del Sudán
Daanyeer	Hominoidea
Sodium Hydroxide	Hidróxido de sodio
Xoolo	Ganado
Cirid	Encía
Chalcogen	Anfígeno
Tufaax	Malus
Shakaal	Hipotenusa
Biniktojiin	Grupo del nitrógeno
Lambedusa	Lampedusa
Manuel Neuer	Manuel Neuer
Jalmad	Caldera (cocina)
Eris	Eris
Wiz Khalifa	Wiz Khalifa
Agool	Caspa
Barfasoor	Profesor
Massari	Massari
Maydhax	Xilema
Dhax kujir	Estado sin litoral
Andalus	Al-Ándalus
Sako	Azaque
Dhadhan	Gusto
ICAO	Organización de Aviación Civil Internacional
.so	.so
Western Cape Province	Provincia Occidental del Cabo
Mario Balotelli	Mario Balotelli
Qiiq	Humo
Eastern Cape Province	Provincia Oriental del Cabo
Cerebellum	Cerebelo
Haaruun Alrashiid	Harún al-Rashid
Kaftan	Chiste
Funaanad	Camiseta
Tangent	Tangente (geometría)
Niisaabuur	Nishapur
Khilaafada Islaamka	Califato
Cadan	Adén
Het Wilhelmus	Wilhelmus
Universidade Federal de Minas Gerais	Universidad Federal de Minas Gerais
Mpumalanga Province	Mpumalanga
Northern Cape Province	Provincia Septentrional del Cabo
Mamawdsaw	Mamoudzou
Gauteng Province	Gauteng
Lug	Pata
Cagaarshow	Ictericia
Du gamla, Du fria	Du gamla, du fria
Shaydaanimo	Satanismo
Limpopo Province	Provincia de Limpopo
LG	LG Group
Ogaden	Ogaden
Alexandre Pato	Alexandre Pato
Wabiga Jubba	Río Juba
Qooleey	Paloma mensajera
Wabiga Shabeelle	Río Shebelle
Masago	Mallotus villosus
Marsho	Engranaje
Saynab bint Khuzayma	Zaynab bint Khuzayma
Saynab bint Jahsh	Zaynab bint Jahsh
Nabi Yuusuf	José (patriarca)
One Direction	One Direction
Mille	Disolvente
Ajay Devgan	Ajay Devgan
Herpesviruses	Herpesviridae
Degmo	Distrito
Tomahok (gantaal)	BGM-109 Tomahawk
Dambas	Ceniza
Eduard Douwes Dekker	Multatuli
Yuusuf Islaam	Cat Stevens
Kiyaawe	Llave (herramienta)
Awood Kaydsan	Energía potencial
Chris Brown	Chris Brown (cantante)
Universidade Estadual de Feira de Santana	Universidad Estatal de Feira de Santana
Aadan Cabdulle Cusmaan	Aden Abdullah Osman Daar
Saylac	Zeila
Anopheles	Anopheles
Malawad	Recto
Universidade Federal da Bahia	Universidad Federal de Bahía
Centro Federal de Educação Tecnológica de Minas Gerais	Centro Federal de Educación Tecnológica de Minas Gerais
Calanka Soomaaliya	Bandera de Somalia
Dhuuso	Flatulencia
Free State Province	Provincia del Estado Libre
Maqal	Audición
Oorfane	Orfanato
Ubuc	Tronco (anatomía)
Meles Zenawi	Meles Zenawi
Nicki Minaj	Nicki Minaj
Wahaabi	Wahhabismo
Diffusion	Difusión (física)
DDT	DDT
Cadnaan Oktaar	Adnan Oktar
Dheddin	Commiphora myrrha
Ibrahim Affelay	Ibrahim Afellay
Angry Birds	Angry Birds
Daango	Palomitas de maíz
Qalin	Pluma (escritura)
Aadaan	Adhan
Usher	Usher
Hummaag noqod	Reflexión (física)
North West Province	Provincia del Noroeste
Lelystad	Lelystad
Midabada Asaasiga	Color primario
Isnidaamis	Sarna
Daaf	Conjuntivitis
Abkow	Abuelo
CAF	Confederación Africana de Fútbol
Hargeysa	Hargeisa
Nabiyada Islaamka	Profetas del islam
Xijaas	Hiyaz
Filibs	Philips
Kaliber	Calibre (armas de fuego)
Geed Hindi	Azadirachta indica
Jidh	Cuerpo (anatomía)
Qosol	Risa
Nektar	Néctar (botánica)
Mount kenya	Monte Kenia
Uunsi	Olíbano
Jomo Kenyatta	Jomo Kenyatta
Gacan (Joomitiri)	Radio (geometría)
Centimetre	Centímetro
Millimeter	Milímetro
Baadiye	Medio rural
Fasuul Cabdalla Maxamed	Fazul Abdullah Mohammed
Portal:Taariikh	Portal:Historia
Hunguriga neefta	Tráquea
Bowdo	Fémur
Qaamo-qashiir	Parotiditis
Tiirarka Islaamka	Pilares del islam
Fanaan	Cantante
Huulaaku Khan	Hulagu
Wadan soo kobcooyo	País en vías de desarrollo
Dhuxul	Carbón vegetal
Shansho	Tibia
Saac (faah faahin)	Reloj de pulsera
Soon	Sawm
Alchemist(Buug)	El alquimista (novela)
The Notorious B.I.G.	The Notorious B.I.G.
Sanab	Estatua
Saadiyom bicarbonate	Bicarbonato de sodio
Nabi Ayuub C.S.	Job (Biblia)
Fatima bint Muxamed	Fátima az-Zahra
Baras	Vitiligo
Sumad xisaabed	Anexo:Símbolos matemáticos
Ricir	Vértebra
Qol	Habitación
Dhado	Humedad del aire
Curiye	Elemento
Mucaawiye bin Abii Sufyaan	Muawiya ibn Abi Sufyan
Xasan Nasrallaah	Hasan Nasrallah
Mahathir Bin Maxamed	Mahathir bin Mohamad
Bidaar	Alopecia
Aafda tahriibka	Trata de personas
KLM	KLM Royal Dutch Airlines
Johan Rudolph Thorbecke	Johan Rudolf Thorbecke
Mitsubishi	Mitsubishi
Cashuura	Ashura
Tamaashiir	Creta (roca)
Memory card	Tarjeta de memoria
Will.i.am	Will.i.am
Saxaro	Estiércol
Gaamur	Alquitrán
UFC	Ultimate Fighting Championship
Pitbull	Pitbull (cantante)
Aayad	Aleya
Tariikhda Shiikh Axmed Yaasiin	Ahmed Yasín
Saxaabi	Sahaba
Gows	Diente molar
Shanbal	Platillos
Harar	Harar Jugol
Dhismaha websiteka	Diseño web
Golcas	Gazella
Abuu Xaniifa	Abu Hanifah
Ammonium	Amonio
Session Initiation Protocol	Session Initiation Protocol
Salafiya	Salafismo
Berbera	Berbera
Botka internetka	Bot
Bergen op Zoom	Bergen op Zoom
Mengista Xayle Maryam	Mengistu Haile Mariam
Mowliidka Nebiga	Mawlid
Ciraaqi Diinaar	Dinar iraquí
Adenoviridae	Adenoviridae
Daniel arap Moi	Daniel Arap Moi
Nabi Huud	Hud (profeta)
Ne-Yo	Ne-Yo
Sin	Articulación de la cadera
Rajab	Rayab
Axmed Binu Xambal	Ahmad bin Hanbal
Sheybaar	Microscopio
Peso (Arjantiina)	Peso (moneda de Argentina)
Yamanta Koonfureed	Yemen del Sur
Assur	Aššur
Decimetre	Decímetro
Sean paul	Sean Paul
Calanka somaliland	Bandera de Somalilandia
Shilin Kiinyaati	Chelín keniano
Astaannta Qaranka ee Soomaaliya	Escudo de Somalia
Astaannta Qaranka ee Imaaraatka	Escudo de los Emiratos Árabes Unidos
Velupillai Prabhakaran	Velupillai Prabhakaran
Federaaliisim	Federalismo
Biomolikule	Biomolécula
Nabi Alyasac C.S.	Eliseo
Birr	Birr etíope
Jaad	Catha edulis
Cows	Césped
S-block	Elementos del bloque s
Dab Damis	Vehículo de bomberos
SliTaz	SliTaz GNU/Linux
Kung fu	Kung-fu
Maxamed Siyaad Barre	Mohamed Siad Barre
Salo	Salo (Finlandia)
Ívi Adámou	Ivi Adamou
Cafar	Pueblo afar
Saliid Macsaro	Aceite de sésamo
Cumar Mukhtaar	Omar Al-Mukhtar
Angalool	Concha
Flo Rida	Flo Rida
Eden Hazard	Eden Hazard
T.I.	T.I.
Budhcad badeeda geeska afrika	Piratería en Somalia
Ayaan Xirsi Cali	Ayaan Hirsi Ali
P-block	Elementos del bloque p
D-block	Elementos del bloque d
F-block	Elementos del bloque f
Cabdullaahi Yuusuf Axmed	Abdullahi Yusuf Ahmed
Ururka Dawladaha aan la aqoonsan Wali	Organización de Naciones y Pueblos No Representados
Qof	Persona
Darawal	Chofer
Dhul (dhulka lagu socdo)	Piso
Faysal Bin Cabdil Caziiz	Faisal bin Abdelaziz
Wadar	Sumatorio
Qormo saynis	Notación científica
C.H	BC
Adam Levine	Adam Levine
Al-Faatixa	Fatiha
Hogaamiye Kooxeed	Señor de la guerra
T-pain	T-Pain
Anggun	Anggun
Carlos the Jackal	Ilich Ramírez
Fatima	Fátima
Mombaaso	Mombasa
Alexa Internet	Alexa Internet
Sheekh Xasan Albanaa	Hasan al-Banna
Daariq ibn Ziyaad	Táriq ibn Ziyad
Seed	Tendón
Suurad	Sura
Xadiis	Hadiz
Allaah	Alá
Salaad	Salat
Xaj	Hajj
Malag	Ángel
Astaannta Qaranka ee Kolombiya	Escudo de Colombia
Xisbiga shacabka iyo xoriyada Holalnd	Partido Popular por la Libertad y la Democracia
Qeshm	Qeshm
Bukhaari	Muhammad Ibn Ismail Al-Bujari
Dadka Soomaaliyeed	Etnia somalí
Haumea	Haumea
Dagaalkii sokeeye ee Soomaaliya	Guerra civil somalí
Jason Derulo	Jason Derülo
Macrakadii Ceyn Jaaluut	Batalla de Ain Yalut
Iskugeyn	Plus
FIFA	FIFA
Uumi	Vapor (estado)
Iman model	Iman (modelo)
Amina bint Wahb	Amina bint Wahb
Maryama al-Qibtiyya	Maria al-Qibtiyya
Xafsa bint Cumar	Hafsa bint Umar
Laf	Hueso
Wayne Rooney	Wayne Rooney
Al Hudaydah	Al Hudayda
Sheekh Shariif Axmed	Sharif Sheid Ahmed
Kismaayo	Kismaayo
Beydaan	Terminalia catappa
R. Kelly	R. Kelly
Fool	Diente incisivo
Lacey Duvalle	Lacey Duvalle
Geed Walaayo	Parkinsonia aculeata
Saaxil	Saaxil
Dhul Udug	Punt
Bakool	Bakool
Nabi Yacquub C.S.	Jacob
Mariana Ximenes	Mariana Ximenes
Imaamu Shaafici	Muhammad ibn Idris ash-Shafi`i
Demba Ba	Demba Ba
Xasan Guuleed Abtidoon	Hassan Gouled Aptidon
K'naan	K'naan
Greyson Chance	Greyson Chance
Cabdul-Qadir Jilani	Abdul Qadri Jilani
Al-Shabaab	Al-Shabbaab
Booc	Calotropis
Imaam Maalik	Malik ibn Anas
Cody Simpson	Cody Simpson
Madfac	Obús (proyectil)
Dagaalkii xoraynta ogaden	Guerra de Ogaden
Oromo	Pueblo oromo
Ibn Nafiis	Ibn Nafis
Xasan Sheekh Maxamuud	Hassan Sheikh Mohamud
Rodolfo Graziani	Rodolfo Graziani
Maxamed Faarax Caydiid	Mohamed Farrah Aidid
Biyo baxa deg dega ah	Eyaculación precoz
Dhulka Talyaaniga ee Soomaaliya	Somalia Italiana
Saytuun	Psidium
Trey songz	Trey Songz
Macawiis	Sarong
Nuuraddin Faarax	Nuruddin Farah
Compaq	Compaq
Unimog	Unimog
Lufthansa Duulimaadkii 181	Secuestro del avión Landshut
Gob	Ziziphus mauritiana
Tooreey	Hoja (cuchillo)
Boosaaso	Bosaso
Axmed Deedat	Ahmed Deedat
Abu Bakr	Abu Bakr as-Siddiq
Abuu Sufyaan	Abu Sufyan ibn Harb
Caabudwaaq	Abudwak
IHH	IHH
Dun	Hilo (desambiguación)
Daahir Rayaale Kaahin	Dahir Riyale Kahin
Timo Soini	Timo Soini
Cali maxamed Geedi	Ali Mohammed Ghedi
Marek Grechuta	Marek Grechuta
Jeddah	Yeda
Shukaansi	Cortejo
Axmed Maxamed Maxamuud (Siilaanyo)	Ahmed Mohamed Mahamoud Silanyo
Xulka Qaranka Soomaaliya	Selección de fútbol de Somalia
Woqooyi bari	Provincia Nororiental (Kenia)
Masjid al-Aqsa	Mezquita de Al-Aqsa
Dadka Tigriga	Pueblo tigray
Computer Engineering	Ingeniería en sistemas computacionales
Masjid al-Xaram	Masjid al-Haram
Karl Wolf	Karl Wolf
Taabici	Tabi‘un
Caluula	ʿAlūla
Nuur Xasan Xuseen	Nur Hassan Hussein
Astaanta Calanka Soomaaliya	Somaliyaay toosoo
Pitty	Pitty
Amxaaro	Amhara
Rayhana bint Zayd	Rayhana
Ta'izz	Taiz
Murgacasho	Esguince
Calooleey	Tripas
Maxamed Xaaji Ibraahim Cigaal	Ibrahim Egal
Dibi	Buey
Paramore	Paramore
Tuur	Cifosis
Luís Carlos Almeida da Cunha	Nani (futbolista)
Paris Saint-Germain FC	París Saint-Germain Football Club
Ahlu sunno waljamaaca	Sunismo
Puntland	Puntlandia
Qureysh	Quraysh
Masjidka Nabiga	Mezquita del Profeta
Dagaalkii uxud	Batalla de Uhud
